date_fmt_3h,total_croix_de_chavaux,cdc_vers_mairie,cdc_vers_paris,jour,dt.3h.txt,temp,n,ff,vv,u,pres,rafper,etat_sol,ssfrai,date.ok,rr3
2018-06-26T15:00:00Z,129,24,105,2018-06-26,2018-06-26 15:00:00,26.9,0,3.8,18480,39,101190,10.1,0,0,2018-06-26T13:00:00Z,0
2018-06-26T18:00:00Z,203,34,169,2018-06-26,2018-06-26 18:00:00,25.3,0,5.4,30000,31,101150,8.7,0,0,2018-06-26T16:00:00Z,0
2018-06-26T21:00:00Z,109,10,99,2018-06-26,2018-06-26 21:00:00,20.4,0,4.8,30000,51,101170,7.9,0,0,2018-06-26T19:00:00Z,0
2018-06-27T00:00:00Z,23,10,13,2018-06-27,2018-06-27 00:00:00,17.1,0,3.5,40220,62,101160,6.1,0,0,2018-06-26T22:00:00Z,0
2018-06-27T03:00:00Z,24,2,22,2018-06-27,2018-06-27 03:00:00,15,0,3.7,29530,73,101180,5.8,0,0,2018-06-27T01:00:00Z,0
2018-06-27T06:00:00Z,119,8,111,2018-06-27,2018-06-27 06:00:00,17.7,0,4.5,20000,68,101180,8.1,0,0,2018-06-27T04:00:00Z,0
2018-06-27T09:00:00Z,177,17,160,2018-06-27,2018-06-27 09:00:00,23.3,0,2.6,20000,58,101150,6,0,0,2018-06-27T07:00:00Z,0
2018-06-27T12:00:00Z,127,15,112,2018-06-27,2018-06-27 12:00:00,27,10,5,16340,46,101070,9.2,0,0,2018-06-27T10:00:00Z,0
2018-06-27T15:00:00Z,154,17,137,2018-06-27,2018-06-27 15:00:00,28.2,10,5.2,25000,39,100930,9.8,0,0,2018-06-27T13:00:00Z,0
2018-06-27T18:00:00Z,164,32,132,2018-06-27,2018-06-27 18:00:00,26.9,10,5.3,19670,44,100840,9.9,0,0,2018-06-27T16:00:00Z,0
2018-06-27T21:00:00Z,95,9,86,2018-06-27,2018-06-27 21:00:00,23.1,0,5.1,35990,54,100940,11,0,0,2018-06-27T19:00:00Z,0
2018-06-28T00:00:00Z,33,8,25,2018-06-28,2018-06-28 00:00:00,20.4,0,4.2,30000,63,100940,8.3,0,0,2018-06-27T22:00:00Z,0
2018-06-28T03:00:00Z,27,3,24,2018-06-28,2018-06-28 03:00:00,17.5,10,4,20000,74,100900,6.5,0,0,2018-06-28T01:00:00Z,0
2018-06-28T06:00:00Z,141,8,133,2018-06-28,2018-06-28 06:00:00,19.5,10,4.4,19510,64,100950,6.5,0,0,2018-06-28T04:00:00Z,0
2018-06-28T09:00:00Z,132,62,70,2018-06-28,2018-06-28 09:00:00,24,10,4.2,18920,48,100950,8.3,0,0,2018-06-28T07:00:00Z,0
2018-06-28T12:00:00Z,106,19,87,2018-06-28,2018-06-28 12:00:00,26.4,0,7.4,9460,34,100850,13,0,,2018-06-28T10:00:00Z,0
2018-06-28T15:00:00Z,122,21,101,2018-06-28,2018-06-28 15:00:00,27.4,10,7.2,9460,32,100700,12.1,0,0,2018-06-28T13:00:00Z,0
2018-06-28T18:00:00Z,120,18,102,2018-06-28,2018-06-28 18:00:00,26.4,10,6.7,30000,39,100630,11.5,0,0,2018-06-28T16:00:00Z,0
2018-06-28T21:00:00Z,61,14,47,2018-06-28,2018-06-28 21:00:00,22.1,10,3.8,45060,50,100710,5.8,0,0,2018-06-28T19:00:00Z,0
2018-06-29T00:00:00Z,29,10,19,2018-06-29,2018-06-29 00:00:00,20.3,0,4.5,30000,57,100720,7.9,0,0,2018-06-28T22:00:00Z,0
2018-06-29T03:00:00Z,19,3,16,2018-06-29,2018-06-29 03:00:00,18.6,0,3.3,30000,63,100670,6.9,0,0,2018-06-29T01:00:00Z,0
2018-06-29T06:00:00Z,96,11,85,2018-06-29,2018-06-29 06:00:00,19.2,60,3.5,23720,63,100670,8,0,0,2018-06-29T04:00:00Z,0
2018-06-29T09:00:00Z,147,23,124,2018-06-29,2018-06-29 09:00:00,24.6,40,4.2,13700,53,100640,8.2,0,0,2018-06-29T07:00:00Z,0
2018-06-29T12:00:00Z,107,19,88,2018-06-29,2018-06-29 12:00:00,28.3,40,7.3,12750,43,100510,13.7,0,0,2018-06-29T10:00:00Z,0
2018-06-29T15:00:00Z,130,32,98,2018-06-29,2018-06-29 15:00:00,27.9,75,7.4,35000,39,100390,11.4,0,0,2018-06-29T13:00:00Z,0
2018-06-29T18:00:00Z,142,32,110,2018-06-29,2018-06-29 18:00:00,27.5,50,6.4,35000,44,100300,11,0,0,2018-06-29T16:00:00Z,0
2018-06-29T21:00:00Z,59,3,56,2018-06-29,2018-06-29 21:00:00,24.5,25,6.6,35000,46,100340,9.9,0,0,2018-06-29T19:00:00Z,0
2018-06-30T00:00:00Z,36,9,27,2018-06-30,2018-06-30 00:00:00,21.7,75,5.6,40670,61,100330,9.6,0,,2018-06-29T22:00:00Z,0
2018-06-30T03:00:00Z,9,3,6,2018-06-30,2018-06-30 03:00:00,18.7,0,4.7,19860,73,100280,7.4,0,0,2018-06-30T01:00:00Z,0
2018-06-30T06:00:00Z,37,2,35,2018-06-30,2018-06-30 06:00:00,20.4,0,4.4,35000,67,100260,7.4,0,0,2018-06-30T04:00:00Z,0
2018-06-30T09:00:00Z,105,16,89,2018-06-30,2018-06-30 09:00:00,25.5,0,3.8,19190,55,100200,7.1,0,0,2018-06-30T07:00:00Z,0
2018-06-30T12:00:00Z,105,23,82,2018-06-30,2018-06-30 12:00:00,29.3,0,4.5,16970,47,100090,8,0,,2018-06-30T10:00:00Z,0
2018-06-30T15:00:00Z,102,22,80,2018-06-30,2018-06-30 15:00:00,30.3,40,4.6,35000,43,99970,8.6,0,0,2018-06-30T13:00:00Z,0
2018-06-30T18:00:00Z,109,20,89,2018-06-30,2018-06-30 18:00:00,30.5,10,3,35000,39,99900,7.4,0,0,2018-06-30T16:00:00Z,0
2018-06-30T21:00:00Z,70,13,57,2018-06-30,2018-06-30 21:00:00,25.9,10,3.6,35000,54,99950,5.7,0,0,2018-06-30T19:00:00Z,0
2018-07-01T00:00:00Z,68,18,50,2018-07-01,2018-07-01 00:00:00,23,0,2.2,35000,65,99960,4.5,0,0,2018-06-30T22:00:00Z,0
2018-07-01T03:00:00Z,30,3,27,2018-07-01,2018-07-01 03:00:00,19.9,10,1.9,35000,73,99950,2.8,0,0,2018-07-01T01:00:00Z,0
2018-07-01T06:00:00Z,25,1,24,2018-07-01,2018-07-01 06:00:00,22.7,10,3.3,30000,63,100010,5.5,0,0,2018-07-01T04:00:00Z,0
2018-07-01T09:00:00Z,90,10,80,2018-07-01,2018-07-01 09:00:00,27.5,25,3.1,23190,54,100010,7.2,0,0,2018-07-01T07:00:00Z,0
2018-07-01T12:00:00Z,108,35,73,2018-07-01,2018-07-01 12:00:00,31.1,40,3.8,18200,42,99970,7.2,0,0,2018-07-01T10:00:00Z,0
2018-07-01T15:00:00Z,89,17,72,2018-07-01,2018-07-01 15:00:00,31.2,90,3.7,19640,47,99940,7.8,0,,2018-07-01T13:00:00Z,0
2018-07-01T18:00:00Z,111,18,93,2018-07-01,2018-07-01 18:00:00,30.2000000000001,75,5.8,30000,37,99900,9.8,0,0,2018-07-01T16:00:00Z,0
2018-07-01T21:00:00Z,42,10,32,2018-07-01,2018-07-01 21:00:00,27.3,100,5.4,19660,41,100020,10.2,,,2018-07-01T19:00:00Z,0
2018-07-02T00:00:00Z,9,1,8,2018-07-02,2018-07-02 00:00:00,23.6,75,1.3,30000,44,100140,5.3,0,0,2018-07-01T22:00:00Z,0.2
2018-07-02T03:00:00Z,17,1,16,2018-07-02,2018-07-02 03:00:00,20.2,100,2.5,57390,65,99990,3.2,,,2018-07-02T01:00:00Z,0
2018-07-02T06:00:00Z,105,6,99,2018-07-02,2018-07-02 06:00:00,20.6,50,3.9,30000,51,100030,7,0,0,2018-07-02T04:00:00Z,0
2018-07-02T09:00:00Z,99,13,86,2018-07-02,2018-07-02 09:00:00,21.2,90,4.3,30000,56,100350,7.3,0,0,2018-07-02T07:00:00Z,0
2018-07-02T12:00:00Z,21,2,19,2018-07-02,2018-07-02 12:00:00,27.3,75,3.2,19810,40,100120,10.9,0,0,2018-07-02T10:00:00Z,0
2018-07-02T15:00:00Z,113,20,93,2018-07-02,2018-07-02 15:00:00,29.4,50,1.7,30000,41,100190,7,0,0,2018-07-02T13:00:00Z,0
2018-07-02T18:00:00Z,160,44,116,2018-07-02,2018-07-02 18:00:00,27.4,60,3.2,30000,55,100190,5.8,0,0,2018-07-02T16:00:00Z,0
2018-07-02T21:00:00Z,56,11,45,2018-07-02,2018-07-02 21:00:00,24.2000000000001,40,1.8,30000,59,100340,4.6,0,0,2018-07-02T19:00:00Z,0
2018-07-03T00:00:00Z,23,8,15,2018-07-03,2018-07-03 00:00:00,19.2,0,2.2,59370,78,100380,3.7,0,0,2018-07-02T22:00:00Z,0
2018-07-03T03:00:00Z,14,4,10,2018-07-03,2018-07-03 03:00:00,17.5,0,1.6,34970,91,100420,2.5,0,0,2018-07-03T01:00:00Z,0
2018-07-03T06:00:00Z,106,9,97,2018-07-03,2018-07-03 06:00:00,20.4,25,2.8,30000,83,100500,4,0,0,2018-07-03T04:00:00Z,0
2018-07-03T09:00:00Z,120,19,101,2018-07-03,2018-07-03 09:00:00,25.5,40,3.1,35000,59,100550,7.4,0,0,2018-07-03T07:00:00Z,0
2018-07-03T12:00:00Z,54,18,36,2018-07-03,2018-07-03 12:00:00,28.2,60,2.7,35000,47,100520,8.2,0,0,2018-07-03T10:00:00Z,0
2018-07-03T15:00:00Z,48,23,25,2018-07-03,2018-07-03 15:00:00,30,60,3.1,19180,40,100410,8.2,0,0,2018-07-03T13:00:00Z,0
2018-07-03T18:00:00Z,51,32,19,2018-07-03,2018-07-03 18:00:00,27.8,40,4.1,35000,43,100370,8.4,0,0,2018-07-03T16:00:00Z,0
2018-07-03T21:00:00Z,28,15,13,2018-07-03,2018-07-03 21:00:00,24,40,6.1,25000,58,100460,11.3,0,0,2018-07-03T19:00:00Z,0
2018-07-04T00:00:00Z,12,9,3,2018-07-04,2018-07-04 00:00:00,20.6,10,2.1,25000,77,100510,4.3,0,0,2018-07-03T22:00:00Z,0
2018-07-04T03:00:00Z,10,0,10,2018-07-04,2018-07-04 03:00:00,17.3,25,2.3,18040,89,100490,3.5,0,0,2018-07-04T01:00:00Z,0
2018-07-04T06:00:00Z,59,7,52,2018-07-04,2018-07-04 06:00:00,20.5,75,1.3,30000,84,100510,2.6,0,0,2018-07-04T04:00:00Z,0
2018-07-04T09:00:00Z,49,12,37,2018-07-04,2018-07-04 09:00:00,24.6,60,1.4,30000,62,100530,4.3,0,0,2018-07-04T07:00:00Z,0
2018-07-04T12:00:00Z,15,2,13,2018-07-04,2018-07-04 12:00:00,28.3,90,3.2,19610,49,100410,9.5,,,2018-07-04T10:00:00Z,0
2018-07-04T15:00:00Z,72,23,49,2018-07-04,2018-07-04 15:00:00,30.2000000000001,0,2.8,13300,37,100300,10.3,0,,2018-07-04T13:00:00Z,0
2018-07-04T18:00:00Z,165,69,96,2018-07-04,2018-07-04 18:00:00,28,50,4.3,30000,34,100150,8.2,0,0,2018-07-04T16:00:00Z,0
2018-07-04T21:00:00Z,66,20,46,2018-07-04,2018-07-04 21:00:00,23.6,75,3.4,30000,61,100340,11,0,0,2018-07-04T19:00:00Z,0
2018-07-05T00:00:00Z,16,4,12,2018-07-05,2018-07-05 00:00:00,21.3,90,2,30000,72,100330,5.7,0,0,2018-07-04T22:00:00Z,0
2018-07-05T03:00:00Z,13,3,10,2018-07-05,2018-07-05 03:00:00,20.1,90,3,30000,77,100250,4.8,0,0,2018-07-05T01:00:00Z,0
2018-07-05T06:00:00Z,12,0,12,2018-07-05,2018-07-05 06:00:00,20.6,90,3.4,30000,75,100350,7.7,0,0,2018-07-05T04:00:00Z,0
2018-07-05T09:00:00Z,8,2,6,2018-07-05,2018-07-05 09:00:00,22,90,3.7,14840,67,100460,8.5,0,,2018-07-05T07:00:00Z,0
2018-07-05T12:00:00Z,10,2,8,2018-07-05,2018-07-05 12:00:00,22.8,90,3.4,20000,70,100480,7.3,0,0,2018-07-05T10:00:00Z,0.4
2018-07-05T15:00:00Z,54,17,37,2018-07-05,2018-07-05 15:00:00,20.5,90,4.7,4620,78,100500,8.3,0,0,2018-07-05T13:00:00Z,4.9
2018-07-05T18:00:00Z,118,61,57,2018-07-05,2018-07-05 18:00:00,22.3,90,3.5,24900,77,100570,7.5,,,2018-07-05T16:00:00Z,0
2018-07-05T21:00:00Z,55,21,34,2018-07-05,2018-07-05 21:00:00,20.9,25,4,25000,72,100710,11.1,1,0,2018-07-05T19:00:00Z,0
2018-07-06T00:00:00Z,21,11,10,2018-07-06,2018-07-06 00:00:00,19.1,10,3,20000,67,100820,5,1,0,2018-07-05T22:00:00Z,0
2018-07-06T03:00:00Z,14,6,8,2018-07-06,2018-07-06 03:00:00,17,0,1.2,14950,76,100870,3.8,,,2018-07-06T01:00:00Z,0
2018-07-06T06:00:00Z,28,6,22,2018-07-06,2018-07-06 06:00:00,19.2,10,3.1,20000,71,100990,7,1,0,2018-07-06T04:00:00Z,0
2018-07-06T09:00:00Z,67,18,49,2018-07-06,2018-07-06 09:00:00,23.7,0,2.4,30000,51,101090,5.5,0,0,2018-07-06T07:00:00Z,0
2018-07-06T12:00:00Z,108,25,83,2018-07-06,2018-07-06 12:00:00,26.5,10,2.1,19890,42,101100,6,0,0,2018-07-06T10:00:00Z,0
2018-07-06T15:00:00Z,165,61,104,2018-07-06,2018-07-06 15:00:00,28.3,40,1.9,30000,40,101060,6.1,0,0,2018-07-06T13:00:00Z,0
2018-07-06T18:00:00Z,228,88,140,2018-07-06,2018-07-06 18:00:00,27.5,40,2.1,30000,39,101030,4.1,0,0,2018-07-06T16:00:00Z,0
2018-07-06T21:00:00Z,116,46,70,2018-07-06,2018-07-06 21:00:00,21.4,0,0,17840,62,101170,2.4,0,,2018-07-06T19:00:00Z,0
2018-07-07T00:00:00Z,45,20,25,2018-07-07,2018-07-07 00:00:00,21,40,1.9,30000,65,101210,3.5,0,0,2018-07-06T22:00:00Z,0
2018-07-07T03:00:00Z,10,3,7,2018-07-07,2018-07-07 03:00:00,18.4,0,2.2,21500,79,101220,2.9,0,,2018-07-07T01:00:00Z,0
2018-07-07T06:00:00Z,25,2,23,2018-07-07,2018-07-07 06:00:00,21.7,0,2.9,30000,69,101290,5.1,0,0,2018-07-07T04:00:00Z,0
2018-07-07T09:00:00Z,173,57,116,2018-07-07,2018-07-07 09:00:00,26.4,0,1.7,30000,52,101330,3.8,0,0,2018-07-07T07:00:00Z,0
2018-07-07T12:00:00Z,163,53,110,2018-07-07,2018-07-07 12:00:00,29.5,25,3.2,14330,39,101260,6.6,0,0,2018-07-07T10:00:00Z,0
2018-07-07T15:00:00Z,161,60,101,2018-07-07,2018-07-07 15:00:00,29.9,40,3.5,30000,35,101190,8.9,0,0,2018-07-07T13:00:00Z,0
2018-07-07T18:00:00Z,190,79,111,2018-07-07,2018-07-07 18:00:00,27.8,10,3.2,5810,38,101120,7.7,0,0,2018-07-07T16:00:00Z,0
2018-07-07T21:00:00Z,73,29,44,2018-07-07,2018-07-07 21:00:00,24.6,25,3.1,42500,46,101190,5.2,0,0,2018-07-07T19:00:00Z,0
2018-07-08T00:00:00Z,67,23,44,2018-07-08,2018-07-08 00:00:00,21,40,0.8,30000,60,101260,2,0,0,2018-07-07T22:00:00Z,0
2018-07-08T03:00:00Z,18,6,12,2018-07-08,2018-07-08 03:00:00,19,0,0,18000,69,101230,1,,,2018-07-08T01:00:00Z,0
2018-07-08T06:00:00Z,24,5,19,2018-07-08,2018-07-08 06:00:00,21.2,0,1.7,25000,70,101320,4.1,0,0,2018-07-08T04:00:00Z,0
2018-07-08T09:00:00Z,119,39,80,2018-07-08,2018-07-08 09:00:00,26.4,10,1.1,19650,48,101330,3.8,0,0,2018-07-08T07:00:00Z,0
2018-07-08T12:00:00Z,143,51,92,2018-07-08,2018-07-08 12:00:00,28.7,40,3.6,33930,40,101240,7,0,0,2018-07-08T10:00:00Z,0
2018-07-08T15:00:00Z,149,58,91,2018-07-08,2018-07-08 15:00:00,29.1,75,4.3,25000,42,101170,9.6,0,0,2018-07-08T13:00:00Z,0
2018-07-08T18:00:00Z,185,62,123,2018-07-08,2018-07-08 18:00:00,27.5,60,3.7,25000,43,101110,9.6,0,0,2018-07-08T16:00:00Z,0
2018-07-08T21:00:00Z,112,31,81,2018-07-08,2018-07-08 21:00:00,23.9,10,5.1,25000,50,101250,9,0,0,2018-07-08T19:00:00Z,0
2018-07-09T00:00:00Z,21,10,11,2018-07-09,2018-07-09 00:00:00,20.6,0,4.5,25000,54,101320,9.9,0,0,2018-07-08T22:00:00Z,0
2018-07-09T03:00:00Z,11,1,10,2018-07-09,2018-07-09 03:00:00,17.8,0,3.3,25000,62,101320,6.3,0,0,2018-07-09T01:00:00Z,0
2018-07-09T06:00:00Z,136,15,121,2018-07-09,2018-07-09 06:00:00,18.8,0,4.5,40000,63,101370,7.7,0,0,2018-07-09T04:00:00Z,0
2018-07-09T09:00:00Z,198,46,152,2018-07-09,2018-07-09 09:00:00,22.9,10,6.4,40000,50,101370,10.2,0,0,2018-07-09T07:00:00Z,0
2018-07-09T12:00:00Z,161,56,105,2018-07-09,2018-07-09 12:00:00,25.6,10,6.6,40000,42,101240,11.7,0,0,2018-07-09T10:00:00Z,0
2018-07-09T15:00:00Z,192,69,123,2018-07-09,2018-07-09 15:00:00,26,90,6.1,40000,42,101130,11.4,0,0,2018-07-09T13:00:00Z,0
2018-07-09T18:00:00Z,247,106,141,2018-07-09,2018-07-09 18:00:00,24.9,75,5.8,40000,44,101070,9.8,0,0,2018-07-09T16:00:00Z,0
2018-07-09T21:00:00Z,112,46,66,2018-07-09,2018-07-09 21:00:00,21,60,3.7,40000,57,101110,6.6,0,0,2018-07-09T19:00:00Z,0
2018-07-10T00:00:00Z,15,7,8,2018-07-10,2018-07-10 00:00:00,19.6,50,2.7,40000,66,101090,5.5,0,0,2018-07-09T22:00:00Z,0
2018-07-10T03:00:00Z,12,1,11,2018-07-10,2018-07-10 03:00:00,17.2,40,3.2,40000,78,101060,6.1,0,0,2018-07-10T01:00:00Z,0
2018-07-10T06:00:00Z,138,25,113,2018-07-10,2018-07-10 06:00:00,17.6,100,6.1,15160,79,101100,9.7,0,0,2018-07-10T04:00:00Z,0
2018-07-10T09:00:00Z,233,49,184,2018-07-10,2018-07-10 09:00:00,19,60,5.2,12570,54,101090,9.4,0,0,2018-07-10T07:00:00Z,0
2018-07-10T12:00:00Z,153,58,95,2018-07-10,2018-07-10 12:00:00,21.3,50,4.9,35000,46,100990,11.5,0,0,2018-07-10T10:00:00Z,0
2018-07-10T15:00:00Z,197,84,113,2018-07-10,2018-07-10 15:00:00,22,60,5.4,18300,44,100940,11.4,0,0,2018-07-10T13:00:00Z,0
2018-07-10T18:00:00Z,319,112,207,2018-07-10,2018-07-10 18:00:00,19.8,25,4.8,6790,47,100940,11.8,0,0,2018-07-10T16:00:00Z,0
2018-07-10T21:00:00Z,142,70,72,2018-07-10,2018-07-10 21:00:00,17.5,60,4.1,20000,58,101000,7.5,0,0,2018-07-10T19:00:00Z,0
2018-07-11T00:00:00Z,53,26,27,2018-07-11,2018-07-11 00:00:00,15.2,75,5.1,20000,75,100960,8.8,0,0,2018-07-10T22:00:00Z,0
2018-07-11T03:00:00Z,15,3,12,2018-07-11,2018-07-11 03:00:00,15.5,90,2.5,20000,77,100930,6.8,0,0,2018-07-11T01:00:00Z,0
2018-07-11T06:00:00Z,114,17,97,2018-07-11,2018-07-11 06:00:00,15.6,90,4.2,16930,80,100950,8.6,0,0,2018-07-11T04:00:00Z,0
2018-07-11T09:00:00Z,209,44,165,2018-07-11,2018-07-11 09:00:00,19.2,90,3.6,25000,67,100940,6.4,0,0,2018-07-11T07:00:00Z,0
2018-07-11T12:00:00Z,152,58,94,2018-07-11,2018-07-11 12:00:00,21,90,4.4,19830,57,100880,10.2,0,,2018-07-11T10:00:00Z,0
2018-07-11T15:00:00Z,189,69,120,2018-07-11,2018-07-11 15:00:00,21.8,100,4.8,29780,51,100830,9.1,0,,2018-07-11T13:00:00Z,0
2018-07-11T18:00:00Z,259,112,147,2018-07-11,2018-07-11 18:00:00,21.4,50,4.2,30000,52,100780,8.1,0,0,2018-07-11T16:00:00Z,0
2018-07-11T21:00:00Z,100,30,70,2018-07-11,2018-07-11 21:00:00,19.2,50,4.7,30000,61,100840,7.5,0,0,2018-07-11T19:00:00Z,0
2018-07-12T00:00:00Z,26,10,16,2018-07-12,2018-07-12 00:00:00,17.1,40,3.3,30000,74,100830,6.5,0,0,2018-07-11T22:00:00Z,0
2018-07-12T03:00:00Z,12,2,10,2018-07-12,2018-07-12 03:00:00,16.6,90,3.1,30000,76,100830,5.3,0,0,2018-07-12T01:00:00Z,0
2018-07-12T06:00:00Z,129,27,102,2018-07-12,2018-07-12 06:00:00,16.7,10,3.3,12960,74,100860,6.3,0,0,2018-07-12T04:00:00Z,0
2018-07-12T09:00:00Z,213,49,164,2018-07-12,2018-07-12 09:00:00,20.9,0,3.2,17780,59,100930,6.8,0,0,2018-07-12T07:00:00Z,0
2018-07-12T12:00:00Z,199,77,122,2018-07-12,2018-07-12 12:00:00,24.1,25,5.1,19570,45,100890,8.2,0,0,2018-07-12T10:00:00Z,0
2018-07-12T15:00:00Z,174,75,99,2018-07-12,2018-07-12 15:00:00,24,60,4.6,30000,46,100840,9.1,0,0,2018-07-12T13:00:00Z,0
2018-07-12T18:00:00Z,243,108,135,2018-07-12,2018-07-12 18:00:00,24.7,60,2.9,30000,46,100810,7,0,0,2018-07-12T16:00:00Z,0
2018-07-12T21:00:00Z,134,61,73,2018-07-12,2018-07-12 21:00:00,22,60,3.5,30000,58,100890,5,0,0,,
2018-07-13T00:00:00Z,26,16,10,2018-07-13,2018-07-13 00:00:00,,,,,,,,,,,
2018-07-13T03:00:00Z,12,2,10,2018-07-13,2018-07-13 03:00:00,,,,,,,,,,,
2018-07-13T06:00:00Z,126,18,108,2018-07-13,2018-07-13 06:00:00,,,,,,,,,,2018-07-13T04:00:00Z,0
2018-07-13T09:00:00Z,190,37,153,2018-07-13,2018-07-13 09:00:00,23.8,50,2.7,30000,58,100950,6,0,0,2018-07-13T07:00:00Z,0
2018-07-13T12:00:00Z,154,69,85,2018-07-13,2018-07-13 12:00:00,27.2,60,2.7,30000,44,100910,8.3,0,0,2018-07-13T10:00:00Z,0
2018-07-13T15:00:00Z,210,80,130,2018-07-13,2018-07-13 15:00:00,27.5,60,2.6,19340,42,100790,8.4,0,0,2018-07-13T13:00:00Z,0
2018-07-13T18:00:00Z,208,97,111,2018-07-13,2018-07-13 18:00:00,24.5,75,5.3,19350,58,100780,9.9,0,,2018-07-13T16:00:00Z,0
2018-07-13T21:00:00Z,113,48,65,2018-07-13,2018-07-13 21:00:00,21.1,50,4.1,30000,66,100910,8.4,0,0,2018-07-13T19:00:00Z,0
2018-07-14T00:00:00Z,37,12,25,2018-07-14,2018-07-14 00:00:00,18.8,40,1.2,25000,72,100910,2.9,0,0,2018-07-13T22:00:00Z,0
2018-07-14T03:00:00Z,10,5,5,2018-07-14,2018-07-14 03:00:00,19.7,90,3.7,15340,71,100910,5.1,0,,2018-07-14T01:00:00Z,0
2018-07-14T06:00:00Z,30,5,25,2018-07-14,2018-07-14 06:00:00,19.1,25,3.4,20000,75,100910,5.7,0,0,2018-07-14T04:00:00Z,0
2018-07-14T09:00:00Z,103,24,79,2018-07-14,2018-07-14 09:00:00,24.6,0,3.6,20000,54,100890,6.3,0,0,2018-07-14T07:00:00Z,0
2018-07-14T12:00:00Z,139,53,86,2018-07-14,2018-07-14 12:00:00,28,25,2.9,19350,41,100790,6.7,0,0,2018-07-14T10:00:00Z,0
2018-07-14T15:00:00Z,138,48,90,2018-07-14,2018-07-14 15:00:00,28.8,60,1.8,20170,37,100650,6.2,0,0,2018-07-14T13:00:00Z,0
2018-07-14T18:00:00Z,212,90,122,2018-07-14,2018-07-14 18:00:00,28,40,3,33850,39,100560,5.5,0,0,2018-07-14T16:00:00Z,0
2018-07-14T21:00:00Z,95,23,72,2018-07-14,2018-07-14 21:00:00,23.6,25,2.9,30000,52,100620,5.6,0,0,2018-07-14T19:00:00Z,0
2018-07-15T00:00:00Z,49,24,25,2018-07-15,2018-07-15 00:00:00,22.3,90,4.3,30000,57,100660,6.9,0,0,2018-07-14T22:00:00Z,2
2018-07-15T03:00:00Z,15,9,6,2018-07-15,2018-07-15 03:00:00,19.2,75,0.6,11910,84,100540,3.4,1,,2018-07-15T01:00:00Z,0
2018-07-15T06:00:00Z,20,1,19,2018-07-15,2018-07-15 06:00:00,19.6,75,2.8,22630,74,100510,4.2,1,0,2018-07-15T04:00:00Z,0
2018-07-15T09:00:00Z,136,55,81,2018-07-15,2018-07-15 09:00:00,25.6,50,3.5,25000,52,100550,5.8,0,0,2018-07-15T07:00:00Z,0
2018-07-15T12:00:00Z,164,64,100,2018-07-15,2018-07-15 12:00:00,29.3,40,2.9,13980,37,100450,7,0,0,2018-07-15T10:00:00Z,0
2018-07-15T15:00:00Z,194,68,126,2018-07-15,2018-07-15 15:00:00,30.9,50,3.3,25000,30,100300,7.3,0,0,2018-07-15T13:00:00Z,0
2018-07-15T18:00:00Z,168,45,123,2018-07-15,2018-07-15 18:00:00,28.5,90,3.2,19880,36,100250,6.1,0,,2018-07-15T16:00:00Z,0.6
2018-07-15T21:00:00Z,131,40,91,2018-07-15,2018-07-15 21:00:00,23.9,75,2.8,20000,50,100390,9.1,0,0,2018-07-15T19:00:00Z,0
2018-07-16T00:00:00Z,36,19,17,2018-07-16,2018-07-16 00:00:00,20.7,25,2.8,20000,65,100340,6.5,0,0,2018-07-15T22:00:00Z,0
2018-07-16T03:00:00Z,21,9,12,2018-07-16,2018-07-16 03:00:00,20.3,90,2.2,20000,65,100270,4.3,0,0,2018-07-16T01:00:00Z,0
2018-07-16T06:00:00Z,111,17,94,2018-07-16,2018-07-16 06:00:00,20,60,3.1,25000,69,100270,7.6,0,0,2018-07-16T04:00:00Z,0
2018-07-16T09:00:00Z,172,38,134,2018-07-16,2018-07-16 09:00:00,23.1,90,2.9,30000,58,100300,6.2,0,0,2018-07-16T07:00:00Z,0
2018-07-16T12:00:00Z,136,43,93,2018-07-16,2018-07-16 12:00:00,28.5,75,2.9,18990,38,100260,9.4,0,0,2018-07-16T10:00:00Z,0
2018-07-16T15:00:00Z,162,51,111,2018-07-16,2018-07-16 15:00:00,30.4,75,2.9,30000,30,100150,11.1,0,0,2018-07-16T13:00:00Z,0
2018-07-16T18:00:00Z,207,100,107,2018-07-16,2018-07-16 18:00:00,28.6,25,4.7,25670,35,100190,7.4,0,0,2018-07-16T16:00:00Z,0
2018-07-16T21:00:00Z,92,36,56,2018-07-16,2018-07-16 21:00:00,24,10,4,30000,42,100440,8,0,0,2018-07-16T19:00:00Z,0
2018-07-17T00:00:00Z,23,13,10,2018-07-17,2018-07-17 00:00:00,21.8,75,1.6,30000,49,100500,2.8,0,0,2018-07-16T22:00:00Z,0
2018-07-17T03:00:00Z,11,2,9,2018-07-17,2018-07-17 03:00:00,19.8,40,3.8,30000,54,100540,6.5,0,0,2018-07-17T01:00:00Z,0
2018-07-17T06:00:00Z,142,17,125,2018-07-17,2018-07-17 06:00:00,19,60,3.4,19180,69,100670,6.6,0,0,2018-07-17T04:00:00Z,0
2018-07-17T09:00:00Z,202,48,154,2018-07-17,2018-07-17 09:00:00,22.3,90,3.5,19740,63,100750,6.2,0,0,2018-07-17T07:00:00Z,0
2018-07-17T12:00:00Z,156,52,104,2018-07-17,2018-07-17 12:00:00,24.2000000000001,90,4.1,30000,53,100750,12.3,,,2018-07-17T10:00:00Z,0
