id,nb
2143,96.2297811632497
2144,170.176425414341
2145,0
2146,22.5974947850375
2147,17.9909428786174
2148,503.40786135357
2149,0
2150,0
2151,0
2152,0
2153,0
2154,75.4579801783944
2155,0
2156,100.618700696138
2157,173.150734519274
2158,62.5451260155159
2159,3759.94988269459
2160,745.54805828238
2161,477.594243715231
2162,225.358322792036
2163,164.929067074744
2166,153.999085648487
2167,302.291366835478
2168,705.951056987036
2169,178.011190861481
2170,121.813675740638
2171,206.097857734484
2172,51.5909632144222
2173,71.0327885832506
2174,13.8438370940974
2175,0
2176,71.6977763912641
2177,0
2178,31.3632431633961
2179,66.5592342384332
2180,222.553283310961
2181,812.397469018856
2182,2641.00512486897
2222,245.114506033743
2223,102.420213121484
2224,266.889834074328
2225,49.6443625400557
2226,0
2227,0
2228,65.8337929933276
2229,0
2230,90.8494252620502
2231,0
2232,8.94710868963497
2233,0
2234,0
2235,0
2236,10.1924494937328
2237,8.45139050547952
2238,0
2239,0
2240,19.8045459913812
2241,330.051585148183
2242,363.857147170101
2243,30.7828901673117
2244,0
2245,24.5078233971488
2246,142.754746349352
2247,40.2619891033574
2248,0
2249,0
2250,0
2251,30.6619832931274
2252,0
2253,0
2254,0
2255,90.2811629533843
2256,0
2257,0
2258,26.0917034489625
2259,161.845941783046
2260,47.4075853676469
2261,187.006662300789
2262,281.035938353886
2263,105.321978101906
2264,307.949808547301
2265,43.9617394533956
2266,89.7129006447183
2267,100.038347700054
2268,136.721493327557
2269,239.443973634501
2270,89.6645378950446
2271,300.115043100161
2272,13.5415699086367
2273,50.7567057825509
2274,27.6151300636842
2275,0
2276,0
2278,0
2279,30.2992626705747
2280,104.185453484574
2281,802.91837008281
2282,620.784254811646
2283,916.848917626635
2284,21.3642446683581
2322,109.166816700965
2323,23.9032890262275
2324,156.646946193123
2325,40.5158935391443
2326,52.8000319562648
2327,13.0458517244813
2328,57.2131328639901
2329,30.2871719831562
2330,0
2331,0
2332,23.6977473401143
2333,0
2334,43.0791192718506
2335,0
2336,75.929516987713
2337,0
2338,0
2339,0
2340,0
2341,126.33559283513
2342,139.030814624476
2343,43.8287418917929
2344,63.9597364434716
2345,0
2346,18.0997590653832
2347,0
2348,0
2349,0
2350,0
2351,0
2352,7.65340513586343
2353,0
2354,0
2355,0
2356,0
2357,0
2358,37.8438516196723
2359,17.1445947593276
2360,0
2361,64.0564619428191
2362,210.752772390577
2363,2104.20278486571
2364,196.050496489772
2365,215.41977773409
2366,319.073240972253
2367,508.836580004443
2368,123.687732290494
2369,0
2370,21.7269652909109
2371,12.2962291045389
2372,44.8080875726854
2373,344.487865925783
2374,46.0534283767833
2375,28.3526619962081
2376,8.27003019420314
2377,0
2378,0
2379,0
2380,0
2381,0
2382,278.593619495364
2383,4597.03653542187
2384,1076.63944254855
2385,492.647149551171
2422,0
2423,0
2424,24.145102774596
2425,0
2426,0
2427,7.29068451331066
2428,378.849599568949
2429,0
2430,29.2715542400085
2431,0
2432,20.6629847980894
2433,46.8755951212362
2434,0
2435,0
2436,45.0982640707276
2437,12.0423246687519
2438,18.5471144998649
2439,45.6060729423015
2440,0
2441,117.352212083239
2442,32.1491378455938
2443,0
2444,53.6826521378098
2445,173.307913455713
2446,24.2660096487803
2447,650.599889985484
2448,0
2449,0
2450,0
2451,3.28866697781177
2452,113.882184794151
2453,0
2454,0
2455,0
2456,0
2457,0
2458,47.9637569888945
2459,46.984411308002
2460,61.5415989597865
2461,0
2462,33.4307507119469
2463,80.0887134596515
2464,117.086216960034
2465,220.183508576949
2466,1331.36604507994
2467,390.335752616453
2468,256.757838017687
2469,39.5244571708334
2470,149.017722432096
2471,0
2472,0
2473,37.7833981825801
2474,69.110369283721
2475,0
2476,0
2477,2.00705411145866
2478,19.7078204920338
2479,0
2480,2.00705411145866
2481,0
2482,0
2483,76.5461420460527
2484,146.273136388113
2485,43.9617394533956
2522,14.6780945259687
2523,16.334518702293
2524,0
2525,0
2526,0
2527,0
2528,0
2529,6.86751045366576
2530,0
2531,8.33048363129527
2532,0
2533,29.5375493632138
2534,84.6710839912348
2535,0
2536,4.01410822291731
2537,0
2538,0
2539,0
2540,166.11395444175
2541,700.304705962632
2542,0
2543,88.9028245876837
2544,0
2545,0
2546,0
2547,154.28926214653
2548,9.96272643278273
2549,15.850891205556
2550,0
2551,0
2552,0
2553,0
2554,12.8644914132049
2555,0
2556,0
2557,49.5718184155451
2558,0
2559,0
2560,90.2690722659658
2561,0
2562,0
2563,103.653463238163
2564,0
2565,180.852502404811
2566,754.966703781334
2567,459.603300836614
2568,99.9778942629616
2569,4.89672840446239
2570,0
2571,0
2572,12.4050452913047
2573,64.6730870011588
2574,43.4297492069849
2575,0.737531932523964
2576,1.4629731776295
2577,5.39244658861784
2578,12.0544153561704
2579,1.59597073923218
2580,0.773803994779241
2581,30.9400691037512
2582,0
2583,0
2584,0
2585,29.9849047976956
2623,0
2624,0
2625,0
2626,53.7672869497388
2627,0
2628,0
2629,3.74811309971195
2630,0
2631,0
2632,0
2633,8.29421156903999
2634,85.4811600482693
2635,8.72947631610331
2636,0
2637,42.6196731499504
2638,62.5572167029343
2639,26.1884289483099
2640,151.9073967251
2641,0
2642,38.4725673654304
2643,94.875624172386
2644,22.7909457837323
2645,0
2646,0
2647,0
2648,0
2649,0
2650,0
2651,0
2652,0
2653,0
2654,268.473714126141
2655,0
2656,0
2657,0
2658,0
2659,0
2660,17.241320258675
2661,583.000856629066
2662,0
2663,0
2664,0
2665,106.168326221196
2666,445.916642678956
2667,194.623795374398
2668,381.896452798392
2669,65.5194351204485
2670,0
2671,0
2672,0
2673,0
2674,62.8473932009765
2675,33.17684627616
2676,199.641430653044
2677,0
2678,0
2679,0
2680,0
2681,0
2682,0
2683,28.4010247458818
2684,7.68967719811871
2685,0
2723,18.946107184673
2725,0
2726,0
2727,0
2728,0
2729,0
2730,0
2731,0
2732,0
2733,0
2734,26.672056445047
2735,13.8438370940974
2736,481.572079875893
2737,75.1073502432601
2738,0
2739,0
2740,0
2741,0
2742,0
2743,26.1158848237994
2744,0
2745,0
2746,13.0821237867365
2747,0
2748,0
2749,0
2750,23.9637424633196
2751,0
2752,0
2753,0
2754,0
2755,0
2756,0
2757,0
2758,0
2759,0
2760,94.2348177392094
2761,149.404624429486
2762,0
2763,21.4367887928687
2764,228.501901520826
2765,261.34020854927
2766,86.7023194775303
2767,14.8957268995004
2768,33.3461159000179
2769,0
2770,0
2771,0
2772,0
2773,0
2774,95.9396046652075
2775,0
2776,0
2777,0
2778,0
2779,0
2780,0
2781,0
2782,0
2783,0
2785,26.0796127615441
2786,8.69320425384804
2823,84.3567261183557
2824,0
2825,0
2826,32.4272236562176
2827,0
2828,0
2829,0
2830,0
2831,0
2832,0
2833,56.1612430585871
2834,52.3768578966199
2835,0
2836,75.0589874935864
2837,0
2838,0
2839,0
2840,23.7219287149511
2841,0
2842,0
2843,20.481624486813
2844,0
2845,0
2846,143.987996466031
2847,0
2848,35.6312558221004
2849,37.8680329945091
2850,98.4181955859847
2851,0
2852,0
2853,0
2854,0
2855,0
2856,0
2857,25.7531642012466
2858,0
2859,0
2860,0
2861,46.7184161847967
2862,0
2863,25.6201666396439
2864,45.279624382004
2865,213.872169744531
2866,24.4594606474751
2867,14.9319989617557
2868,73.6201956907937
2869,27.3370442530604
2870,0
2871,0
2872,0
2873,12.8644914132049
2874,0
2875,0
2876,0
2877,1.76524036309014
2879,0
2880,0
2881,15.6090774571875
2924,0
2925,94.5249942372516
2926,0
2927,0
2928,0
2929,0
2930,0
2931,0
2932,0
2933,0
2934,107.776387647846
2935,24.3022817110355
2936,74.140095249786
2937,327.826898663193
2938,0
2939,0
2940,0
2941,0
2942,0
2943,0
2944,5.06599802832034
2945,12.1148687932625
2946,0
2947,0
2948,9.28564793735089
2949,0
2950,465.213379798763
2951,0
2952,0
2953,0
2954,0
2955,17.6765850057383
2956,0
2957,10.5309887414487
2958,0
2959,0
2960,0
2961,32.8866697781177
2962,0
2963,28.1592109975133
2964,87.5486675968201
2965,329.567957651446
2966,22.9360340327534
2967,136.213684455983
2968,80.4877061444595
2969,0
2970,0
2971,0.495718184155451
2972,0
2973,48.7980144207659
2974,3.01058116718798
2975,0
2976,0
2977,16.8302368864485
2978,0
2979,32.7174001542598
2980,0
3024,169.064082171846
3026,0
3027,0
3028,0
3029,0
3030,0
3031,71.7945018906115
3032,0
3033,217.970912779377
3034,30.166265108972
3035,0
3036,28.2559364968607
3037,28.1471203100949
3038,0
3039,61.3481479610917
3040,0
3041,0
3042,237.170924399837
3043,0
3044,0
3045,0
3046,0
3047,0
3048,17.1445947593276
3049,0
3050,12.7194031641838
3051,86.2428733556301
3052,0
3053,0
3054,0
3055,0
3056,141.207138359793
3057,0
3058,0
3059,0
3060,0
3061,0
3062,90.3537070778948
3063,0
3064,0
3065,31.0851573527723
3066,19.6957298046154
3067,20.3486269252104
3068,0
3069,0
3070,0
3071,0
3072,0
3073,0
3074,41.4952392200368
3075,0
3076,0
3077,0
3078,0
3079,0
3080,0
3124,309.364418975257
3125,43.5869281434244
3126,0
3127,58.3980202309958
3128,0
3129,0
3130,160.153245544466
3131,0
3132,49.4750929161977
3133,57.2735863010823
3134,0
3135,39.028738986678
3136,0
3137,0
3138,0
3139,0
3140,0
3141,0
3142,0
3143,0
3144,0
3145,0
3146,118.80309457345
3147,54.6015443816102
3148,116.880675273921
3149,0
3150,0
3151,0
3152,0
3153,0
3154,0
3155,59.3290031622146
3156,0
3157,0
3158,0
3159,0
3160,0
3161,0
3162,14.799001400153
3163,166.924030498784
3164,34.9058145769948
3165,571.478431519306
3166,36.0544298817453
3167,36.8282338765245
3168,7.44786344975019
3169,0
3170,0
3171,0
3172,0
3173,0
3174,486.710622028724
3175,0
3176,0
3177,88.5038319028757
3178,5.1869049025046
3180,0
3224,126.662041395427
3225,331.877278948365
3226,220.123055139857
3227,61.8801382075024
3228,49.0156467942975
3229,76.2317841731737
3230,142.186484040686
3231,4.83627496737026
3232,0
3233,17.7612198176673
3234,0
3235,31.9073240972253
3236,0
3237,15.5002612704217
3238,0
3239,0
3240,0
3241,0
3242,0
3243,11.6554226713623
3244,0
3245,8.37884638096897
3246,0
3247,26.1763382608915
3248,0
3249,6.25088539532606
3250,0
3251,0
3252,0
3253,0
3254,0
3255,13.2272120357577
3256,0
3257,0
3258,0
3259,35.5949837598451
3260,0
3261,0
3262,55.4599831883184
3263,21.7269652909109
3264,100.413159010025
3265,84.3204540561004
3266,22.1985021002295
3267,29.5254586757954
3268,0
3269,0
3270,0
3271,2.76876741881947
3272,0
3273,0
3274,3.98992684808046
3275,0
3276,0
3277,13.4206630344525
3278,8.17330469485573
3279,36.5501480659007
3280,0
3325,139.949706868277
3326,138.402098878718
3327,198.746719784081
3328,832.528463570534
3329,59.4015472867252
3330,104.584446169382
3331,5.48917208796524
3332,23.2262105307957
3333,12.5380428529074
3334,0
3335,0
3336,0
3337,3.01058116718798
3338,0
3339,18.692202748886
3340,5.74307652375218
3341,0
3342,52.1834068979251
3343,0
3344,43.4781119566586
3345,0
3346,0
3347,0
3348,0
3349,0
3350,0
3351,5.6100789621495
3352,0
3353,0.640806433176559
3354,1.13652461733201
3355,50.3214410354875
3356,0
3357,0
3358,0
3359,0
3360,0
3361,0
3362,0
3363,0
3364,0
3365,126.758766894774
3366,235.15177960096
3367,117.436846895168
3368,2.74458604398262
3369,0
3370,53.8640124490862
3371,1.8861472372744
3372,0
3373,0
3374,0
3375,0
3376,0
3377,0
3378,0
3379,0
3380,3.7239317248751
3381,0
3424,98.0071122137583
3425,149.622256803017
3426,88.2982902167625
3427,1650.42719536477
3428,4043.77876984213
3429,828.465992597943
3430,74.5995413716862
3431,11.9093271071493
3432,34.5551846418605
3433,30.7828901673117
3434,80.0524413973962
3435,50.4907106593455
3436,353.604244239276
3437,35.6796185717741
3438,0
3439,0
3440,0
3441,130.797056492529
3442,42.2085897777239
3443,0
3444,0
3445,59.1597335383567
3446,0
3447,0
3448,16.1531583910167
3449,445.541831368985
3450,0
3451,0
3452,0
3453,0
3454,0
3455,9.05592487640081
3456,0
3457,0
3458,0
3459,0
3460,0
3461,2.69622329430892
3462,0
3463,0
3464,0
3465,0
3466,275.957849638147
3467,205.626320925165
3468,0
3469,0
3470,0
3471,0
3472,0
3473,0.507808871573877
3474,0
3475,0
3476,0
3477,31.3390617885593
3478,0
3479,0
3480,0
3524,32.2458633449412
3525,0
3526,0
3527,667.563124433535
3528,823.593445568318
3529,764.312805155777
3530,134.871618152538
3531,348.634971710303
3532,0
3533,0
3534,0
3535,0
3536,0
3537,0
3538,0
3539,0
3540,0
3541,0
3542,0
3543,0
3544,16.2619745777825
3545,24.0000145255749
3546,0
3547,0
3548,0
3549,36.5743294407376
3550,0
3551,0
3552,0
3553,0
3554,0
3555,0
3556,0
3557,0
3558,0
3559,37.0216848752193
3560,0
3561,0
3562,0
3563,3.22821354071965
3564,0
3565,7.26650313847381
3566,1229.46573151745
3567,100.824242382251
3568,0
3569,0
3570,0
3571,0
3572,60.6952508404967
3573,5.73098583633375
3574,0
3575,0
3576,1.28161286635312
3577,0
3578,167.383476620685
3579,0
3625,54.7345419432129
3626,0
3627,72.1088597634905
3628,155.655509824812
3629,168.060555116116
3630,50.647889595785
3631,73.0398426947093
3632,166.416221627211
3633,66.4383273642489
3634,0
3635,34.4221870802578
3636,0
3637,0
3638,13.5294792212183
3639,0
3640,34.0231943954498
3641,0
3642,0
3643,11.0629789878595
3644,0
3645,0
3646,36.1632460685111
3647,0
3648,0
3649,0
3650,0
3651,0
3652,0
3653,0
3654,85.1063487382981
3655,0
3656,0
3657,0
3658,0
3659,319.073240972253
3660,42.4866755883477
3661,0
3662,31.0730666653539
3663,0
3664,14.0977415298843
3665,0
3666,237.654551896574
3667,588.949474838932
3668,83.6191941858317
3669,35.534530322753
3670,0
3671,49.680634602311
3672,225.358322792036
3673,0
3674,39.1133737986069
3675,0
3676,0
3677,0
3678,0
3725,27.893215874308
3726,53.5980173258809
3727,90.7889718249581
3728,57.1889514891533
3729,76.1955121109184
3730,52.9693015801227
3731,14.6055504014582
3732,49.3783674168503
3733,35.449895510824
3734,0
3735,43.0791192718506
3736,66.4625087390857
3737,189.315983597709
3738,117.243395896473
3739,0
3740,0
3741,75.1073502432601
3742,74.1280045623676
3743,747.216573146123
3744,0
3745,3.84483859905935
3746,0
3747,0
3748,0
3749,0
3750,0
3751,0
3752,0
3753,12.0423246687519
3754,0
3755,0
3756,0
3757,0
3758,0
3759,10.168268118896
3760,5.98489027212069
3761,85.3723438615035
3762,58.3254761064853
3763,0
3764,0
3765,13.9284719060263
3766,78.5773775323482
3767,60.0302630324833
3768,7.75013063521084
3769,148.546185622777
3770,0
3771,126.238867335782
3772,1469.10315615064
3773,71.2383302693639
3774,17.0841413222354
3775,0
3777,13.7350209073315
3825,40.8060700371865
3826,23.2866639678878
3827,60.2841674682702
3828,0
3829,0
3830,0
3831,30.1299930467167
3832,2.52695367045096
3833,4.95718184155451
3834,0
3835,48.5682913598158
3836,20.167266613934
3837,415.061208387134
3838,90.0030771427605
3839,0
3840,0
3841,8.77783906577701
3842,104.814169230332
3843,10.3617191175908
3844,19.1516488707862
3845,173.17491589411
3846,0
3847,0
3848,47.1294995570231
3849,0
3850,0
3851,33.0438487145573
3852,0
3853,0
3854,21.3279726061028
3855,0
3856,80.4877061444595
3857,0.4715368093186
3858,3.40957385199603
3859,0
3860,34.3012802060735
3861,106.252961033125
3862,151.798580538334
3863,16.3103373274562
3864,228.356813271805
3865,115.756241344007
3866,137.676657633613
3867,69.6423595301317
3868,0
3869,8.37884638096897
3870,58.458473668088
3871,158.654000304581
3872,2564.01162738843
3873,377.628440139688
3874,0
3875,0
3876,0
3877,0
3878,39.8871777933862
3879,0
3880,0
3925,0
3926,93.5335578689408
3927,0
3928,55.3753483763894
3929,0
3930,39.0045576118411
3931,0
3932,0
3933,0
3934,0
3935,0
3936,0
3937,7.56877032393445
3938,19.1879209330415
3939,0
3940,14.0493787802106
3941,0
3942,0
3943,27.8569438120527
3944,28.4856595578108
3945,0
3946,0
3947,0
3948,0
3949,21.5093329173792
3950,34.5672753292789
3951,0
3952,0
3953,0
3954,0
3955,38.3516604912461
3956,0
3957,0
3958,0.967254993474051
3959,17.9425801289437
3960,0
3961,123.675641603076
3962,477.533790278139
3963,40.4917121643075
3964,0
3965,149.041903806933
3966,141.594040357183
3967,69.5819060930396
3968,19.7682739291259
3969,23.177847781122
3970,253.940707849194
3971,266.587566888867
3972,0
3973,173.876175764379
3974,27.4337697524078
3975,0
3976,96.3385973500155
3977,35.764253383703
3979,0
3980,0
3981,0
4025,29.7793631115824
4026,0
4027,0
4028,17.9304894415252
4029,41.8942319048448
4030,3.57884347585399
4031,15.6090774571875
4032,0
4033,0
4034,0
4035,0
4036,0
4037,0
4038,0
4039,36.6468735652481
4040,0
4041,9.61209649764838
4042,27.0226863801813
4043,35.4740768856608
4044,0
4045,0
4046,52.4010392714567
4047,0
4048,0
4049,0
4050,0
4051,0
4052,0
4053,0
4054,0
4055,132.151213483392
4056,0.701259870268687
4057,0
4058,23.2141198433772
4059,0
4060,20.2760828006998
4061,0
4062,470.569554325126
4063,2665.92403163834
4064,102.891749930802
4065,255.210230028128
4066,41.6403274690579
4067,0
4068,13.7954743444237
4069,61.469054835276
4070,56.415147494374
4071,279.633418613348
4072,75.8086101135288
4073,0
4074,128.439372445936
4075,63.74210406994
4076,13.6987488450763
4077,0
4078,23.2141198433772
4079,8.99547143930868
4080,0
4081,0
4125,30.5048043566879
4126,0
4127,0
4128,0
4129,4.98136321639136
4130,9.41864549895357
4131,57.720941735564
4132,0
4133,0
4134,0
4135,0
4136,0
4137,38.6418369892883
4138,0
4139,4.75164015544128
4140,0
4141,0
4142,0
4143,7.9677630087425
4144,0
4145,0
4146,1.26952217893469
4147,29.428733176448
4148,117.303849333566
4149,0
4150,0
4151,22.3919530989243
4152,34.3859150180025
4153,0
4154,16.0080701419955
4155,172.727560459629
4156,0
4157,0
4158,82.6277578175208
4159,0
4160,20.3486269252104
4161,173.223278643784
4162,482.043616685212
4163,43.00657514734
4164,401.156917855944
4165,50.7687964699693
4166,484.631023792755
4167,84.4655423051215
4168,0
4169,29.6221841751428
4170,55.2544415022052
4171,127.181940954419
4172,0
4173,151.544676102547
4174,111.51241006014
4175,0
4176,11.3289741110648
4177,0
4178,24.3990072103829
4179,0
4180,31.7138730985305
4181,19.5748229304311
4225,0
4226,61.4206920856023
4227,24.9914508938858
4228,33.8781061464287
4229,49.7652694142399
4230,9.23728518767719
4231,25.6080759522255
4232,0
4233,657.515763188823
4234,113.241378360975
4235,18.4382983130991
4236,0
4237,0
4238,0
4239,19.3209184946442
4240,0
4241,10.0594519321301
4242,0
4243,0
4244,1.45088249021108
4245,0
4246,0
4247,0
4248,0
4249,4.6670053435123
4250,0
4251,0
4252,0
4253,27.3128628782235
4254,0
4255,69.5456340307843
4256,0
4257,0
4258,0
4259,0
4260,204.296345309138
4261,12.6105869774179
4262,218.164363778072
4263,56.6085984930689
4264,59.4378193489805
4265,541.082443349384
4266,629.247736004544
4267,225.225325230433
4268,630.698618494755
4269,503.951942287399
4270,209.858061521614
4271,186.84948336435
4272,0
4273,1127.84350376558
4274,40.1289915417547
4275,46.2468793754781
4276,27.6030393762657
4277,0
4278,99.2524530178561
4279,0
4280,0
4325,345.962929790831
4326,120.205614313988
4327,0
4328,13.7108395324947
4329,0
4330,269.743236305076
4331,62.2065867677999
4332,0
