id,nb
97,0
98,17.6765850057383
99,35.8005254459583
196,0
197,41.1446092849025
199,150.855506919697
296,59.8489027212069
297,9.99899849503801
298,14.0856508424659
299,18.1723031898937
395,0
396,16.5400603884063
397,2.23677717240874
398,0
399,44.5300017620616
495,816.20603555566
496,62.9441187003239
497,0
498,2.80503948107475
499,8.35466500613212
500,16.8181461990301
594,0
595,93.086202434459
596,105.043892291282
597,6.6015153304604
598,0.713350557687113
599,0
600,29.1748287406611
695,0
696,0
697,10.4342632421013
698,2.68413260689049
699,0
700,90.2932536408027
750,0
794,15.5002612704217
795,10.7486211149804
796,0
797,0
798,5.74307652375218
799,0
800,26.7687819443944
845,0
846,0
847,0
848,0
849,0
850,32.4876770933097
851,43.7199257050271
852,0
854,73.257475068241
894,5.82771133568116
895,7.20604970138168
896,0
897,89.8458982063209
898,9.22519450025876
899,0
900,0
944,0
945,0
946,22.6942202843849
947,0
948,0
949,16.673057950009
950,0
951,92.6509376873957
952,91.9134057548717
953,119.867075066272
954,87.9113882193729
994,3.97783616066204
995,0
996,0
997,3.53048072618029
998,0
999,0
1000,28.5219316200661
1044,0
1045,0
1046,0
1047,0.761713307360815
1048,0
1049,0
1050,23.6372939030221
1051,88.8302804631732
1052,241.584025307563
1053,338.224889843039
1095,27.7964903749605
1097,0
1098,14.0251974053737
1099,2.80503948107475
1100,91.5748665071558
1142,0
1143,0
1144,0
1145,15.4881705830032
1146,0
1147,0
1148,0
1149,0
1150,65.3501654965906
1151,114.136089229938
1152,1842.99557387804
1153,507.409878889069
1195,79.7259928370987
1196,3.55466210101714
1197,0
1198,5.41662796345469
1199,9.44282687379043
1200,121.559771304851
1231,0
1233,10.7848931772357
1234,0
1235,0
1236,30.6257112308721
1240,0
1241,0
1242,0
1243,0
1244,0
1245,5.30781177668886
1246,0.0483627496737026
1247,0
1248,0
1249,1.00352705572933
1250,0
1251,12.8040379761128
1252,181.904392210214
1253,257.241465514424
1295,3.63929691294612
1296,94.391996675649
1297,0
1298,0
1299,101.271597816733
1300,190.658049901154
1327,0
1328,0
1330,0
1331,12.1148687932625
1332,1.28161286635312
1333,0
1334,0
1335,0
1336,0
1337,2.96221841751428
1338,0
1339,0
1340,6.58942464304198
1341,0
1342,4.12292440968314
1343,43.9254673911404
1344,0
1345,76.3164189851027
1346,0
1347,24.2055562116881
1348,16.503788326151
1349,0
1350,0
1351,0
1352,0
1353,51.6876887137696
1398,19.4176439939916
1399,597.932855590822
1427,0
1428,0
1429,0
1430,3.10730666653539
1431,14.4483714650186
1432,92.2882170648429
1433,16.2619745777825
1434,0
1435,0
1436,1.47506386504793
1437,11.619150609107
1438,0
1439,0
1440,76.0383331744789
1441,0
1442,0
1443,117.6544792687
1444,0
1445,37.9526678064381
1446,1.8377844876007
1447,0
1448,1.48715455246635
1449,2.90176498042215
1450,0
1451,0
1452,0
1453,87.8267534074439
1499,35.8609788830505
1500,20.6146220484157
1525,0
1526,12.6347683522548
1527,0
1528,0
1529,0
1530,1.22115942926099
1531,36.8524152513614
1532,0
1533,0
1534,0
1535,0
1536,34.7002728908816
1537,0
1538,21.9808697266978
1539,0
1540,0
1541,0
1542,0
1543,68.6388324744024
1544,3.02267185460641
1545,0
1546,0
1547,0
1548,122.913928295715
1549,3.13148804137224
1550,0
1551,32.1733192204306
1552,21.9204162896057
1553,76.2801469228474
1554,57.4307652375218
1573,415.762468257403
1574,850.011597577578
1599,9.63627787248524
1621,0
1622,0
1623,0
1624,0
1625,0
1626,0
1627,130.506879994486
1628,26.4665147589337
1629,0
1630,50.6599802832034
1631,186.486762741797
1632,0
1633,4.17128715935685
1634,71.8186832654483
1635,6.05743439663125
1636,0
1637,135.911417270523
1638,10.736530427562
1639,0
1640,38.7506531760542
1641,0
1642,0
1643,190.355782715693
1644,15.8992539552297
1645,0
1646,9.55164306055626
1647,14.5571876517845
1648,584.935366616014
1649,91.8892243800349
1650,17.9063080666884
1651,158.521002742979
1652,18.3053007514964
1653,638.412477067711
1654,18.6680213740492
1672,562.809408640295
1673,286.343750130574
1674,2400.5334428039
1675,589.203379274718
1676,771.954119604222
1677,157.118483002441
1678,0
1699,0
1722,0
1723,20.7113475477631
1724,0
1725,37.1063196871483
1726,0
1727,0
1728,0
1729,110.037346195092
1730,72.1451318257458
1731,34.8453611399027
1732,799.133984920843
1733,1.35415699086367
1734,0
1735,0
1736,0
1737,0
1738,0
1739,58.9662825396619
1740,95.7703350413495
1741,28.691201243924
1742,0
1743,55.4116204386447
1744,45.8841587529253
1745,0
1746,28.4735688703924
1747,41.6040554068026
1748,46.4403303741729
1749,50.5511640964376
1750,0
1751,34.7607263279737
1752,40.9148862239524
1753,144.133084715052
1754,84.6952653660716
1755,277.420822815776
1756,105.092255040956
1757,305.326129377503
1771,247.423827330662
1772,175.919501938093
1773,211.937659757583
1774,117.436846895168
1775,264.544240715153
1776,73.1365681940567
1777,22.8151271585692
1778,242.75682198715
1779,102.468575871157
1820,31.0126132282618
1821,8.05239782067148
1822,24.4957327097304
1823,0
1824,22.4161344737611
1825,0
1826,0
1827,0
1828,73.5839236285384
1829,1361.21795231603
1830,56.2337871830977
1831,0
1832,0
1833,0
1834,14.1944670292317
1835,0
1836,0
1837,0
1838,0
1839,0
1840,69.3038202824158
1841,130.16834074677
1842,111.863039995274
1843,42.0514108412844
1844,0
1845,10.8816186765831
1846,138.752728813853
1847,0
1848,0
1849,0
1850,20.2156293636077
1851,0
1852,0
1853,92.7234818119062
1854,214.960331612189
1855,993.020248362716
1856,178.917992417863
1857,121.80158505322
1858,535.254732013703
1868,911.686194098967
1869,119.963800565619
1870,10342.2893829094
1871,934.223235446912
1872,417.370529684053
1873,0
1874,10.3738098050092
1875,204.852516930386
1876,135.343154961857
1877,51.6635073389328
1878,81.9990420717627
1879,53.2232060159097
1919,204.175438434954
1920,402.426440034879
1921,174.565344947229
1922,155.994049072528
1923,0
1924,8.10076057034518
1925,1.16070599216886
1926,0
1927,84.6589933038163
1928,42.9703030850847
1929,105.575882537693
1930,0
1931,9.60000581022996
1932,60.332530217944
1933,17.8700360044331
1934,14.7385479630609
1935,0
1936,0
1937,0
1938,25.0277229561411
1939,0
1940,70.4040728374925
1941,419.474309294859
1942,160.056520045119
1943,3.62720622552769
1944,51.2040612170326
1945,0
1946,113.217196986138
1947,0
1948,31.1214294150276
1949,122.333575299631
1950,0
1951,24.0967400249223
1952,0
1953,21.9083256021873
1954,70.4645262745846
1955,125.585970215187
1956,144.181447464726
1957,220.25605270146
1958,582.577682569421
1959,37.0821383123114
1966,103.556737738816
1967,470.23101507741
1969,1017.37089282343
1970,718.525371902199
1971,612.284501556493
1972,240.169414879607
1973,274.506967147936
1974,76.6065954831449
1975,249.914508938858
1976,63.5486530712452
1977,52.5340368330594
1978,218.418268213859
1979,316.522105926965
2020,79.3874535893828
2021,1475.42658567048
2022,28.3405713087897
2023,26.8171446940681
2024,26.672056445047
2025,63.657469258011
2026,127.786475325341
2027,0
2028,0
2029,0
2030,0
2031,0
2032,29.5738214254691
2033,0
2034,0
2035,43.1879354586164
2036,0
2037,0
2038,29.02974049164
2039,0
2040,170.551236724312
2041,1264.48036228121
2042,509.259754064088
2043,277.312006629011
2044,28.376843371045
2045,0
2046,14.1098322173027
2047,43.2121168334532
2048,77.888208349498
2049,0
2050,6.34761089467346
2051,0
2052,0
2053,0
2054,31.2665176640487
2055,0
2056,78.4322892833271
2057,62.1582240181262
2058,220.497866449828
2059,576.06080205089
2060,384.749855029141
2061,306.813283929969
2062,40.7939793497681
2063,31.3511524759777
2065,635.559074836962
2067,519.137845684942
2068,370.906017935043
2069,447.307071732075
2070,1802.17741315343
2071,91.9375871297086
2072,22.6458575347112
2073,57.4791279871955
2074,113.096290111953
2075,27.7118555630316
2076,83.2202015010237
2077,164.360804766078
2078,599.758549391004
2079,230.593590444214
2080,1052.42179564944
2081,0
2121,300.562398534643
2122,82.2529465075496
2123,0
2124,43.6715629553534
2125,50.6599802832034
2126,36.7194176897587
2127,0
2128,0
2129,0
2130,0
2131,20.6750754855078
2132,0
2133,0
2134,0
2135,0
2136,294.867684760565
2137,0
2138,34.7123635783
2139,96.8705875964262
2140,105.092255040956
2141,862.319917369535
2142,6520.26591100858
