CODGEO,NOM_COMM,STATUT,POPULATION,superficie_ha,x_ctr,y_ctr,id
2A163,MONACIA-D'AULLENE,Commune simple,486,3957.18677499126,1202649.44051845,6066204.93808322,97
2A114,FIGARI,Commune simple,1462,10014.3465704787,1211776.94015307,6065903.24309617,98
2A041,BONIFACIO,Commune simple,2961,14032.2810999704,1217942.26213065,6057384.84195637,99
2A035,BELVEDERE-CAMPOMORO,Commune simple,160,2710.44540799359,1186193.48810102,6075278.98153128,196
2A272,SARTENE,Sous-préfecture,3403,20087.8394079573,1195887.15852811,6070877.04805941,197
2A247,PORTO-VECCHIO,Commune simple,11354,16874.218355464,1222227.40205106,6075303.21811611,199
2A249,PROPRIANO,Commune simple,3734,1907.98221199589,1191780.33560775,6079379.70844683,296
2A349,VIGGIANELLO,Commune simple,685,1673.9171349958,1195875.64338641,6081705.20770837,297
2A142,LEVIE,Commune simple,721,8637.0420764801,1210230.82499048,6080931.47351146,298
2A139,LECCI,Commune simple,1503,2731.09806099472,1227022.89467804,6083866.27429369,299
2A098,COTI-CHIAVARI,Commune simple,743,6320.60141998586,1179037.74241511,6091690.53279276,395
2A228,PIETROSELLA,Commune simple,1368,3543.46912199208,1183590.73246293,6098620.13784812,396
2A211,PETRETO-BICCHISANO,Commune simple,557,3965.37618349133,1197075.8966166,6093205.49587005,397
2A254,QUENZA,Commune simple,198,9647.06497497815,1215944.21275775,6098773.07446745,398
2A362,ZONZA,Commune simple,2553,13398.9651819701,1222188.20366836,6089641.32435521,399
2A004,AJACCIO,Préfecture de région,67507,8268.24667248037,1173452.83363501,6109795.95266124,495
2A130,GROSSETO-PRUGNA,Commune simple,2779,3237.29119099183,1188354.34103642,6105115.35897457,496
2A312,SANTA-MARIA-SICHE,Commune simple,460,1058.17032099754,1196913.70555665,6105969.60670076,497
2A359,ZICAVO,Commune simple,232,9285.16946047784,1212483.48511776,6107103.04838617,498
2B283,SOLARO,Commune simple,691,9429.49069347776,1225258.27170111,6107577.45621238,499
2A269,SARI-SOLENZARA,Commune simple,1391,7490.71330448346,1228504.2841295,6100451.87886911,500
2A351,VILLANOVA,Commune simple,351,1152.25982149815,1170647.38875929,6112752.33676271,594
2A006,ALATA,Commune simple,3108,3088.05776499351,1175614.45221676,6114283.37891564,595
2A032,BASTELICACCIA,Commune simple,3657,1801.05119699531,1184682.64108296,6110704.48421122,596
2A031,BASTELICA,Commune simple,546,12821.1413769691,1201792.64388501,6117873.46123396,597
2A099,COZZANO,Commune simple,288,2501.46426399445,1213659.92252524,6112693.80022841,598
2B277,SERRA-DI-FIUMORBO,Commune simple,316,4432.80949099051,1225058.24869384,6117841.34134762,599
2B342,VENTISERI,Commune simple,2413,4690.22240848894,1228201.4526074,6114660.33466492,600
2A090,COGGIA,Commune simple,824,3170.7801819926,1174822.1758197,6129731.58383698,695
2A345,VERO,Commune simple,511,2379.82372799521,1190713.04325349,6125129.71135678,696
2A330,UCCIANI,Commune simple,477,2865.12204849332,1195785.88831368,6124019.09152471,697
2B124,GHISONI,Commune simple,222,12566.1354414708,1214255.42067939,6130260.92816155,698
2B135,ISOLACCIO-DI-FIUMORBO,Commune simple,362,4106.52315549022,1219346.44001887,6122311.76221446,699
2B123,GHISONACCIA,Commune simple,3970,7682.81022298299,1232234.1325402,6126468.81480685,700
66061,COUSTOUGES,Commune simple,108,1677.38904749588,670124.19337867,6139650.32583305,750
2A065,CARGESE,Commune simple,1282,4689.35306748929,1165529.13005008,6133720.69214034,794
2A348,VICO,Commune simple,889,5141.97616748714,1174061.8291845,6133924.41431656,795
2A240,POGGIOLO,Commune simple,100,1191.78201299725,1187879.08630268,6136257.99326873,796
2A131,GUAGNO,Commune simple,141,4276.61669799007,1194848.56105509,6138543.01889344,797
2B354,VIVARIO,Commune simple,475,7919.35237048023,1206321.33491508,6136529.58418351,798
2B347,VEZZANI,Commune simple,318,4662.26521898747,1220431.75678387,6138203.85411969,799
2B009,ALERIA,Commune simple,2214,6341.60383548513,1237736.55452188,6133875.29399215,800
66218,UR,Commune simple,349,689.206797998033,612778.689498309,6151951.53482193,845
66130,OSSEJA,Commune simple,1333,1699.15868599593,617314.795164996,6144404.83587072,846
66080,FONTPEDROUSE,Commune simple,131,6427.48344198342,633688.989548776,6151796.54282895,847
66102,MANTET,Commune simple,32,3220.61112249196,641905.31413603,6150645.48375543,848
66150,PRATS-DE-MOLLO-LA-PRESTE,Commune simple,1075,11938.7962549698,653910.471378732,6146823.94042659,849
66009,ARLES-SUR-TECH,Commune simple,2687,2919.54060849258,669163.397805606,6150015.64957003,850
66003,AMELIE-LES-BAINS-PALALDA,Commune simple,3616,2979.75085449246,673895.096889186,6149434.46859174,851
66106,MAUREILLAS-LAS-ILLAS,Commune simple,2673,4268.95288998924,683560.221834642,6151091.52766206,852
66016,BANYULS-SUR-MER,Commune simple,4681,4325.43773198918,708204.475213647,6151263.59263168,854
2A212,PIANA,Commune simple,482,6342.5722429833,1165114.90778386,6141687.15436125,894
2A198,OTA,Commune simple,596,3840.98371899076,1173546.16803311,6145540.79175164,895
2A282,SOCCIA,Commune simple,155,2789.28904549231,1189487.407514,6141633.25364741,896
2B096,CORTE,Sous-préfecture,7332,14930.7422764648,1202258.38782255,6149385.4074274,897
2B341,VENACO,Commune simple,763,5361.2114129872,1207159.47839777,6143475.04622003,898
2B356,ZALANA,Commune simple,137,1349.3408819966,1226970.07032583,6149514.86677482,899
2B143,LINGUIZZETTA,Commune simple,1099,6525.18599998438,1237870.06399165,6146345.06597662,900
66146,PORTA,Commune simple,124,6510.50906848321,600598.204191191,6158093.06280123,944
66066,ENVEITG,Commune simple,673,3041.67808299322,608860.990784518,6155796.33653332,945
66124,FONT-ROMEU-ODEILLO-VIA,Commune simple,1877,3027.16889499255,619903.340889149,6157500.25593001,946
66027,LA CABANASSE,Commune simple,684,341.119342499331,626418.392646085,6156194.26357481,947
66166,SAHORRE,Commune simple,369,1518.49747649595,647257.639800055,6158376.02311509,948
66222,VERNET-LES-BAINS,Commune simple,1379,1652.4022904961,651964.891206355,6159995.40375256,949
66060,CORSAVY,Commune simple,246,4723.77509498831,662158.189998405,6153760.65637086,950
66049,CERET,Sous-préfecture,7663,3814.50960499008,679603.286576315,6152780.89680597,951
66024,LE BOULOU,Commune simple,5547,1472.16530199641,686143.157550377,6158563.61934644,952
66008,ARGELES-SUR-MER,Commune simple,9914,5900.07065698513,702004.577145609,6159456.30895986,953
66148,PORT-VENDRES,Commune simple,4214,1508.76630049657,708587.194392352,6155890.01884716,954
2B121,GALERIA,Commune simple,329,13698.6660679652,1170119.97130033,6162313.31571542,994
2B153,MANSO,Commune simple,108,12123.8000689706,1179624.71258407,6158880.94307945,995
2B007,ALBERTACCE,Commune simple,212,9745.76697547526,1188775.46196906,6152958.94724308,996
2B047,CALACUCCIA,Commune simple,292,1840.34965799529,1197752.14722264,6154947.58333011,997
2B083,CASTIRLA,Commune simple,172,2451.24779399381,1204887.26410432,6160494.32643976,998
2B208,PERELLI,Commune simple,113,657.626175998109,1226978.94414354,6156295.55711761,999
2B087,CERVIONE,Commune simple,1685,1156.96138999741,1237432.57930822,6157890.90817772,1000
09139,L'HOSPITALET-PRES-L'ANDORRE,Commune simple,90,2678.05913699306,599524.821150511,6166967.33702173,1044
66005,ANGOUSTRINE-VILLENEUVE-DES-ESCALDES,Commune simple,714,8700.64714997926,613715.51872234,6163314.28088643,1045
66004,LES ANGLES,Commune simple,528,4357.84796248883,622095.809239155,6164907.93487233,1046
66105,MATEMALE,Commune simple,275,1940.54168899564,627287.04313228,6164544.82318074,1047
66085,FUILLA,Commune simple,453,974.980489997157,646986.534452923,6162977.78000727,1048
66149,PRADES,Sous-préfecture,5835,1091.58797449763,653230.267911919,6168504.67876526,1049
66230,VINCA,Commune simple,1955,768.229069497964,660796.734339129,6171628.32859867,1050
66210,THUIR,Commune simple,7347,1997.700791495,680151.532404678,6171550.43597564,1051
66038,CANOHES,Commune simple,4914,871.517045997846,686402.728780274,6172482.8650568,1052
66171,SAINT-CYPRIEN,Commune simple,10716,1609.1141159962,701344.588399758,6169098.76161794,1053
2B049,CALENZANA,Commune simple,2299,18520.0491884546,1177527.50545653,6170723.97122719,1095
2B162,MOLTIFAO,Commune simple,709,5588.42727848597,1203692.64961183,6172246.68606727,1097
2B169,MOROSAGLIA,Commune simple,1160,2440.8183214935,1214883.29978342,6170103.90153722,1098
2B246,LA PORTA,Commune simple,210,521.842735498816,1223475.21347781,6168210.17002132,1099
2B207,PENTA-DI-CASINCA,Commune simple,3320,1867.51508699447,1234583.49623666,6172598.62475343,1100
09030,AUZAT,Commune simple,567,16323.1526144573,572296.367462577,6179292.26737154,1142
09024,ASTON,Commune simple,222,15440.8604044605,589969.498253733,6176657.74867562,1143
09176,LUZENAC,Commune simple,537,2664.01980449306,596883.234784052,6180853.27778468,1144
09032,AX-LES-THERMES,Commune simple,1281,3028.95988849215,603010.717875442,6177049.81781819,1145
09252,ROUZE,Commune simple,88,926.88068299748,623782.792339569,6182776.80437456,1146
09239,QUERIGUT,Commune simple,141,3671.59083049032,627330.846455454,6176407.96633792,1147
66119,MOSSET,Commune simple,293,7113.42209398154,642947.787179572,6175167.11296036,1148
66198,SOURNIA,Commune simple,501,3035.87781599205,651942.727101903,6179641.27034091,1149
66088,ILLE-SUR-TET,Commune simple,5405,3153.77641099207,668501.709964674,6175362.87290755,1150
66108,MILLAS,Commune simple,4077,1929.63179849534,674562.564818245,6177825.50368269,1151
66136,PERPIGNAN,Préfecture de département,120959,6873.61408398191,691706.172480664,6177450.17385566,1152
66037,CANET-EN-ROUSSILLON,Commune simple,12436,3015.52444049242,700904.079169051,6176050.69222744,1153
2B050,CALVI,Sous-préfecture,5422,3169.46091999143,1173370.83490393,6177869.18864456,1195
2B361,ZILIA,Commune simple,294,1390.37133649664,1185321.71805062,6175808.96570479,1196
2B190,OLMI-CAPPELLA,Commune simple,182,5129.06619298783,1194882.23383615,6176697.00998332,1197
2B223,PIETRALBA,Commune simple,448,3905.22716699037,1208134.13024555,6180259.03596549,1198
2B166,MONTE,Commune simple,615,1486.01010549635,1226545.98878788,6175033.32031689,1199
2B148,LUCCIANA,Commune simple,5009,2950.4241849925,1231891.47384623,6182012.07589558,1200
65192,GAVARNIE-GEDRE,Commune simple,377,22699.9710219414,454867.179525168,6188496.08817716,1231
65388,SAINT-LARY-SOULAN,Commune simple,892,9092.79366897562,477771.178774893,6188064.98809296,1233
65195,GENOS,Commune simple,158,2386.27822849393,486214.274536083,6187156.69077272,1234
65282,LOUDENVIELLE,Commune simple,284,4390.19155298832,489488.6151292,6184715.04997524,1235
31042,BAGNERES-DE-LUCHON,Commune simple,2533,5232.17750948661,505457.28575181,6184649.51428092,1236
09285,SEIX,Commune simple,751,8764.04283397695,548388.183975638,6192699.62047258,1240
09322,USTOU,Commune simple,318,9912.3629449744,557711.014933662,6187594.61185824,1241
09334,VICDESSOS,Commune simple,543,622.652886498288,577859.054528479,6187078.55454677,1242
09321,USSAT,Commune simple,344,460.92020149901,587170.013914652,6193736.36279521,1243
09070,LES CABANNES,Commune simple,342,82.7910569997057,592466.710119809,6188230.97168055,1244
11028,BELCAIRE,Commune simple,439,3206.88228849103,613669.304746283,6193005.67224077,1245
11317,RODOME,Commune simple,139,1220.83626349659,623615.091356435,6188957.32161687,1246
11017,ARTIGUES,Commune simple,80,658.335314998178,635052.82710731,6188243.59732567,1247
11021,AXAT,Commune simple,612,1153.54177849694,637746.730506597,6188969.54876123,1248
66187,SAINT-PAUL-DE-FENOUILLET,Commune simple,1872,4422.26098348825,659647.779460257,6191377.20195094,1249
66107,MAURY,Commune simple,840,3453.67572499057,668309.751185112,6190730.86928105,1250
66071,ESTAGEL,Commune simple,2025,2084.77424999495,675981.585938088,6185429.93406969,1251
66164,RIVESALTES,Commune simple,8422,2900.11944499222,689901.183016182,6186598.53100898,1252
66180,SAINT-LAURENT-DE-LA-SALANQUE,Commune simple,9851,1786.90819449564,700151.680876058,6188262.50141203,1253
2B010,ALGAJOLA,Commune simple,301,154.322652999632,1180840.75183157,6185068.5502572,1295
2B134,L'ILE-ROUSSE,Commune simple,3534,253.696190999527,1186877.44204512,6188490.41891338,1296
2B034,BELGODERE,Commune simple,552,1319.24533349696,1193684.32533836,6186378.68955481,1297
2B136,LAMA,Commune simple,161,2023.6485419945,1206360.61868388,6184276.68189355,1298
2B120,FURIANI,Commune simple,5788,1902.54787349448,1226251.64416544,6193901.86517339,1299
2B042,BORGO,Commune simple,7997,4829.02531098834,1230301.36022287,6185509.68726657,1300
64136,BORCE,Commune simple,150,5795.43745098458,406600.348473031,6202093.03361279,1327
64542,URDOS,Commune simple,69,3678.70668198966,410770.377520619,6199332.44379319,1328
65169,ESTAING,Commune simple,75,7423.97040048073,437845.059413008,6203277.90296416,1330
65138,CAUTERETS,Commune simple,1002,15865.3056404587,444212.57455409,6199781.55007171,1331
65295,LUZ-SAINT-SAUVEUR,Commune simple,981,5079.30501248712,455952.896056271,6197130.23973714,1332
65465,VIELLE-AURE,Commune simple,346,3583.56900549054,471448.487976449,6198414.34556719,1333
65212,GUCHEN,Commune simple,363,522.429894998129,480883.31244898,6198965.62664799,1334
65431,SOST,Commune simple,93,3217.80905849173,500122.063133767,6202911.88091358,1335
31144,CIERP-GAUD,Commune simple,782,1436.40631549614,506652.755288602,6204389.8360346,1336
31190,FOS,Commune simple,245,1815.82444299496,515729.270603387,6198324.31801395,1337
09290,SENTEIN,Commune simple,156,5883.73125348413,529792.365818295,6195183.72813509,1338
09085,CASTILLON-EN-COUSERANS,Commune simple,428,513.878731498887,541067.23974533,6203871.74515776,1339
09223,OUST,Commune simple,545,1870.16788299491,555578.713267653,6197281.38177285,1340
09182,MASSAT,Commune simple,687,4542.14463098798,567241.989934022,6198729.06276273,1341
09280,SAURAT,Commune simple,663,4412.91786748857,577678.524131227,6199401.64269165,1342
09306,TARASCON-SUR-ARIEGE,Commune simple,3340,849.992941998252,585038.216212361,6195197.96179143,1343
09206,MONTFERRIER,Commune simple,588,5187.34566548614,599447.63246916,6197041.40012501,1344
09160,LAVELANET,Commune simple,6312,1277.27462549628,605757.685828657,6204465.32562475,1345
09047,BELESTA,Commune simple,1086,2728.78697449284,614387.945256277,6199915.81208351,1346
11304,QUILLAN,Commune simple,3434,3648.13914249045,632403.757614559,6198718.63361031,1347
11103,COUIZA,Commune simple,1145,683.609500498048,640336.881118758,6204226.79254741,1348
11384,SOULATGE,Commune simple,120,2449.87101749357,659356.991839017,6197941.61178446,1349
11123,DUILHAC-SOUS-PEYREPERTUSE,Commune simple,147,2110.19809099462,664611.221430692,6196328.31566609,1350
11401,TUCHAN,Commune simple,778,5986.82711148418,677751.366752799,6200806.36425453,1351
66127,OPOUL-PERILLOS,Commune simple,1042,4870.78355348655,688377.598200777,6197846.74821269,1352
11202,LEUCATE,Commune simple,4275,4806.7022329871,702138.120237862,6199932.64030099,1353
2B298,SAINT-FLORENT,Commune simple,1606,1833.00537149511,1215021.16141704,6196926.24626712,1398
2B033,BASTIA,Préfecture de département,42254,1940.26448899543,1226641.85771409,6197734.44196682,1399
64006,ACCOUS,Commune simple,450,6114.19104298319,407670.218639136,6211071.3346267,1427
64320,LARUNS,Commune simple,1187,24964.2252689344,420465.255948936,6205254.50857103,1428
64204,EAUX-BONNES,Commune simple,340,3792.0648689889,425722.139497175,6211688.14573765,1429
65032,ARRENS-MARSOUS,Commune simple,719,9907.8493334741,433571.059269329,6206746.68906388,1430
65362,PIERREFITTE-NESTALAS,Commune simple,1195,199.443570999311,448908.852047428,6211807.61320124,1431
65059,BAGNERES-DE-BIGORRE,Sous-préfecture,7633,12630.8434424666,465954.91213128,6212595.9211182,1432
65123,CAMPAN,Commune simple,1345,9741.87886097463,472717.370421667,6210928.34712841,1433
65031,ARREAU,Commune simple,819,1102.55395349659,482268.090315004,6205331.80071377,1434
65329,NISTOS,Commune simple,241,3320.75530699106,492914.76193977,6213381.90856247,1435
65427,SIRADAN,Commune simple,293,270.221026999214,505249.534404364,6210745.39113685,1436
31020,ASPET,Commune simple,961,2673.03642449268,521027.569358664,6214955.35049207,1437
31011,ARBAS,Commune simple,228,731.631946498081,529087.400961066,6212596.47046901,1438
09289,LORP-SENTARAILLE,Commune simple,1350,622.131772998364,545634.007309994,6214816.55237725,1439
09261,SAINT-GIRONS,Sous-préfecture,6289,1936.90475299549,549220.408528283,6210229.66199129,1440
09246,RIMONT,Commune simple,550,2954.75381949204,559977.758726794,6211384.33921237,1441
09293,SERRES-SUR-ARGET,Commune simple,777,1828.26502149497,577871.826924716,6209029.57900479,1442
09122,FOIX,Préfecture de département,9731,1946.90912649469,586508.026189701,6208330.49306053,1443
09107,DUN,Commune simple,545,4166.44204548897,601547.072304555,6214720.22514965,1444
09157,LAROQUE-D'OLMES,Commune simple,2524,1436.82670899583,607899.673637058,6208169.62333852,1445
11091,CHALABRE,Commune simple,1107,1565.091092996,619239.759377506,6209632.55780837,1446
11211,MAGRIE,Commune simple,518,1030.12295999721,635057.382513434,6214284.20790445,1447
11105,COURNANEL,Commune simple,649,632.569829998561,637633.030894059,6214794.50788151,1448
11015,ARQUES,Commune simple,240,1922.02572299503,649899.686794314,6205557.00503384,1449
11191,LAROQUE-DE-FA,Commune simple,144,2088.20150249433,663949.364551063,6205704.9697139,1450
11386,TALAIRAN,Commune simple,466,3811.93255349003,673053.949091375,6214598.40401389,1451
11124,DURBAN-CORBIERES,Commune simple,659,2556.92139149319,684709.060703538,6210924.42115821,1452
11266,PORT-LA-NOUVELLE,Commune simple,5644,3739.47112249021,703086.691109161,6213556.51953129,1453
2B309,SANTA-MARIA-DI-LOTA,Commune simple,1909,1309.81151599692,1225923.45923028,6204966.16733783,1499
2B043,BRANDO,Commune simple,1705,2240.37499649443,1227890.51457811,6208239.17432433,1500
64342,LICQ-ATHEREY,Commune simple,239,1782.47535999506,383872.021455326,6225110.31713614,1525
64040,ARETTE,Commune simple,1045,9225.681995475,395402.984333573,6222866.24002671,1526
64104,BEDOUS,Commune simple,572,1147.50499999685,407256.774575319,6218471.96967614,1527
64127,BIELLE,Commune simple,432,2563.24492449306,417353.748592731,6222346.84719831,1528
64353,LOUVIE-JUZON,Commune simple,1089,5665.20111398439,428060.507976322,6225062.46580792,1529
65400,SALLES,Commune simple,208,2765.19639849319,441412.601782003,6219778.23043754,1530
65025,ARGELES-GAZOST,Sous-préfecture,3048,299.473379499294,447439.499355696,6216722.5987034,1531
65370,POUZAC,Commune simple,1119,732.590327997675,466196.937488112,6224496.76116499,1532
65198,GERDE,Commune simple,1194,724.309649498083,469908.381193225,6221882.14416665,1533
65069,LA BARTHE-DE-NESTE,Commune simple,1203,780.321541497921,486744.150958863,6223505.37901753,1534
65389,SAINT-LAURENT-DE-NESTE,Commune simple,928,1039.23933799729,494763.104548541,6224710.65635479,1535
31390,MONTREJEAU,Commune simple,2870,837.309368997929,501088.865660308,6224018.81476827,1536
31565,VALENTINE,Commune simple,898,815.332714997646,512710.75608028,6223762.96549117,1537
31523,SALIES-DU-SALAT,Commune simple,1818,688.458001498188,534102.455657097,6224558.52866543,1538
09235,PRAT-BONREPAUX,Commune simple,870,1419.20959649613,539188.070953587,6216647.79818056,1539
09128,GAJAN,Commune simple,309,845.187275997388,547892.51918502,6217161.43760078,1540
09181,LE MAS-D'AZIL,Commune simple,1187,3995.55376298916,565427.449716943,6220277.87827428,1541
09042,LA BASTIDE-DE-SEROU,Commune simple,960,4158.40511698969,571646.469202426,6215157.26196312,1542
09324,VARILHES,Commune simple,3293,1138.96204099699,588652.068593396,6218273.17177822,1543
09238,LES PUJOLS,Commune simple,760,1291.95248549681,595543.564340929,6222240.73813405,1544
09194,MIREPOIX,Commune simple,3136,4729.75889498737,607848.472151637,6224002.59257913,1545
09213,MOULIN-NEUF,Commune simple,224,254.378026499194,614285.539830578,6219679.24088269,1546
11034,BELVEZE-DU-RAZES,Commune simple,877,462.715919498275,625942.461148088,6225346.83652496,1547
11206,LIMOUX,Sous-préfecture,10166,3238.93793199215,637972.046126015,6216999.37365388,1548
11183,LADERN-SUR-LAUQUET,Commune simple,259,2560.63837049323,649993.889784782,6222651.9122048,1549
11185,LAGRASSE,Commune simple,558,3217.80339349205,667781.153648714,6221942.0283261,1550
11132,FABREZAN,Commune simple,1288,2887.40977949193,675984.16738438,6225193.02674762,1551
11332,SAINT-ANDRE-DE-ROQUELONGUE,Commune simple,1298,2966.69891499181,687707.459916032,6221522.4765993,1552
11379,SIGEAN,Commune simple,5434,4046.67145998903,698451.28834721,6215574.39790093,1553
11170,GRUISSAN,Commune simple,4750,6261.41323398242,706671.872100076,6222696.56207518,1554
83129,SIX-FOURS-LES-PLAGES,Commune simple,34387,2587.1242189932,930519.18315301,6224948.26866333,1573
83126,LA SEYNE-SUR-MER,Commune simple,64523,2350.37892649321,933884.371329735,6225330.18655517,1574
2B152,LURI,Commune simple,797,2807.5905329928,1223521.41305322,6220598.4178715,1599
64016,ALDUDES,Commune simple,321,2333.20381899398,338830.050712393,6231555.20610066,1621
64092,BANCA,Commune simple,337,4993.37508498714,344019.125780474,6232165.35748657,1622
64538,UHART-CIZE,Commune simple,760,1145.79144649721,354046.139770544,6234857.00127381,1623
64379,MENDIVE,Commune simple,178,4210.14502398775,367456.043718578,6229029.12260024,1624
64017,ALOS-SIBAS-ABENSE,Commune simple,305,586.399479498573,384313.144488793,6231485.61732927,1625
64029,ARAMITS,Commune simple,676,2950.62110699208,396823.332140974,6233013.84221457,1626
64422,OLORON-SAINTE-MARIE,Sous-préfecture,10794,6897.47504548088,408146.665770736,6235150.0339546,1627
64062,ARUDY,Commune simple,2189,2833.49358699212,417008.650146247,6228589.61616098,1628
64148,BRUGES-CAPBIS-MIFAGET,Commune simple,934,1678.18854849534,431022.196117737,6230786.44397747,1629
64191,COARRAZE,Commune simple,2143,1488.07662749584,438907.249177516,6235157.81004074,1630
65286,LOURDES,Commune simple,14644,3688.78950898968,449407.092757775,6228002.75248979,1631
65284,LOUEY,Commune simple,975,617.961362998372,457546.909460304,6235656.50720848,1632
65447,TOURNAY,Commune simple,1358,1464.09162249645,476122.002059083,6235734.49148035,1633
65258,LANNEMEZAN,Commune simple,5940,1945.28952999457,487780.291118653,6227711.08541979,1634
31586,VILLENEUVE-LECUSSAN,Commune simple,552,1634.66870799603,495277.165283746,6229359.26132915,1635
31585,VILLENEUVE-DE-RIVIERE,Commune simple,1774,1386.09250599675,510255.426026635,6227594.29307657,1636
31483,SAINT-GAUDENS,Sous-préfecture,11241,2799.78277049253,514880.222902601,6227149.34568346,1637
31084,BOUSSENS,Commune simple,1116,458.065179498688,534066.970252,6232924.07399572,1638
31324,MARTRES-TOLOSANE,Commune simple,2247,2345.86612949344,537498.641807974,6235728.91097269,1639
31375,MONTESQUIEU-VOLVESTRE,Commune simple,3205,5959.98669498398,555065.67665707,6234258.33578785,1640
09079,CARLA-BAYLE,Commune simple,777,3598.16955498947,567595.080909346,6230112.65865757,1641
09124,LE FOSSAT,Commune simple,1076,1449.84331499683,571049.099306608,6232508.77372173,1642
09225,PAMIERS,Sous-préfecture,15744,4673.30927598738,587281.86388518,6225918.90032716,1643
11033,BELPECH,Commune simple,1315,4346.44801548794,599407.117662586,6234618.55667971,1644
11159,GAJA-LA-SELVE,Commune simple,140,1173.76330449667,609195.270027399,6234133.79605605,1645
11136,FANJEAUX,Commune simple,790,2455.35483899379,621637.898359447,6232411.56517522,1646
11254,MONTREAL,Commune simple,1948,5626.11085098425,630714.214089068,6233816.11118214,1647
11069,CARCASSONNE,Préfecture de département,46724,6474.30423548226,646639.221079564,6234683.07837755,1648
11397,TREBES,Commune simple,5410,1845.0516949959,656019.684525755,6234149.61019994,1649
11068,CAPENDU,Commune simple,1567,1612.20600599565,663621.275433289,6231684.18234154,1650
11203,LEZIGNAN-CORBIERES,Commune simple,11223,3794.61055298998,680651.367719904,6233896.35211195,1651
11040,BIZANET,Commune simple,1514,3751.25236498977,689389.088214505,6227725.405453,1652
11262,NARBONNE,Sous-préfecture,52802,17552.0845189526,701631.101928964,6229540.71553315,1653
11145,FLEURY,Commune simple,3813,5228.15551598538,714290.424669079,6235095.94733647,1654
13028,LA CIOTAT,Commune simple,34655,3183.56595949147,912447.385162098,6236099.1090386,1672
83123,SANARY-SUR-MER,Commune simple,16047,1987.77667749505,927577.703344006,6230650.85954625,1673
83137,TOULON,Préfecture de département,163760,4390.2508209878,938736.101615063,6230792.73122802,1674
83062,LA GARDE,Commune simple,25298,1575.12338849586,945802.533595531,6229968.69161913,1675
83069,HYERES,Commune simple,55713,13358.8713759634,959795.424877708,6227768.38928089,1676
83019,BORMES-LES-MIMOSAS,Commune simple,7847,9674.72796597429,972511.038484572,6235016.04830244,1677
83152,RAYOL-CANADEL-SUR-MER,Commune simple,717,684.837603498256,982739.313721602,6235675.48639077,1678
2B261,ROGLIANO,Commune simple,567,2649.09870849317,1224111.60998449,6229448.6245234,1699
64477,SAINT-ETIENNE-DE-BAIGORRY,Commune simple,1619,7069.67062548075,346148.858040358,6240866.30592961,1722
64485,SAINT-JEAN-PIED-DE-PORT,Commune simple,1527,282.986481499287,355469.942002542,6238215.53005838,1723
64314,LARCEVEAU-ARROS-CIBITS,Commune simple,404,1865.24006849415,366911.542881032,6244864.345413,1724
64371,MAULEON-LICHARRE,Commune simple,3069,1246.72181349645,384345.341883759,6243079.79204278,1725
64188,CHERAUTE,Commune simple,1100,3642.97514799059,389453.954161829,6244313.68870434,1726
64126,BIDOS,Commune simple,1213,137.337580499714,406763.58298974,6237413.47236942,1727
64324,LASSEUBE,Commune simple,1751,4887.06687898651,416843.880115157,6241145.59185735,1728
64230,GAN,Commune simple,5535,3919.11791298909,422782.847823844,6240408.89034951,1729
64417,NAY,Commune simple,3308,548.457327498502,434580.756019005,6236240.96042242,1730
64453,PONTACQ,Commune simple,2882,2884.45161299244,447668.662725338,6238141.86056008,1731
65440,TARBES,Préfecture de département,41062,1550.44584049604,461546.546032101,6241719.37630889,1732
65101,BORDES,Commune simple,765,1155.24182899682,473506.72308318,6237120.64495298,1733
65183,GALAN,Commune simple,733,1344.24742599619,488924.502513723,6239495.90073951,1734
65315,MONLEON-MAGNOAC,Commune simple,445,1989.63852949428,498278.140552815,6240600.39778964,1735
31080,BOULOGNE-SUR-GESSE,Commune simple,1605,2499.0968419933,509260.953037895,6246315.38391905,1736
31109,CASSAGNABERE-TOURNAS,Commune simple,463,2572.3223019935,521092.432250237,6239322.24052309,1737
31028,AURIGNAC,Commune simple,1177,1795.55462149496,526889.961696049,6237328.52837637,1738
31135,CAZERES,Commune simple,4877,1982.3967759949,544986.994502249,6237651.29170103,1739
31107,CARBONNE,Commune simple,5330,2718.37095199232,555387.414440109,6246302.05592646,1740
09167,LEZAT-SUR-LEZE,Commune simple,2373,4024.95141698878,565550.034173138,6243749.6246519,1741
31206,GAILLAC-TOULZA,Commune simple,1245,4103.46205698903,574604.503191968,6240929.75079005,1742
09282,SAVERDUN,Commune simple,4583,6234.84250698187,584036.979865953,6237461.04137245,1743
09185,MAZERES,Commune simple,3795,4427.99752998824,592598.022345381,6237751.42336393,1744
11430,VILLENEUVE-LA-COMPTAL,Commune simple,1241,1545.93485699605,612288.244826462,6243506.51668828,1745
11281,PEXIORA,Commune simple,1299,1361.78174599625,621963.673942417,6241534.13267581,1746
11049,BRAM,Commune simple,3441,1786.59269799479,627736.140359005,6239523.37770603,1747
11279,PENNAUTIER,Commune simple,2451,1872.51560449488,644244.512564393,6239326.3513845,1748
11429,VILLEMOUSTAUSSOU,Commune simple,4181,1281.85288299699,648517.328009549,6239138.51901457,1749
11315,RIEUX-MINERVOIS,Commune simple,2029,2188.13167349412,666755.109186867,6241128.21662813,1750
