CODGEO,NOM_COMM,STATUT,POPULATION,superficie_ha,x_ctr,y_ctr,id
81105,GRAULHET,Commune simple,11807,5768.31120148301,619554.875655302,6295955.17000131,2246
81222,REALMONT,Commune simple,3330,1452.83578699615,634786.041752782,6298181.68348783,2247
81182,MONTREDON-LABESSONNIE,Commune simple,2076,11174.6314349678,645336.809094154,6291913.01362146,2248
81305,VABRE,Commune simple,803,2872.57167199195,653475.44047536,6289815.53847853,2249
81314,VIANE,Commune simple,549,3872.57580198829,666699.733749258,6294231.70778639,2250
81124,LACAUNE,Commune simple,2536,9073.81293047382,674865.389402225,6288738.17317246,2251
81023,BARRE,Commune simple,202,1523.06604199532,685140.695317628,6293820.7234224,2252
12039,BRUSQUE,Commune simple,293,3582.52845448962,695826.154618739,6296166.65907506,2253
34038,LE BOUSQUET-D'ORB,Commune simple,1573,1204.41256849725,712158.632840463,6289373.5604605,2254
34142,LODEVE,Sous-préfecture,7467,2323.75651949317,724606.830205052,6292462.78865432,2255
34304,SOUBES,Commune simple,897,1219.08312599645,728316.628991898,6297906.53882647,2256
34173,MONTPEYROUX,Commune simple,1298,2251.83703799377,740520.531015488,6290347.62794837,2257
34343,VIOLS-LE-FORT,Commune simple,1184,1707.01083249521,755733.121220854,6293334.09833638,2258
34217,PRADES-LE-LEZ,Commune simple,4700,921.333829997677,769731.280627274,6290263.47579459,2259
34307,SUSSARGUES,Commune simple,2627,663.080006497939,780086.739452707,6290584.61092472,2260
30321,SOMMIERES,Commune simple,4536,1060.3920449973,787159.319058197,6298013.35421146,2261
30344,VERGEZE,Commune simple,5064,973.829487997045,799319.391069767,6293935.64921573,2262
30125,GARONS,Commune simple,4687,1261.59953899604,815847.841318602,6298010.4088358,2263
30032,BEAUCAIRE,Commune simple,16036,8636.49709147422,828315.303561728,6299149.24515771,2264
13038,FONTVIEILLE,Commune simple,3636,4035.80929348834,838808.312554857,6293101.40016429,2265
13065,MOURIES,Commune simple,3448,3842.34124048897,852431.12088704,6290932.12200683,2266
13035,EYGUIERES,Commune simple,6724,6841.47942998111,862489.887385381,6291351.04494171,2267
13105,SENAS,Commune simple,6888,3083.86085349127,868111.324341919,6296169.81554892,2268
13053,MALLEMORT,Commune simple,6063,2853.19419349129,875936.550959843,6294611.38591029,2269
84026,CADENET,Commune simple,4132,2571.77298799175,892075.769225047,6295246.54546361,2270
84089,PERTUIS,Commune simple,19498,5923.81676098306,903261.173624567,6290828.52507609,2271
84076,MIRABEAU,Commune simple,1212,3152.40967999108,913015.588491343,6293076.48127692,2272
83150,VINON-SUR-VERDON,Commune simple,4198,3652.8049334893,926216.934537628,6295446.74463131,2273
83113,SAINT-JULIEN,Commune simple,2284,7557.43258947837,934945.370241958,6293304.99641533,2274
83102,REGUSSE,Commune simple,2306,3548.74535149076,951470.209905972,6290342.3573811,2275
83015,BAUDUEN,Commune simple,321,5162.60952698527,958087.132446794,6295966.25436302,2276
83044,COMPS-SUR-ARTUBY,Commune simple,355,6358.96858198208,982329.582998712,6295646.20611198,2278
83124,SEILLANS,Commune simple,2506,8886.65950547489,991471.959351832,6289726.88909056,2279
06118,SAINT-CEZAIRE-SUR-SIAGNE,Commune simple,3851,3009.69032349155,1006750.90646458,6291910.25748079,2280
06069,GRASSE,Sous-préfecture,50916,4445.56244598761,1017144.04326887,6291985.91446585,2281
06161,VILLENEUVE-LOUBET,Commune simple,14346,1970.57318849496,1031247.44098788,6291997.90953975,2282
06027,CAGNES-SUR-MER,Commune simple,46940,1839.69515249478,1034802.61107382,6294673.14165525,2283
06121,SAINT-JEAN-CAP-FERRAT,Commune simple,1767,277.072046999108,1049057.27729558,6297113.57591194,2284
40310,SOUSTONS,Commune simple,7504,10744.9436924698,351493.348953174,6304074.17242902,2322
40168,MAGESCQ,Commune simple,1977,7707.98977547852,361992.634086262,6306151.81540269,2323
40279,SAINT-PAUL-LES-DAX,Commune simple,12956,5835.85785698364,371348.039903699,6302630.72804475,2324
40283,SAINT-VINCENT-DE-PAUL,Commune simple,3048,3267.00770349124,377862.806487831,6304547.00714373,2325
40313,TARTAS,Commune simple,3201,3082.29040599076,395715.200415309,6309434.01022914,2326
40309,SOUPROSSE,Commune simple,1079,4190.03811098755,400927.263616166,6306377.89831096,2327
40282,SAINT-SEVER,Commune simple,4732,4703.79862198636,412864.245816309,6302300.58050245,2328
40117,GRENADE-SUR-L'ADOUR,Commune simple,2505,1975.0885949945,424533.52130326,6305256.63167996,2329
32155,LE HOUGA,Commune simple,1193,3169.30796599051,443533.344369875,6301892.88349181,2330
32094,CAUPENNE-D'ARMAGNAC,Commune simple,420,2208.79526549374,452866.630807107,6303208.48922141,2331
32296,NOGARO,Commune simple,1960,1118.41201399665,455999.550577745,6300496.79705811,2332
32190,LANNEPAX,Commune simple,518,3130.54063299112,476724.35940588,6304919.09938009,2333
32462,VIC-FEZENSAC,Commune simple,3563,5490.97783148449,482428.030939042,6299586.30305656,2334
32083,CASTERA-VERDUZAN,Commune simple,955,1992.7036224937,493442.112988662,6303621.19476896,2335
32132,FLEURANCE,Commune simple,6280,4327.77692748717,510373.518049478,6307419.26262277,2336
32457,URDENS,Commune simple,274,734.200591997773,516108.682551933,6309688.80388351,2337
32436,SOLOMIAC,Commune simple,518,1370.13647599618,529939.460305877,6302722.14521879,2338
82059,FAUDOAS,Commune simple,294,1956.63965149399,536605.814744618,6305960.11614823,2339
82005,AUCAMVILLE,Commune simple,1137,2307.08749349333,557266.988219929,6301276.57874898,2340
31118,CASTELNAU-D'ESTRETEFONDS,Commune simple,5912,2836.30476949278,568169.324873104,6300830.75708759,2341
31584,VILLEMUR-SUR-TARN,Commune simple,5763,4687.52301548675,578659.84297551,6308449.8947257,2342
31066,BESSIERES,Commune simple,3625,1683.70479049548,586182.266394503,6300796.52738705,2343
81220,RABASTENS,Commune simple,5290,6656.97662598168,596672.918612716,6306327.87747381,2344
81171,MONTANS,Commune simple,1376,3261.41845698997,608847.578073156,6306345.34146657,2345
81046,CADALEN,Commune simple,1497,4052.78482698876,618266.023877746,6305423.49482244,2346
81147,LOMBERS,Commune simple,1110,3896.26343648906,631078.776508488,6302229.59769089,2347
81097,FREJAIROLLES,Commune simple,1314,1717.1438109952,638070.423405486,6309117.50286949,2348
81003,ALBAN,Commune simple,931,970.241087996919,656312.730414533,6309631.61231688,2349
12248,SAINT-SERNIN-SUR-RANCE,Commune simple,637,1151.15426399664,669722.917536125,6308926.83128766,2350
12025,BELMONT-SUR-RANCE,Commune simple,1018,4428.04530848717,680006.76938055,6302856.44226218,2351
12044,CAMARES,Commune simple,986,4201.08982198853,690745.050711296,6302204.46127889,2352
12099,FAYET,Commune simple,260,1622.62342999538,698157.679925508,6300458.147501,2353
12155,FONDAMENTE,Commune simple,324,5105.84011398492,709226.242222519,6306979.05163288,2354
34064,LE CAYLAR,Commune simple,441,2250.39021649377,725047.308209821,6308115.79079114,2355
34317,LA VACQUERIE-ET-SAINT-MARTIN-DE-CASTRIES,Commune simple,173,4417.55861048711,738712.768335188,6299549.44716107,2356
34264,SAINT-JEAN-DE-BUEGES,Commune simple,199,1687.12399399485,748652.790597597,6304089.93724523,2357
34274,SAINT-MARTIN-DE-LONDRES,Commune simple,2651,3828.23669848865,756983.473893247,6299511.1875563,2358
34078,CLARET,Commune simple,1418,2851.43441349122,770493.081393448,6306847.51583382,2359
30095,CORCONNE,Commune simple,545,1301.6715399961,775593.535678926,6308607.53936005,2360
30062,CALVISSON,Commune simple,5298,2905.00718899225,795697.496788491,6299467.50382956,2361
30169,MILHAUD,Commune simple,5755,1850.04809049473,805373.671948711,6299790.87175443,2362
30189,NIMES,Préfecture de département,150564,16061.3708014552,808377.243775162,6305980.4513688,2363
30155,MANDUEL,Commune simple,6346,2628.26900249237,819792.767112725,6301828.831814,2364
13108,TARASCON,Commune simple,13941,7421.00465147816,835714.447586439,6300902.92793833,2365
13100,SAINT-REMY-DE-PROVENCE,Commune simple,9798,9041.61191697463,849167.433272182,6299993.50354386,2366
84035,CAVAILLON,Commune simple,25636,4632.25841698642,863681.585895374,6307840.09762411,2367
84099,ROBION,Commune simple,4152,1792.09678699475,869616.715930328,6308160.61582248,2368
84020,BONNIEUX,Commune simple,1376,5131.52918598559,886188.204867327,6305844.13029787,2369
84042,CUCURON,Commune simple,1797,3254.24407749091,896689.851697535,6300752.13300652,2370
84084,LA MOTTE-D'AIGUES,Commune simple,1333,1444.28453299568,902983.609678945,6301541.50183936,2371
04152,PIERREVERT,Commune simple,3706,2778.60522049141,919069.407964534,6304641.19984264,2372
04112,MANOSQUE,Commune simple,22412,5678.75274948364,924475.702292809,6307981.42503,2373
04230,VALENSOLE,Commune simple,3244,12762.0265639627,936619.218800431,6308764.2007894,2374
04166,RIEZ,Commune simple,1822,4059.76866548833,947985.370234846,6308072.65370289,2375
04135,MOUSTIERS-SAINTE-MARIE,Commune simple,684,9034.78837797431,959589.83186328,6309659.94745005,2376
04144,LA PALUD-SUR-VERDON,Commune simple,335,8137.72875047611,967708.332128456,6305368.14434948,2377
83020,LE BOURGUET,Commune simple,28,2546.35582899313,982000.359542905,6304148.49921797,2378
06134,SERANON,Commune simple,489,2302.71020249352,997164.445401802,6303203.28555265,2379
06058,ESCRAGNOLLES,Commune simple,618,2582.61523999269,1004796.2619092,6299554.67073384,2380
06070,GREOLIERES,Commune simple,597,5261.27657548463,1016310.72846614,6308785.19556552,2381
06157,VENCE,Commune simple,19052,3919.6973529892,1030366.22230711,6301849.27705243,2382
06088,NICE,Préfecture de département,342295,7356.87096597935,1041425.00940473,6299530.54956885,2383
98000,MONACO,"",37550,200,1056613.41771964,6303190.57077835,2384
06083,MENTON,Commune simple,28100,1382.85199449587,1061564.26608645,6309398.99357008,2385
40187,MOLIETS-ET-MAA,Commune simple,1053,2806.24707299179,349540.209981925,6316303.5399051,2422
40150,LEON,Commune simple,1981,6704.47396648125,355964.556161621,6314902.48430508,2423
40075,CASTETS,Commune simple,1997,9184.73795847358,366961.045719828,6317105.94265122,2424
40142,LALUQUE,Commune simple,965,5270.30985998592,379572.189074131,6313890.01659407,2425
40031,BEGAAR,Commune simple,1098,2784.54800849252,389952.309524661,6310934.89642619,2426
40180,MEILHAN,Commune simple,1124,3877.39124548934,402928.029246168,6313630.60117173,2427
40192,MONT-DE-MARSAN,Préfecture de département,31334,3617.7509484903,419642.663331455,6317356.70951648,2428
40055,BRETAGNE-DE-MARSAN,Commune simple,1517,1321.94051649619,421338.444341395,6310357.89235181,2429
40331,VILLENEUVE-DE-MARSAN,Commune simple,2421,2334.63224449328,434611.031188731,6317389.09133301,2430
32127,ESTANG,Commune simple,640,2277.9154319938,450529.714999979,6313071.38969157,2431
32096,CAZAUBON,Commune simple,1709,5587.93053898412,456792.905641211,6318652.47304409,2432
32119,EAUZE,Commune simple,3877,7025.62425247953,467331.803075046,6311136.62802445,2433
32459,VALENCE-SUR-BAISE,Commune simple,1140,2736.33934049157,488122.942345321,6311221.96866543,2434
32095,CAUSSENS,Commune simple,588,1319.99464499645,494644.909983125,6319802.67209831,2435
32404,SAINT-PUY,Commune simple,588,3655.14196198955,495799.122487944,6310994.26492197,2435
32208,LECTOURE,Commune simple,3730,8581.70845697602,511392.125446968,6318489.75252813,2436
32370,SAINT-CLAR,Commune simple,996,1823.71622349412,520114.052352412,6312925.77577367,2437
82097,LAVIT,Commune simple,1534,2638.25971999293,533426.319192683,6319581.68967024,2438
82013,BEAUMONT-DE-LOMAGNE,Commune simple,3772,4673.42236248653,540075.290668296,6310702.19300963,2439
82062,FINHAN,Commune simple,1498,1185.83834749633,556981.829878327,6314212.291158,2440
82125,MONTECH,Commune simple,6072,4980.40593398538,558523.7602247,6318609.13764997,2441
82167,SAINT-NAUPHARY,Commune simple,1765,2503.98471199332,575438.692159007,6319032.49535178,2442
82176,LA SALVETAT-BELMONTET,Commune simple,785,1841.62592149489,580659.315650799,6319702.40709668,2443
81145,LISLE-SUR-TARN,Commune simple,4440,8570.3849429749,602110.067297182,6311715.28244524,2444
81099,GAILLAC,Commune simple,14334,5082.72035898486,610541.788218694,6313680.29645357,2445
81156,MARSSAC-SUR-TARN,Commune simple,3014,721.031671997877,622575.914275793,6312865.26909918,2446
81004,ALBI,Préfecture de département,49342,4506.71604848679,631533.302003332,6314446.85558732,2447
81257,SAINT-JUERY,Commune simple,6749,905.336764497224,637642.168510637,6315945.18671253,2448
81010,AMBIALET,Commune simple,455,3034.82139249102,649926.53878858,6314386.29333881,2449
12080,COUPIAC,Commune simple,426,2518.98896599337,667403.248794911,6316627.92050006,2450
12228,SAINT-IZAIRE,Commune simple,302,3481.45334849018,676202.493774645,6319141.28129054,2451
12208,SAINT-AFFRIQUE,Commune simple,8251,11064.8291899673,689283.716080336,6318529.00364524,2452
12203,ROQUEFORT-SUR-SOULZON,Commune simple,617,1697.87485799469,698478.774004965,6319075.40631053,2453
12077,CORNUS,Commune simple,505,9317.03172197233,716122.567340173,6310402.90210618,2454
12115,L'HOSPITALET-DU-LARZAC,Commune simple,306,1224.3051054961,716738.092797815,6319445.94120445,2455
30009,ALZON,Commune simple,196,2781.40393849195,735876.317453853,6319523.98938464,2456
30026,AVEZE,Commune simple,1099,410.148940998736,748107.50238554,6319821.4923197,2457
34111,GANGES,Commune simple,3967,723.572654497824,756610.803368838,6316524.2229244,2458
30263,SAINT-HIPPOLYTE-DU-FORT,Commune simple,3886,2965.56334349146,768438.420540461,6317553.76526961,2459
30210,QUISSAC,Commune simple,3116,2311.49824799317,780109.450167541,6313756.03602901,2460
30281,SAINT-MAMERT-DU-GARD,Commune simple,1588,1439.36610899568,794275.631365209,6310076.47809308,2461
30255,SAINT-GENIES-DE-MALGOIRES,Commune simple,2957,1204.48131449657,797374.976808116,6317113.06072675,2462
30206,POULX,Commune simple,3958,1208.50642749618,814290.067884286,6313869.90045587,2463
30179,MONTFRIN,Commune simple,3187,1530.20071649569,827943.905187331,6309753.33858946,2464
30011,LES ANGLES,Commune simple,8362,1712.87134449503,840652.628293094,6317976.38368974,2465
84007,AVIGNON,Préfecture de département,90305,6528.6950854812,847840.234417976,6316867.18335098,2466
84132,LE THOR,Commune simple,8532,3452.80777948968,860039.693999513,6316372.70411036,2467
84054,L'ISLE-SUR-LA-SORGUE,Commune simple,18955,4486.95028598664,865128.701473343,6314814.7635331,2468
84050,GORDES,Commune simple,1946,4904.50418098548,876572.910983957,6314713.05225228,2469
84003,APT,Sous-préfecture,12325,4554.47096498716,891948.304785058,6311817.72845529,2470
84103,RUSTREL,Commune simple,733,2894.75806399061,898766.126877398,6317649.66595407,2471
04160,REILLANNE,Commune simple,1557,3914.83840798848,913646.83826971,6313297.234826,2472
04242,VILLENEUVE,Commune simple,3881,2509.07631999261,929573.213785602,6314910.4301522,2473
04143,ORAISON,Commune simple,5716,3862.16111148943,934900.902908386,6316807.15071688,2474
04157,PUIMOISSON,Commune simple,749,3523.10562948859,950897.663653618,6313011.75627418,2475
04184,SAINT-JURS,Commune simple,144,3382.7072599904,956470.609718071,6316280.84762364,2476
04204,SENEZ,Commune simple,166,7120.10573647953,970430.352234541,6319507.40512942,2477
04039,CASTELLANE,Sous-préfecture,1549,12229.3772834644,980617.360352163,6311311.06948862,2478
04210,SOLEILHAS,Commune simple,123,3463.69469999042,993226.942857688,6313570.67914943,2479
06024,BRIANCONNET,Commune simple,236,2471.47897499277,1000979.99158938,6314488.3688618,2480
06135,SIGALE,Commune simple,206,546.338452998497,1018676.56796797,6316544.51673899,2481
06106,ROQUESTERON,Commune simple,567,604.793562498359,1023380.82822322,6315853.55027576,2482
06075,LEVENS,Commune simple,4819,2944.94541699182,1040783.88509075,6314866.45981967,2483
06048,CONTES,Commune simple,7279,1950.34345899434,1047802.90540905,6310636.0740032,2484
06136,SOSPEL,Commune simple,3636,6256.70042398084,1057241.19272664,6319544.05379771,2485
40326,VIELLE-SAINT-GIRONS,Commune simple,1214,7418.89132197847,352896.608223593,6325136.37937343,2522
40155,LINXE,Commune simple,1351,8103.72355247554,361389.381881698,6323507.79027623,2523
40152,LESPERON,Commune simple,1032,10373.9737599696,372952.954897011,6326694.98447298,2524
40243,RION-DES-LANDES,Commune simple,2521,11823.3536179654,384249.842413653,6322976.38509671,2525
40040,BEYLONGUE,Commune simple,388,3781.36173098919,392697.137966484,6320962.97793217,2526
40274,SAINT-MARTIN-D'ONEY,Commune simple,1356,3518.12504598913,406782.763199659,6321214.72432125,2527
40320,UCHACQ-ET-PARENTIS,Commune simple,558,3837.32769098896,415313.225653835,6322749.24667521,2528
40234,POUYDESSEAUX,Commune simple,932,3375.03330598982,431359.514925315,6326657.05257485,2529
40288,SARBAZAN,Commune simple,1155,2245.62711249346,434526.814628968,6329432.92769871,2530
40131,LABASTIDE-D'ARMAGNAC,Commune simple,689,3192.48149349133,445206.34565552,6321680.70761785,2531
40102,GABARRET,Commune simple,1330,1704.86710749503,459041.4096223,6325457.06894733,2532
32079,CASTELNAU D'AUZAN LABARRERE,Commune simple,1259,5777.91915048358,468003.701168621,6321089.22872984,2533
32107,CONDOM,Sous-préfecture,7003,9788.23816047089,489324.359044406,6322692.48491344,2534
32345,LA ROMIEU,Commune simple,572,2793.47077949147,499760.744115924,6324036.05028945,2535
32082,CASTERA-LECTOUROIS,Commune simple,332,1907.21046049445,508434.896430984,6324023.97983729,2536
32253,MIRADOUX,Commune simple,530,3495.93008298958,520227.485595879,6324302.8948481,2537
82102,MANSONVILLE,Commune simple,282,1553.13990049521,527745.121875978,6326416.92021432,2538
82031,CASTELMAYRAN,Commune simple,1162,1568.07098699477,543592.61807935,6326954.20684495,2539
82033,CASTELSARRASIN,Sous-préfecture,13739,7685.83570797765,549656.00881254,6329510.77722831,2540
82121,MONTAUBAN,Préfecture de département,57921,13546.5111469587,568824.909284348,6326197.59950148,2541
82161,SAINT-ETIENNE-DE-TULMONT,Commune simple,3719,2150.40678749331,576428.16733308,6328502.59319082,2542
82134,NEGREPELISSE,Commune simple,5439,4883.5874779862,582104.592067435,6330472.87905517,2543
81064,CASTELNAU-DE-MONTMIRAL,Commune simple,1029,9097.21584997299,602344.141638059,6321651.42674327,2544
81051,CAHUZAC-SUR-VERE,Commune simple,1093,3092.24144599097,612960.881554642,6321402.66192448,2545
81069,CORDES-SUR-CIEL,Commune simple,940,835.266127997367,616217.463359517,6330499.43045009,2546
81060,CARMAUX,Commune simple,9688,1451.18850599594,633194.214506692,6328939.22123879,2547
81306,VALDERIES,Commune simple,824,2100.26442049428,638389.761329889,6324707.07992167,2548
81308,VALENCE-D'ALBIGEOIS,Commune simple,1311,2037.20180099411,650707.058282916,6324236.81506453,2549
12197,REQUISTA,Commune simple,2016,5868.02111948312,663846.760542435,6325974.06748458,2550
12037,BROQUIES,Commune simple,619,3792.22629498848,676497.809271841,6324359.95467816,2551
12244,SAINT-ROME-DE-TARN,Commune simple,861,5182.50166898494,691233.581372608,6325909.03603581,2552
12084,CREISSELS,Commune simple,1573,2892.57597749136,704812.157614088,6329520.17242496,2553
12063,LA CAVALERIE,Commune simple,1064,4079.08635898765,714731.295809062,6323646.46636104,2554
12168,NANT,Commune simple,936,10951.2746449691,722932.214781513,6324609.33342499,2555
12231,SAINT-JEAN-DU-BRUEL,Commune simple,653,3733.41000198929,730621.613822744,6325298.54249105,2556
30350,LE VIGAN,Sous-préfecture,3920,1751.28245749503,750168.723707508,6321314.70980893,2557
30325,SUMENE,Commune simple,1626,3714.32126848916,758702.384085883,6321329.61345125,2558
30140,LASALLE,Commune simple,1144,997.288240997113,768300.828434209,6327482.98542154,2559
30010,ANDUZE,Commune simple,3377,1438.31625749592,778069.141173564,6328454.93753583,2560
30214,RIBAUTE-LES-TAVERNES,Commune simple,1955,1425.89147899578,786972.065473079,6327629.70285017,2561
30184,MOUSSAC,Commune simple,1338,759.188896497572,799082.691445243,6320615.27346977,2562
30334,UZES,Commune simple,8573,2556.31304599261,813556.416389174,6324908.40933602,2563
30073,CASTILLON-DU-GARD,Commune simple,1572,1812.79564449468,824839.369424832,6321160.56964381,2564
30217,ROCHEFORT-DU-GARD,Commune simple,7518,3427.98702798996,834848.171694517,6321722.57030199,2565
84129,SORGUES,Commune simple,18500,3372.50435899016,849654.831336985,6325779.39038161,2566
84080,MONTEUX,Commune simple,12015,3943.20433848789,859093.619807365,6328098.26954385,2567
84072,MAZAN,Commune simple,5816,3782.6941329888,870686.405943586,6330701.76007731,2568
84018,BLAUVAC,Commune simple,491,2087.68615299309,879870.198944728,6329013.88520815,2569
84118,SAINT-SATURNIN-LES-APT,Commune simple,2729,7668.44946097887,890473.287236182,6320652.6865214,2570
84107,SAINT-CHRISTOL,Commune simple,1236,4644.72110148629,900651.816265243,6328997.61721551,2571
04018,BANON,Commune simple,1026,3988.5252619878,912410.586229057,6328870.46317089,2572
04088,FORCALQUIER,Sous-préfecture,4842,4329.89951448734,923743.876181321,6321876.14508205,2573
04116,LES MEES,Commune simple,3592,6458.88496048158,937870.357495196,6326202.99350627,2574
04046,LE CHAFFAUT-SAINT-JURSON,Commune simple,722,2929.26233999154,951777.663914031,6329891.72792407,2575
04084,ESTOUBLON,Commune simple,478,3478.59248948965,956388.416610099,6321206.51943099,2576
04022,BARREME,Commune simple,446,3727.53483448895,971131.890672623,6322141.20723174,2577
04173,SAINT-ANDRE-LES-ALPES,Commune simple,932,4903.23731098621,980905.266243592,6325414.84445868,2578
04008,ANNOT,Commune simple,1068,2982.30527049093,993915.945541225,6324915.75905568,2579
04076,ENTREVAUX,Commune simple,907,6075.07679348202,1005094.13639878,6324135.08139299,2580
06099,PUGET-THENIERS,Commune simple,1861,2126.65267199348,1013387.57274262,6324762.63081071,2581
06158,VILLARS-SUR-VAR,Commune simple,668,2549.23132949237,1027401.98882916,6325417.54387253,2582
06074,LANTOSQUE,Commune simple,1318,4491.09915248698,1045290.08586824,6328475.73633831,2583
06077,LUCERAM,Commune simple,1216,6448.69813498113,1049486.79812424,6320977.48145639,2584
06023,BREIL-SUR-ROYA,Commune simple,2480,8136.73164047624,1061425.21029438,6325981.51140622,2585
40157,LIT-ET-MIXE,Commune simple,1563,11070.7296999682,357284.319872837,6333849.72268375,2623
40182,MEZOS,Commune simple,853,8890.82861097404,369128.024954994,6340653.30828699,2624
40210,ONESSE-LAHARIE,Commune simple,970,13246.1964274607,377625.32287345,6338575.63077994,2625
40197,MORCENX,Commune simple,4447,6207.9981324819,388474.568173272,6334565.98950589,2626
40105,GAREIN,Commune simple,442,5677.98509298248,407612.550891362,6334527.04921914,2627
40056,BROCAS,Commune simple,770,5318.4465304843,416174.895256267,6333739.87090009,2628
40014,ARUE,Commune simple,310,4965.00983848605,431278.633021284,6334479.74520949,2629
40245,ROQUEFORT,Commune simple,1855,1178.65443349669,433511.789685868,6332039.42462003,2630
40158,LOSSE,Commune simple,269,10296.2101694694,452632.06747712,6337723.82281936,2631
40161,LUBBON,Commune simple,107,4822.90847198541,458592.242005673,6339797.49153371,2632
47302,SOS,Commune simple,686,5308.6101429829,469842.16968777,6332898.86799109,2633
47195,NERAC,Sous-préfecture,7070,6290.031646481,487483.062459791,6340535.53096774,2634
47102,FRANCESCAS,Commune simple,722,2128.53859849334,494039.518533963,6333258.54608273,2635
47137,LAPLUME,Commune simple,1446,3262.91004098988,503023.579780799,6338406.57862494,2636
47145,LAYRAC,Commune simple,3525,3787.17159198903,512271.597862755,6338478.76801347,2637
82186,VALENCE,Commune simple,5174,1364.80500849548,531803.17611484,6336530.72087288,2638
82169,SAINT-NICOLAS-DE-LA-GRAVE,Commune simple,2166,2914.80185149137,541440.350867898,6331612.5034242,2639
82112,MOISSAC,Commune simple,12564,8648.74449297445,547799.678833276,6338142.43607047,2640
82087,LAFRANCAISE,Commune simple,2872,5042.40617548498,559114.567546325,6338950.21044304,2641
82002,ALBIAS,Commune simple,3182,2175.07365999345,575745.833339983,6332638.32190077,2642
82037,CAUSSADE,Commune simple,6753,4594.60954798632,583542.84399094,6340843.99027236,2643
82155,SAINT-ANTONIN-NOBLE-VAL,Commune simple,1885,10467.7757604696,598948.356027812,6340508.98775689,2644
82187,VAREN,Commune simple,665,2413.66792649242,610925.886264516,6340508.37039887,2645
82088,LAGUEPIE,Commune simple,691,1499.38346549551,616696.901597055,6340980.96211454,2646
81170,MONESTIES,Commune simple,1422,2735.62459299194,627776.760029379,6331539.673433,2647
81201,PAMPELONNE,Commune simple,815,3493.09906998925,639404.513344847,6335505.39401729,2648
12127,LEDERGUES,Commune simple,714,3673.45808398941,655144.052492682,6331406.86596383,2649
12267,LA SELVE,Commune simple,635,4767.61433148646,662884.178732521,6334185.92577792,2650
12299,VILLEFRANCHE-DE-PANAT,Commune simple,716,3110.2177054908,677264.159128995,6333218.19186637,2651
12253,SALLES-CURAN,Commune simple,1064,9967.13369047061,682919.91955254,6340084.91651872,2652
12213,SAINT-BEAUZELY,Commune simple,556,3124.34639049028,697320.34679452,6341149.24754775,2653
12145,MILLAU,Sous-préfecture,22205,17051.1636624503,709386.648291352,6333171.94883742,2654
12204,LA ROQUE-SAINTE-MARGUERITE,Commune simple,188,4929.83165498492,719345.827770605,6334492.14448411,2655
30139,LANUEJOLS,Commune simple,361,6243.01759198129,730039.448163327,6336617.52946578,2656
30339,VALLERAUGUE,Commune simple,1039,7916.58553397702,749661.694652893,6332266.20937879,2657
30231,SAINT-ANDRE-DE-VALBORGNE,Commune simple,416,4826.58957598543,754827.105950364,6338950.60065704,2658
30269,SAINT-JEAN-DU-GARD,Commune simple,2706,4153.52900698818,770267.961648379,6334613.38306333,2659
30027,BAGARD,Commune simple,2541,1419.00515949592,783621.954705568,6330739.16022506,2660
30007,ALES,Sous-préfecture,40711,2387.58445699311,787136.436553507,6336867.24454621,2661
30055,BROUZET-LES-ALES,Commune simple,633,1324.71491099572,800142.672319091,6337889.09173005,2662
30279,SAINT-LAURENT-LA-VERNEDE,Commune simple,758,1184.52355999666,816978.700120925,6335834.84218529,2663
30225,SABRAN,Commune simple,1779,3571.83944848985,824079.389000725,6340260.51940511,2664
30141,LAUDUN-L'ARDOISE,Commune simple,6034,3388.21343898992,833200.339728397,6335153.11959684,2665
84087,ORANGE,Commune simple,29193,7405.14267747871,844865.215991619,6338322.55458031,2666
84122,SARRIANS,Commune simple,5858,3756.91212148917,856676.832596924,6335307.79453495,2667
84031,CARPENTRAS,Sous-préfecture,28422,3815.53924148919,865134.51316791,6331069.15886679,2668
84017,BEDOIN,Commune simple,3110,9042.38349797315,878779.266302204,6340103.90884012,2669
84123,SAULT,Commune simple,1359,11202.9183249673,892129.999282914,6333378.42682708,2670
04163,REVEST-DU-BION,Commune simple,581,4395.2271929867,903407.313001554,6336024.05085098,2671
04101,LARDIERS,Commune simple,115,3040.88405549129,918310.117585882,6335500.81004071,2672
04178,SAINT-ETIENNE-LES-ORGUES,Commune simple,1249,4931.93649898554,922711.418887099,6333742.99875929,2673
04049,CHATEAU-ARNOUX-SAINT-AUBAN,Commune simple,5198,1857.15452049414,939599.707472704,6336320.56364746,2674
04108,MALIJAI,Commune simple,1989,2729.10899399195,944476.61279544,6330817.92174837,2675
04070,DIGNE-LES-BAINS,Préfecture de département,16512,10959.5982059682,959029.653659191,6337689.22424748,2676
04214,TARTONNE,Commune simple,140,4478.25953898611,970937.921584144,6336856.98954905,2677
04219,THORAME-HAUTE,Commune simple,232,10983.7206244682,988278.568896867,6338446.72083827,2678
04090,LE FUGERET,Commune simple,192,2834.9630029921,993775.265900044,6330764.50911021,2679
06071,GUILLAUMES,Commune simple,673,8690.79247047486,1010216.36878963,6339725.46317927,2680
06096,PIERLAS,Commune simple,89,3141.33327149026,1021889.03076328,6334371.99734576,2681
06072,ILONSE,Commune simple,180,4039.6810244885,1027729.72991269,6334734.53874469,2682
