id,x_ctr,y_ctr
628,415536.632365591,6125720.17815849
629,426892.332054563,6125720.17815849
630,438248.031743536,6125720.17815849
631,449603.731432508,6125720.17815849
632,460959.431121481,6125720.17815849
633,472315.130810453,6125720.17815849
634,483670.830499426,6125720.17815849
635,495026.530188398,6125720.17815849
636,506382.229877371,6125720.17815849
637,517737.929566343,6125720.17815849
638,529093.629255316,6125720.17815849
639,540449.328944288,6125720.17815849
640,551805.028633261,6125720.17815849
641,563160.728322233,6125720.17815849
642,574516.428011206,6125720.17815849
643,585872.127700178,6125720.17815849
644,597227.827389151,6125720.17815849
645,608583.527078123,6125720.17815849
646,619939.226767096,6125720.17815849
647,631294.926456068,6125720.17815849
648,642650.626145041,6125720.17815849
649,654006.325834014,6125720.17815849
650,665362.025522986,6125720.17815849
651,676717.725211959,6125720.17815849
652,688073.424900931,6125720.17815849
653,699429.124589904,6125720.17815849
654,710784.824278876,6125720.17815849
655,722140.523967849,6125720.17815849
656,733496.223656821,6125720.17815849
657,744851.923345794,6125720.17815849
658,756207.623034766,6125720.17815849
659,767563.322723739,6125720.17815849
660,778919.022412711,6125720.17815849
661,790274.722101684,6125720.17815849
662,801630.421790656,6125720.17815849
663,812986.121479629,6125720.17815849
664,824341.821168602,6125720.17815849
665,835697.520857574,6125720.17815849
666,847053.220546547,6125720.17815849
667,858408.920235519,6125720.17815849
668,869764.619924492,6125720.17815849
669,881120.319613464,6125720.17815849
670,892476.019302437,6125720.17815849
671,903831.718991409,6125720.17815849
672,915187.418680382,6125720.17815849
673,926543.118369354,6125720.17815849
674,937898.818058327,6125720.17815849
675,949254.517747299,6125720.17815849
676,960610.217436272,6125720.17815849
677,971965.917125244,6125720.17815849
678,983321.616814217,6125720.17815849
679,994677.316503189,6125720.17815849
680,1006033.01619216,6125720.17815849
681,1017388.71588113,6125720.17815849
682,1028744.41557011,6125720.17815849
683,1040100.11525908,6125720.17815849
684,1051455.81494805,6125720.17815849
685,1062811.51463702,6125720.17815849
686,1074167.214326,6125720.17815849
687,1085522.91401497,6125720.17815849
688,1096878.61370394,6125720.17815849
689,1108234.31339291,6125720.17815849
690,1119590.01308189,6125720.17815849
691,1130945.71277086,6125720.17815849
692,1142301.41245983,6125720.17815849
693,1153657.1121488,6125720.17815849
694,1165012.81183778,6125720.17815849
695,1176368.51152675,6125720.17815849
696,1187724.21121572,6125720.17815849
697,1199079.91090469,6125720.17815849
698,1210435.61059367,6125720.17815849
699,1221791.31028264,6125720.17815849
700,1233147.00997161,6125720.17815849
701,108932.740763332,6136233.30680496
702,120288.440452305,6136233.30680496
703,131644.140141277,6136233.30680496
704,142999.83983025,6136233.30680496
705,154355.539519222,6136233.30680496
706,165711.239208195,6136233.30680496
707,177066.938897168,6136233.30680497
708,188422.63858614,6136233.30680497
709,199778.338275113,6136233.30680497
710,211134.037964085,6136233.30680497
711,222489.737653058,6136233.30680497
712,233845.43734203,6136233.30680496
713,245201.137031003,6136233.30680496
714,256556.836719975,6136233.30680497
715,267912.536408948,6136233.30680497
716,279268.23609792,6136233.30680497
717,290623.935786893,6136233.30680497
718,301979.635475865,6136233.30680497
719,313335.335164838,6136233.30680497
720,324691.03485381,6136233.30680497
721,336046.734542783,6136233.30680497
722,347402.434231755,6136233.30680497
723,358758.133920728,6136233.30680497
724,370113.8336097,6136233.30680497
725,381469.533298673,6136233.30680497
726,392825.232987646,6136233.30680497
727,404180.932676618,6136233.30680497
728,415536.632365591,6136233.30680497
729,426892.332054563,6136233.30680497
730,438248.031743536,6136233.30680497
731,449603.731432508,6136233.30680497
732,460959.431121481,6136233.30680497
733,472315.130810453,6136233.30680497
734,483670.830499426,6136233.30680497
735,495026.530188398,6136233.30680497
736,506382.229877371,6136233.30680497
737,517737.929566343,6136233.30680497
738,529093.629255316,6136233.30680497
739,540449.328944288,6136233.30680497
740,551805.028633261,6136233.30680497
741,563160.728322233,6136233.30680497
742,574516.428011206,6136233.30680497
743,585872.127700178,6136233.30680497
744,597227.827389151,6136233.30680497
745,608583.527078123,6136233.30680497
746,619939.226767096,6136233.30680497
747,631294.926456068,6136233.30680497
748,642650.626145041,6136233.30680497
749,654006.325834014,6136233.30680497
750,665362.025522986,6136233.30680497
751,676717.725211959,6136233.30680497
752,688073.424900931,6136233.30680497
753,699429.124589904,6136233.30680497
754,710784.824278876,6136233.30680497
755,722140.523967849,6136233.30680497
756,733496.223656821,6136233.30680497
757,744851.923345794,6136233.30680497
758,756207.623034766,6136233.30680497
759,767563.322723739,6136233.30680497
760,778919.022412711,6136233.30680497
761,790274.722101684,6136233.30680497
762,801630.421790656,6136233.30680497
763,812986.121479629,6136233.30680497
764,824341.821168602,6136233.30680497
765,835697.520857574,6136233.30680497
766,847053.220546547,6136233.30680497
767,858408.920235519,6136233.30680497
768,869764.619924492,6136233.30680497
769,881120.319613464,6136233.30680497
770,892476.019302437,6136233.30680497
771,903831.718991409,6136233.30680497
772,915187.418680382,6136233.30680497
773,926543.118369354,6136233.30680497
774,937898.818058327,6136233.30680497
775,949254.517747299,6136233.30680497
776,960610.217436272,6136233.30680497
777,971965.917125244,6136233.30680497
778,983321.616814217,6136233.30680497
779,994677.316503189,6136233.30680497
780,1006033.01619216,6136233.30680497
781,1017388.71588113,6136233.30680497
782,1028744.41557011,6136233.30680497
783,1040100.11525908,6136233.30680497
784,1051455.81494805,6136233.30680497
785,1062811.51463702,6136233.30680497
786,1074167.214326,6136233.30680497
787,1085522.91401497,6136233.30680497
788,1096878.61370394,6136233.30680497
789,1108234.31339291,6136233.30680497
790,1119590.01308189,6136233.30680497
791,1130945.71277086,6136233.30680497
792,1142301.41245983,6136233.30680497
793,1153657.1121488,6136233.30680497
794,1165012.81183778,6136233.30680497
795,1176368.51152675,6136233.30680497
796,1187724.21121572,6136233.30680497
797,1199079.91090469,6136233.30680497
798,1210435.61059367,6136233.30680497
799,1221791.31028264,6136233.30680497
800,1233147.00997161,6136233.30680497
801,108932.740763332,6146746.43545145
802,120288.440452305,6146746.43545145
803,131644.140141277,6146746.43545145
804,142999.83983025,6146746.43545145
805,154355.539519222,6146746.43545145
806,165711.239208195,6146746.43545145
807,177066.938897168,6146746.43545145
808,188422.63858614,6146746.43545145
809,199778.338275113,6146746.43545145
