alti,CODGEO
132.399993896484,76069
131.5,76069
125.580001831055,76069
116.76000213623,76069
130.630004882813,76069
132.130004882813,76069
128.220001220703,76069
102.449996948242,76069
78,76069
47,76069
4.05000019073486,76069
-0.0700000002980232,76069
-0.0700000002980232,76069
4.23000001907349,76069
-0.0700000002980232,76069
11.2799997329712,76069
52.060001373291,76069
69.5500030517578,76069
78.1800003051758,76069
89.879997253418,76069
106.26000213623,76069
