interval,interval_min,interval_max,type_betail,nb
"1.8e+05,1.82e+05",180000,182000,total_porcins,0
"1.82e+05,1.84e+05",182000,184000,total_bovins,0
"1.82e+05,1.84e+05",182000,184000,total_caprins,0
"1.82e+05,1.84e+05",182000,184000,total_equides,0
"1.82e+05,1.84e+05",182000,184000,total_ovins,0
"1.82e+05,1.84e+05",182000,184000,total_population,0.262464974718374
"1.82e+05,1.84e+05",182000,184000,total_porcins,0
"1.84e+05,1.86e+05",184000,186000,total_bovins,9.74863188002543
"1.84e+05,1.86e+05",184000,186000,total_caprins,0
"1.84e+05,1.86e+05",184000,186000,total_equides,0
"1.84e+05,1.86e+05",184000,186000,total_ovins,0
"1.84e+05,1.86e+05",184000,186000,total_population,0.314362473302921
"1.84e+05,1.86e+05",184000,186000,total_porcins,0
"1.86e+05,1.88e+05",186000,188000,total_bovins,4.68558034785293
"1.86e+05,1.88e+05",186000,188000,total_caprins,0
"1.86e+05,1.88e+05",186000,188000,total_equides,0
"1.86e+05,1.88e+05",186000,188000,total_ovins,0
"1.86e+05,1.88e+05",186000,188000,total_population,0.275119020391119
"1.86e+05,1.88e+05",186000,188000,total_porcins,0
"1.88e+05,1.9e+05",188000,190000,total_bovins,0
"1.88e+05,1.9e+05",188000,190000,total_caprins,0
"1.88e+05,1.9e+05",188000,190000,total_equides,0
"1.88e+05,1.9e+05",188000,190000,total_ovins,0
"1.88e+05,1.9e+05",188000,190000,total_population,0.270551488167286
"1.88e+05,1.9e+05",188000,190000,total_porcins,0
"1.9e+05,1.92e+05",190000,192000,total_bovins,0
"1.9e+05,1.92e+05",190000,192000,total_caprins,0
"1.9e+05,1.92e+05",190000,192000,total_equides,0
"1.9e+05,1.92e+05",190000,192000,total_ovins,0
"1.9e+05,1.92e+05",190000,192000,total_population,0.222155791914544
"1.9e+05,1.92e+05",190000,192000,total_porcins,0
"1.92e+05,1.94e+05",192000,194000,total_bovins,0
"1.92e+05,1.94e+05",192000,194000,total_caprins,0
"1.92e+05,1.94e+05",192000,194000,total_equides,0
"1.92e+05,1.94e+05",192000,194000,total_ovins,0
"1.92e+05,1.94e+05",192000,194000,total_population,0.214035040655786
"1.92e+05,1.94e+05",192000,194000,total_porcins,0
"1.94e+05,1.96e+05",194000,196000,total_bovins,0
"1.94e+05,1.96e+05",194000,196000,total_caprins,0
"1.94e+05,1.96e+05",194000,196000,total_equides,0
"1.94e+05,1.96e+05",194000,196000,total_ovins,0
"1.94e+05,1.96e+05",194000,196000,total_population,0.224778094396692
"1.94e+05,1.96e+05",194000,196000,total_porcins,0
"1.96e+05,1.98e+05",196000,198000,total_bovins,0
"1.96e+05,1.98e+05",196000,198000,total_caprins,0
"1.96e+05,1.98e+05",196000,198000,total_equides,0
"1.96e+05,1.98e+05",196000,198000,total_ovins,0
"1.96e+05,1.98e+05",196000,198000,total_population,0.237855277234127
"1.96e+05,1.98e+05",196000,198000,total_porcins,0
"1.98e+05,2e+05",198000,200000,total_bovins,0
"1.98e+05,2e+05",198000,200000,total_caprins,0
"1.98e+05,2e+05",198000,200000,total_equides,0
"1.98e+05,2e+05",198000,200000,total_ovins,0
"1.98e+05,2e+05",198000,200000,total_population,0.268781349296441
"1.98e+05,2e+05",198000,200000,total_porcins,0
"2e+05,2.02e+05",200000,202000,total_bovins,0
"2e+05,2.02e+05",200000,202000,total_caprins,0
"2e+05,2.02e+05",200000,202000,total_equides,0
"2e+05,2.02e+05",200000,202000,total_ovins,0
"2e+05,2.02e+05",200000,202000,total_population,0.268834686458991
"2e+05,2.02e+05",200000,202000,total_porcins,0
"2.02e+05,2.04e+05",202000,204000,total_bovins,28.2921198193064
"2.02e+05,2.04e+05",202000,204000,total_caprins,0
"2.02e+05,2.04e+05",202000,204000,total_equides,0
"2.02e+05,2.04e+05",202000,204000,total_ovins,0
"2.02e+05,2.04e+05",202000,204000,total_population,0.312596082953793
"2.02e+05,2.04e+05",202000,204000,total_porcins,0
"2.04e+05,2.06e+05",204000,206000,total_bovins,125.565439870964
"2.04e+05,2.06e+05",204000,206000,total_caprins,0
"2.04e+05,2.06e+05",204000,206000,total_equides,0
"2.04e+05,2.06e+05",204000,206000,total_ovins,0
"2.04e+05,2.06e+05",204000,206000,total_population,0.330572263191554
"2.04e+05,2.06e+05",204000,206000,total_porcins,0
"2.06e+05,2.08e+05",206000,208000,total_bovins,127.665254065429
"2.06e+05,2.08e+05",206000,208000,total_caprins,0
"2.06e+05,2.08e+05",206000,208000,total_equides,0
"2.06e+05,2.08e+05",206000,208000,total_ovins,0.193797426192377
"2.06e+05,2.08e+05",206000,208000,total_population,0.326830472570271
"2.06e+05,2.08e+05",206000,208000,total_porcins,0
"2.08e+05,2.1e+05",208000,210000,total_bovins,11.3823333780579
"2.08e+05,2.1e+05",208000,210000,total_caprins,0
"2.08e+05,2.1e+05",208000,210000,total_equides,0
"2.08e+05,2.1e+05",208000,210000,total_ovins,4.0830761775059
"2.08e+05,2.1e+05",208000,210000,total_population,0.280198845452333
"2.08e+05,2.1e+05",208000,210000,total_porcins,0
"2.1e+05,2.12e+05",210000,212000,total_bovins,207.828312669922
"2.1e+05,2.12e+05",210000,212000,total_caprins,0
"2.1e+05,2.12e+05",210000,212000,total_equides,0
"2.1e+05,2.12e+05",210000,212000,total_ovins,75.3762782877116
"2.1e+05,2.12e+05",210000,212000,total_population,0.668329992458803
"2.1e+05,2.12e+05",210000,212000,total_porcins,0
"2.12e+05,2.14e+05",212000,214000,total_bovins,110.927087487667
"2.12e+05,2.14e+05",212000,214000,total_caprins,0
"2.12e+05,2.14e+05",212000,214000,total_equides,0
"2.12e+05,2.14e+05",212000,214000,total_ovins,45.4450278288887
"2.12e+05,2.14e+05",212000,214000,total_population,1.83494658756166
"2.12e+05,2.14e+05",212000,214000,total_porcins,0
"2.14e+05,2.16e+05",214000,216000,total_bovins,130.558453132174
"2.14e+05,2.16e+05",214000,216000,total_caprins,0
"2.14e+05,2.16e+05",214000,216000,total_equides,0
"2.14e+05,2.16e+05",214000,216000,total_ovins,48.9713819491673
"2.14e+05,2.16e+05",214000,216000,total_population,1.81821827954689
"2.14e+05,2.16e+05",214000,216000,total_porcins,0
"2.16e+05,2.18e+05",216000,218000,total_bovins,245.474299116257
"2.16e+05,2.18e+05",216000,218000,total_caprins,0
"2.16e+05,2.18e+05",216000,218000,total_equides,0
"2.16e+05,2.18e+05",216000,218000,total_ovins,31.6980228652499
"2.16e+05,2.18e+05",216000,218000,total_population,0.955374113197201
"2.16e+05,2.18e+05",216000,218000,total_porcins,0
"2.18e+05,2.2e+05",218000,220000,total_bovins,219.224540757245
"2.18e+05,2.2e+05",218000,220000,total_caprins,0
"2.18e+05,2.2e+05",218000,220000,total_equides,0
"2.18e+05,2.2e+05",218000,220000,total_ovins,1.15057264065302
"2.18e+05,2.2e+05",218000,220000,total_population,0.650088842807694
"2.18e+05,2.2e+05",218000,220000,total_porcins,0
"2.2e+05,2.22e+05",220000,222000,total_bovins,1.09885328419424
"2.2e+05,2.22e+05",220000,222000,total_caprins,0
"2.2e+05,2.22e+05",220000,222000,total_equides,0
"2.2e+05,2.22e+05",220000,222000,total_ovins,0
"2.2e+05,2.22e+05",220000,222000,total_population,0.426910948057706
"2.2e+05,2.22e+05",220000,222000,total_porcins,0
"2.22e+05,2.24e+05",222000,224000,total_bovins,85.6720001652998
"2.22e+05,2.24e+05",222000,224000,total_caprins,0
"2.22e+05,2.24e+05",222000,224000,total_equides,0
"2.22e+05,2.24e+05",222000,224000,total_ovins,0
"2.22e+05,2.24e+05",222000,224000,total_population,0.394746129973301
"2.22e+05,2.24e+05",222000,224000,total_porcins,0
"2.24e+05,2.26e+05",224000,226000,total_bovins,107.355692884412
"2.24e+05,2.26e+05",224000,226000,total_caprins,0
"2.24e+05,2.26e+05",224000,226000,total_equides,3.90713184147222
"2.24e+05,2.26e+05",224000,226000,total_ovins,4.35087913679157
"2.24e+05,2.26e+05",224000,226000,total_population,0.492173256968449
"2.24e+05,2.26e+05",224000,226000,total_porcins,0
"2.26e+05,2.28e+05",226000,228000,total_bovins,91.6715048079532
"2.26e+05,2.28e+05",226000,228000,total_caprins,0
"2.26e+05,2.28e+05",226000,228000,total_equides,5.78394009638282
"2.26e+05,2.28e+05",226000,228000,total_ovins,7.90042194378223
"2.26e+05,2.28e+05",226000,228000,total_population,0.558269093938705
"2.26e+05,2.28e+05",226000,228000,total_porcins,0
"2.28e+05,2.3e+05",228000,230000,total_bovins,82.6124441564728
"2.28e+05,2.3e+05",228000,230000,total_caprins,0
"2.28e+05,2.3e+05",228000,230000,total_equides,5.8704809096474
"2.28e+05,2.3e+05",228000,230000,total_ovins,0
"2.28e+05,2.3e+05",228000,230000,total_population,0.489014282936284
"2.28e+05,2.3e+05",228000,230000,total_porcins,0
"2.3e+05,2.32e+05",230000,232000,total_bovins,77.8033896319487
"2.3e+05,2.32e+05",230000,232000,total_caprins,0
"2.3e+05,2.32e+05",230000,232000,total_equides,0.0930003973958856
"2.3e+05,2.32e+05",230000,232000,total_ovins,0
"2.3e+05,2.32e+05",230000,232000,total_population,0.229330953737251
"2.3e+05,2.32e+05",230000,232000,total_porcins,0
"2.32e+05,2.34e+05",232000,234000,total_bovins,77.5894334746044
"2.32e+05,2.34e+05",232000,234000,total_caprins,0
"2.32e+05,2.34e+05",232000,234000,total_equides,0
"2.32e+05,2.34e+05",232000,234000,total_ovins,0
"2.32e+05,2.34e+05",232000,234000,total_population,0.225307115916068
"2.32e+05,2.34e+05",232000,234000,total_porcins,0
"2.34e+05,2.36e+05",234000,236000,total_bovins,85.6222304240319
"2.34e+05,2.36e+05",234000,236000,total_caprins,0
"2.34e+05,2.36e+05",234000,236000,total_equides,0
"2.34e+05,2.36e+05",234000,236000,total_ovins,0
"2.34e+05,2.36e+05",234000,236000,total_population,0.376627691061912
"2.34e+05,2.36e+05",234000,236000,total_porcins,0
"2.36e+05,2.38e+05",236000,238000,total_bovins,163.531043590459
"2.36e+05,2.38e+05",236000,238000,total_caprins,0
"2.36e+05,2.38e+05",236000,238000,total_equides,1.24263683688408
"2.36e+05,2.38e+05",236000,238000,total_ovins,16.774877464671
"2.36e+05,2.38e+05",236000,238000,total_population,0.757164040950738
"2.36e+05,2.38e+05",236000,238000,total_porcins,0
"2.38e+05,2.4e+05",238000,240000,total_bovins,421.390586329872
"2.38e+05,2.4e+05",238000,240000,total_caprins,0
"2.38e+05,2.4e+05",238000,240000,total_equides,3.18413712937779
"2.38e+05,2.4e+05",238000,240000,total_ovins,46.389213579092
"2.38e+05,2.4e+05",238000,240000,total_population,0.717247728916735
"2.38e+05,2.4e+05",238000,240000,total_porcins,0
"2.4e+05,2.42e+05",240000,242000,total_bovins,376.30864996581
"2.4e+05,2.42e+05",240000,242000,total_caprins,0
"2.4e+05,2.42e+05",240000,242000,total_equides,3.9298020560975
"2.4e+05,2.42e+05",240000,242000,total_ovins,55.1738611501693
"2.4e+05,2.42e+05",240000,242000,total_population,1.10829380143756
"2.4e+05,2.42e+05",240000,242000,total_porcins,0
"2.42e+05,2.44e+05",242000,244000,total_bovins,351.390962577602
"2.42e+05,2.44e+05",242000,244000,total_caprins,0
"2.42e+05,2.44e+05",242000,244000,total_equides,1.37037694593561
"2.42e+05,2.44e+05",242000,244000,total_ovins,110.382608737851
"2.42e+05,2.44e+05",242000,244000,total_population,0.591251395956302
"2.42e+05,2.44e+05",242000,244000,total_porcins,0
"2.44e+05,2.46e+05",244000,246000,total_bovins,357.913642001197
"2.44e+05,2.46e+05",244000,246000,total_caprins,0
"2.44e+05,2.46e+05",244000,246000,total_equides,0
"2.44e+05,2.46e+05",244000,246000,total_ovins,166.775559922584
"2.44e+05,2.46e+05",244000,246000,total_population,0.514738375593707
"2.44e+05,2.46e+05",244000,246000,total_porcins,0
"2.46e+05,2.48e+05",246000,248000,total_bovins,378.433762703606
"2.46e+05,2.48e+05",246000,248000,total_caprins,0
"2.46e+05,2.48e+05",246000,248000,total_equides,0
"2.46e+05,2.48e+05",246000,248000,total_ovins,184.153365328821
"2.46e+05,2.48e+05",246000,248000,total_population,0.637311804282277
"2.46e+05,2.48e+05",246000,248000,total_porcins,0
"2.48e+05,2.5e+05",248000,250000,total_bovins,393.945992606003
"2.48e+05,2.5e+05",248000,250000,total_caprins,0
"2.48e+05,2.5e+05",248000,250000,total_equides,0.650977125323542
"2.48e+05,2.5e+05",248000,250000,total_ovins,198.07599384475
"2.48e+05,2.5e+05",248000,250000,total_population,0.678466404652578
"2.48e+05,2.5e+05",248000,250000,total_porcins,0
"2.5e+05,2.52e+05",250000,252000,total_bovins,411.094579196503
"2.5e+05,2.52e+05",250000,252000,total_caprins,0
"2.5e+05,2.52e+05",250000,252000,total_equides,3.95312467467312
"2.5e+05,2.52e+05",250000,252000,total_ovins,223.893248286493
"2.5e+05,2.52e+05",250000,252000,total_population,0.590261701575319
"2.5e+05,2.52e+05",250000,252000,total_porcins,0
"2.52e+05,2.54e+05",252000,254000,total_bovins,251.705280337244
"2.52e+05,2.54e+05",252000,254000,total_caprins,0
"2.52e+05,2.54e+05",252000,254000,total_equides,2.74649507701775
"2.52e+05,2.54e+05",252000,254000,total_ovins,151.48048965874
"2.52e+05,2.54e+05",252000,254000,total_population,0.392969729827694
"2.52e+05,2.54e+05",252000,254000,total_porcins,0
"2.54e+05,2.56e+05",254000,256000,total_bovins,52.5031121788785
"2.54e+05,2.56e+05",254000,256000,total_caprins,0
"2.54e+05,2.56e+05",254000,256000,total_equides,0
"2.54e+05,2.56e+05",254000,256000,total_ovins,13.8089635010072
"2.54e+05,2.56e+05",254000,256000,total_population,0.197777490546716
"2.54e+05,2.56e+05",254000,256000,total_porcins,0
"2.56e+05,2.58e+05",256000,258000,total_bovins,425.551583087319
"2.56e+05,2.58e+05",256000,258000,total_caprins,0
"2.56e+05,2.58e+05",256000,258000,total_equides,0
"2.56e+05,2.58e+05",256000,258000,total_ovins,62.6861606193344
"2.56e+05,2.58e+05",256000,258000,total_population,0.348887851914783
"2.56e+05,2.58e+05",256000,258000,total_porcins,0
"2.58e+05,2.6e+05",258000,260000,total_bovins,309.432931235793
"2.58e+05,2.6e+05",258000,260000,total_caprins,0
"2.58e+05,2.6e+05",258000,260000,total_equides,0
"2.58e+05,2.6e+05",258000,260000,total_ovins,115.877915565495
"2.58e+05,2.6e+05",258000,260000,total_population,0.386250821770874
"2.58e+05,2.6e+05",258000,260000,total_porcins,0
"2.6e+05,2.62e+05",260000,262000,total_bovins,196.212599666177
"2.6e+05,2.62e+05",260000,262000,total_caprins,0
"2.6e+05,2.62e+05",260000,262000,total_equides,0
"2.6e+05,2.62e+05",260000,262000,total_ovins,106.53131377223
"2.6e+05,2.62e+05",260000,262000,total_population,0.380101331608659
"2.6e+05,2.62e+05",260000,262000,total_porcins,0
"2.62e+05,2.64e+05",262000,264000,total_bovins,89.5869143266672
"2.62e+05,2.64e+05",262000,264000,total_caprins,0
"2.62e+05,2.64e+05",262000,264000,total_equides,0
"2.62e+05,2.64e+05",262000,264000,total_ovins,57.9117212730252
"2.62e+05,2.64e+05",262000,264000,total_population,0.35808350431516
"2.62e+05,2.64e+05",262000,264000,total_porcins,0
"2.64e+05,2.66e+05",264000,266000,total_bovins,86.2899868918924
"2.64e+05,2.66e+05",264000,266000,total_caprins,0
"2.64e+05,2.66e+05",264000,266000,total_equides,0
"2.64e+05,2.66e+05",264000,266000,total_ovins,53.8777208050364
"2.64e+05,2.66e+05",264000,266000,total_population,0.473817560430934
"2.64e+05,2.66e+05",264000,266000,total_porcins,0
"2.66e+05,2.68e+05",266000,268000,total_bovins,91.9708700297381
"2.66e+05,2.68e+05",266000,268000,total_caprins,0
"2.66e+05,2.68e+05",266000,268000,total_equides,0
"2.66e+05,2.68e+05",266000,268000,total_ovins,46.3433342603293
"2.66e+05,2.68e+05",266000,268000,total_population,0.866420692432283
"2.66e+05,2.68e+05",266000,268000,total_porcins,0
"2.68e+05,2.7e+05",268000,270000,total_bovins,205.393402304636
"2.68e+05,2.7e+05",268000,270000,total_caprins,0
"2.68e+05,2.7e+05",268000,270000,total_equides,0
"2.68e+05,2.7e+05",268000,270000,total_ovins,32.8342010696033
"2.68e+05,2.7e+05",268000,270000,total_population,0.870876912451285
"2.68e+05,2.7e+05",268000,270000,total_porcins,0
"2.7e+05,2.72e+05",270000,272000,total_bovins,327.001562455688
"2.7e+05,2.72e+05",270000,272000,total_caprins,0
"2.7e+05,2.72e+05",270000,272000,total_equides,0.0939699235683502
"2.7e+05,2.72e+05",270000,272000,total_ovins,152.283289891106
"2.7e+05,2.72e+05",270000,272000,total_population,1.13226633199719
"2.7e+05,2.72e+05",270000,272000,total_porcins,0
"2.72e+05,2.74e+05",272000,274000,total_bovins,444.245683685868
"2.72e+05,2.74e+05",272000,274000,total_caprins,0
"2.72e+05,2.74e+05",272000,274000,total_equides,0.482714350021815
"2.72e+05,2.74e+05",272000,274000,total_ovins,101.991823280554
"2.72e+05,2.74e+05",272000,274000,total_population,1.24916087361852
"2.72e+05,2.74e+05",272000,274000,total_porcins,0
"2.74e+05,2.76e+05",274000,276000,total_bovins,442.466590270867
"2.74e+05,2.76e+05",274000,276000,total_caprins,0
"2.74e+05,2.76e+05",274000,276000,total_equides,0.248155604218865
"2.74e+05,2.76e+05",274000,276000,total_ovins,140.679027107558
"2.74e+05,2.76e+05",274000,276000,total_population,1.12298230410103
"2.74e+05,2.76e+05",274000,276000,total_porcins,0
"2.76e+05,2.78e+05",276000,278000,total_bovins,373.274765323886
"2.76e+05,2.78e+05",276000,278000,total_caprins,0
"2.76e+05,2.78e+05",276000,278000,total_equides,0
"2.76e+05,2.78e+05",276000,278000,total_ovins,116.310531218504
"2.76e+05,2.78e+05",276000,278000,total_population,0.854631557001352
"2.76e+05,2.78e+05",276000,278000,total_porcins,0
"2.78e+05,2.8e+05",278000,280000,total_bovins,259.164742551422
"2.78e+05,2.8e+05",278000,280000,total_caprins,0
"2.78e+05,2.8e+05",278000,280000,total_equides,0
"2.78e+05,2.8e+05",278000,280000,total_ovins,0
"2.78e+05,2.8e+05",278000,280000,total_population,0.611273051547094
"2.78e+05,2.8e+05",278000,280000,total_porcins,0
"2.8e+05,2.82e+05",280000,282000,total_bovins,225.001688781445
"2.8e+05,2.82e+05",280000,282000,total_caprins,0
"2.8e+05,2.82e+05",280000,282000,total_equides,0
"2.8e+05,2.82e+05",280000,282000,total_ovins,0
"2.8e+05,2.82e+05",280000,282000,total_population,1.32575338221897
"2.8e+05,2.82e+05",280000,282000,total_porcins,0
"2.82e+05,2.84e+05",282000,284000,total_bovins,309.338434189266
"2.82e+05,2.84e+05",282000,284000,total_caprins,0
"2.82e+05,2.84e+05",282000,284000,total_equides,0.234695247325262
"2.82e+05,2.84e+05",282000,284000,total_ovins,0
"2.82e+05,2.84e+05",282000,284000,total_population,1.08883745220759
"2.82e+05,2.84e+05",282000,284000,total_porcins,0
"2.84e+05,2.86e+05",284000,286000,total_bovins,152.044409432841
"2.84e+05,2.86e+05",284000,286000,total_caprins,0
"2.84e+05,2.86e+05",284000,286000,total_equides,0.00200531747747164
"2.84e+05,2.86e+05",284000,286000,total_ovins,0
"2.84e+05,2.86e+05",284000,286000,total_population,0.324109118403641
"2.84e+05,2.86e+05",284000,286000,total_porcins,0
"2.86e+05,2.88e+05",286000,288000,total_bovins,140.47085727216
"2.86e+05,2.88e+05",286000,288000,total_caprins,0
"2.86e+05,2.88e+05",286000,288000,total_equides,0
"2.86e+05,2.88e+05",286000,288000,total_ovins,18.2089124811967
"2.86e+05,2.88e+05",286000,288000,total_population,0.319251031089241
"2.86e+05,2.88e+05",286000,288000,total_porcins,0
"2.88e+05,2.9e+05",288000,290000,total_bovins,357.703030621239
"2.88e+05,2.9e+05",288000,290000,total_caprins,0
"2.88e+05,2.9e+05",288000,290000,total_equides,0
"2.88e+05,2.9e+05",288000,290000,total_ovins,24.8547111433514
"2.88e+05,2.9e+05",288000,290000,total_population,0.44561471229976
"2.88e+05,2.9e+05",288000,290000,total_porcins,0
"2.9e+05,2.92e+05",290000,292000,total_bovins,260.426920894692
"2.9e+05,2.92e+05",290000,292000,total_caprins,0
"2.9e+05,2.92e+05",290000,292000,total_equides,0
"2.9e+05,2.92e+05",290000,292000,total_ovins,4.45468556082536
"2.9e+05,2.92e+05",290000,292000,total_population,0.500613062888638
"2.9e+05,2.92e+05",290000,292000,total_porcins,0
"2.92e+05,2.94e+05",292000,294000,total_bovins,269.760792668428
"2.92e+05,2.94e+05",292000,294000,total_caprins,21.7487032064029
"2.92e+05,2.94e+05",292000,294000,total_equides,0
"2.92e+05,2.94e+05",292000,294000,total_ovins,34.3769824875401
"2.92e+05,2.94e+05",292000,294000,total_population,0.992021336753799
"2.92e+05,2.94e+05",292000,294000,total_porcins,0
"2.94e+05,2.96e+05",294000,296000,total_bovins,298.92203578717
"2.94e+05,2.96e+05",294000,296000,total_caprins,42.216779541696
"2.94e+05,2.96e+05",294000,296000,total_equides,0
"2.94e+05,2.96e+05",294000,296000,total_ovins,66.7297483078421
"2.94e+05,2.96e+05",294000,296000,total_population,1.44354149400638
"2.94e+05,2.96e+05",294000,296000,total_porcins,0
"2.96e+05,2.98e+05",296000,298000,total_bovins,355.967829697901
"2.96e+05,2.98e+05",296000,298000,total_caprins,31.2010929500247
"2.96e+05,2.98e+05",296000,298000,total_equides,0.564841458852598
"2.96e+05,2.98e+05",296000,298000,total_ovins,57.5145651418678
"2.96e+05,2.98e+05",296000,298000,total_population,1.65626341574736
"2.96e+05,2.98e+05",296000,298000,total_porcins,0
"2.98e+05,3e+05",298000,300000,total_bovins,398.385834659063
"2.98e+05,3e+05",298000,300000,total_caprins,11.4069880369981
"2.98e+05,3e+05",298000,300000,total_equides,1.52028616101754
"2.98e+05,3e+05",298000,300000,total_ovins,36.6477487208934
"2.98e+05,3e+05",298000,300000,total_population,3.22489952330823
"2.98e+05,3e+05",298000,300000,total_porcins,0
"3e+05,3.02e+05",300000,302000,total_bovins,407.15673555237
"3e+05,3.02e+05",300000,302000,total_caprins,0
"3e+05,3.02e+05",300000,302000,total_equides,1.79974075558681
"3e+05,3.02e+05",300000,302000,total_ovins,19.1049403285369
"3e+05,3.02e+05",300000,302000,total_population,4.8980636871278
"3e+05,3.02e+05",300000,302000,total_porcins,0
"3.02e+05,3.04e+05",302000,304000,total_bovins,397.205214957906
"3.02e+05,3.04e+05",302000,304000,total_caprins,0
"3.02e+05,3.04e+05",302000,304000,total_equides,1.6646864384798
"3.02e+05,3.04e+05",302000,304000,total_ovins,17.6712868084779
"3.02e+05,3.04e+05",302000,304000,total_population,4.88604930397665
"3.02e+05,3.04e+05",302000,304000,total_porcins,0
"3.04e+05,3.06e+05",304000,306000,total_bovins,231.748782367777
"3.04e+05,3.06e+05",304000,306000,total_caprins,0
"3.04e+05,3.06e+05",304000,306000,total_equides,2.65999407930775
"3.04e+05,3.06e+05",304000,306000,total_ovins,21.3329177371102
"3.04e+05,3.06e+05",304000,306000,total_population,7.24668251156363
"3.04e+05,3.06e+05",304000,306000,total_porcins,0
"3.06e+05,3.08e+05",306000,308000,total_bovins,92.3556124380423
"3.06e+05,3.08e+05",306000,308000,total_caprins,0
"3.06e+05,3.08e+05",306000,308000,total_equides,1.54719453826617
"3.06e+05,3.08e+05",306000,308000,total_ovins,12.3775563061294
"3.06e+05,3.08e+05",306000,308000,total_population,4.59461850814535
"3.06e+05,3.08e+05",306000,308000,total_porcins,0
"3.08e+05,3.1e+05",308000,310000,total_bovins,0.653128952765832
"3.08e+05,3.1e+05",308000,310000,total_caprins,0
"3.08e+05,3.1e+05",308000,310000,total_equides,0.262948019944686
"3.08e+05,3.1e+05",308000,310000,total_ovins,0
"3.08e+05,3.1e+05",308000,310000,total_population,3.49040075347614
"3.08e+05,3.1e+05",308000,310000,total_porcins,0
"3.1e+05,3.12e+05",310000,312000,total_bovins,275.765297607471
"3.1e+05,3.12e+05",310000,312000,total_caprins,0
"3.1e+05,3.12e+05",310000,312000,total_equides,4.89684834058688
"3.1e+05,3.12e+05",310000,312000,total_ovins,4.0635721435386
"3.1e+05,3.12e+05",310000,312000,total_population,1.31261450235471
"3.1e+05,3.12e+05",310000,312000,total_porcins,0
"3.12e+05,3.14e+05",312000,314000,total_bovins,532.203816214761
"3.12e+05,3.14e+05",312000,314000,total_caprins,0
"3.12e+05,3.14e+05",312000,314000,total_equides,0
"3.12e+05,3.14e+05",312000,314000,total_ovins,8.20421432502648
"3.12e+05,3.14e+05",312000,314000,total_population,0.533332968649585
"3.12e+05,3.14e+05",312000,314000,total_porcins,0
"3.14e+05,3.16e+05",314000,316000,total_bovins,251.313724389213
"3.14e+05,3.16e+05",314000,316000,total_caprins,0
"3.14e+05,3.16e+05",314000,316000,total_equides,0
"3.14e+05,3.16e+05",314000,316000,total_ovins,1.81981670288214
"3.14e+05,3.16e+05",314000,316000,total_population,0.644088495449689
"3.14e+05,3.16e+05",314000,316000,total_porcins,0
"3.16e+05,3.18e+05",316000,318000,total_bovins,311.440854263571
"3.16e+05,3.18e+05",316000,318000,total_caprins,0
"3.16e+05,3.18e+05",316000,318000,total_equides,2.27863133401572
"3.16e+05,3.18e+05",316000,318000,total_ovins,0
"3.16e+05,3.18e+05",316000,318000,total_population,1.10864601969719
"3.16e+05,3.18e+05",316000,318000,total_porcins,0
"3.18e+05,3.2e+05",318000,320000,total_bovins,399.69845123827
"3.18e+05,3.2e+05",318000,320000,total_caprins,0
"3.18e+05,3.2e+05",318000,320000,total_equides,5.5508632324688
"3.18e+05,3.2e+05",318000,320000,total_ovins,0
"3.18e+05,3.2e+05",318000,320000,total_population,1.38963936970786
"3.18e+05,3.2e+05",318000,320000,total_porcins,0
"3.2e+05,3.22e+05",320000,322000,total_bovins,371.112838050404
"3.2e+05,3.22e+05",320000,322000,total_caprins,0
"3.2e+05,3.22e+05",320000,322000,total_equides,2.28887436445226
"3.2e+05,3.22e+05",320000,322000,total_ovins,32.1310277990715
"3.2e+05,3.22e+05",320000,322000,total_population,0.994789261617829
"3.2e+05,3.22e+05",320000,322000,total_porcins,0
"3.22e+05,3.24e+05",322000,324000,total_bovins,357.441219836628
"3.22e+05,3.24e+05",322000,324000,total_caprins,0
"3.22e+05,3.24e+05",322000,324000,total_equides,0
"3.22e+05,3.24e+05",322000,324000,total_ovins,50.5618197833632
"3.22e+05,3.24e+05",322000,324000,total_population,0.6736642889626
"3.22e+05,3.24e+05",322000,324000,total_porcins,0
"3.24e+05,3.26e+05",324000,326000,total_bovins,365.444583201961
"3.24e+05,3.26e+05",324000,326000,total_caprins,0
"3.24e+05,3.26e+05",324000,326000,total_equides,0
"3.24e+05,3.26e+05",324000,326000,total_ovins,11.4950407060695
"3.24e+05,3.26e+05",324000,326000,total_population,0.630524143587085
"3.24e+05,3.26e+05",324000,326000,total_porcins,0
"3.26e+05,3.28e+05",326000,328000,total_bovins,271.798034681472
"3.26e+05,3.28e+05",326000,328000,total_caprins,0
"3.26e+05,3.28e+05",326000,328000,total_equides,0
"3.26e+05,3.28e+05",326000,328000,total_ovins,0
"3.26e+05,3.28e+05",326000,328000,total_population,0.589314514591753
"3.26e+05,3.28e+05",326000,328000,total_porcins,0
"3.28e+05,3.3e+05",328000,330000,total_bovins,133.909279727438
"3.28e+05,3.3e+05",328000,330000,total_caprins,0
"3.28e+05,3.3e+05",328000,330000,total_equides,0
"3.28e+05,3.3e+05",328000,330000,total_ovins,19.9262349422727
"3.28e+05,3.3e+05",328000,330000,total_population,0.678796956724608
"3.28e+05,3.3e+05",328000,330000,total_porcins,0
"3.3e+05,3.32e+05",330000,332000,total_bovins,248.78731936024
"3.3e+05,3.32e+05",330000,332000,total_caprins,0
"3.3e+05,3.32e+05",330000,332000,total_equides,0
