interval,interval_min,interval_max,CODE_CULTU,CODE_GROUP,area_vect,pct_area_vect
"1.96e+05,1.98e+05",196000,198000,PPR,8,81634.6421199143,0.0203981394029192
"1.96e+05,1.98e+05",196000,198000,SNE,28,14562.5119210629,0.00363875115402816
"1.96e+05,1.98e+05",196000,198000,TRE,16,183471.572193452,0.0458442471099145
"1.96e+05,1.98e+05",196000,198000,TRN,6,19807.4336630702,0.00494930562052183
"1.96e+05,1.98e+05",196000,198000,TTH,4,162178.762223383,0.040523788848931
"1.98e+05,2e+05",198000,200000,000,0,905156.973843126,0.226170355180649
"1.98e+05,2e+05",198000,200000,AVP,4,49240.6644156789,0.0123036985650572
"1.98e+05,2e+05",198000,200000,BTH,1,1079767.58557991,0.269800073799669
"1.98e+05,2e+05",198000,200000,CZH,5,34118.999358356,0.00852526846313078
"1.98e+05,2e+05",198000,200000,J5M,11,23031.6012728503,0.00575487522141371
"1.98e+05,2e+05",198000,200000,J6S,11,32573.1711460432,0.00813901444760612
"1.98e+05,2e+05",198000,200000,LEC,15,268406.802658182,0.0670664466433467
"1.98e+05,2e+05",198000,200000,LUZ,16,394401.860554847,0.0985486622357485
"1.98e+05,2e+05",198000,200000,MPC,8,26072.7179579772,0.00651475495575486
"1.98e+05,2e+05",198000,200000,ORH,3,306756.231120229,0.0766487667346453
"1.98e+05,2e+05",198000,200000,ORP,3,212627.258555681,0.0531288870088964
"1.98e+05,2e+05",198000,200000,PPH,18,9602.82393407992,0.00239944469596994
"1.98e+05,2e+05",198000,200000,PPR,8,315968.301365152,0.0789505743320582
"1.98e+05,2e+05",198000,200000,PRL,18,2524.56636181288,0.000630810000064467
"1.98e+05,2e+05",198000,200000,SGH,4,7570.34017986583,0.00189159071497728
"1.98e+05,2e+05",198000,200000,TRE,16,24893.8381491341,0.00622018984408225
"1.98e+05,2e+05",198000,200000,TRN,6,157197.341866176,0.0392786883057132
"1.98e+05,2e+05",198000,200000,TTH,4,152191.55409774,0.0380278988512177
"2e+05,2.02e+05",200000,202000,000,0,2595938.14973866,0.648644469755184
"2e+05,2.02e+05",200000,202000,AVP,4,274334.438718668,0.0685476718912469
"2e+05,2.02e+05",200000,202000,BTH,1,215822.575838076,0.0539273712202194
"2e+05,2.02e+05",200000,202000,CZH,5,586.940803969279,0.00014665831179632
"2e+05,2.02e+05",200000,202000,J6S,11,2344.82404978201,0.000585898840692013
"2e+05,2.02e+05",200000,202000,LUZ,16,222429.823069436,0.0555783174792273
"2e+05,2.02e+05",200000,202000,MLC,16,24387.4852129874,0.00609367654473319
"2e+05,2.02e+05",200000,202000,MLF,16,308234.43463,0.0770182299724639
"2e+05,2.02e+05",200000,202000,ORH,3,236328.289662089,0.0590511134294349
"2e+05,2.02e+05",200000,202000,ORP,3,74770.7270616777,0.0186828868064572
"2e+05,2.02e+05",200000,202000,SNE,28,117.025156992488,0.0000292409589623894
"2e+05,2.02e+05",200000,202000,TRE,16,1801.31072664727,0.000450091710107987
"2e+05,2.02e+05",200000,202000,TRN,6,45001.0728649544,0.0112443730794747
"2.02e+05,2.04e+05",202000,204000,000,0,2042089.7236758,0.51037985783833
"2.02e+05,2.04e+05",202000,204000,BTH,1,769307.060539454,0.192273054234557
"2.02e+05,2.04e+05",202000,204000,CZH,5,210999.00986894,0.0527350210974543
"2.02e+05,2.04e+05",202000,204000,EPE,4,49757.1944133081,0.0124358246930437
"2.02e+05,2.04e+05",202000,204000,FVL,8,70575.7856044003,0.0176390189941139
"2.02e+05,2.04e+05",202000,204000,J6S,11,21037.5761087723,0.00525792524156635
"2.02e+05,2.04e+05",202000,204000,LEC,15,118314.595444929,0.029570388462015
"2.02e+05,2.04e+05",202000,204000,LUZ,16,305721.874626872,0.0764091239973853
"2.02e+05,2.04e+05",202000,204000,MLC,16,35877.1987253614,0.00896679483413063
"2.02e+05,2.04e+05",202000,204000,MLF,16,5529.97890668141,0.00138210863877257
"2.02e+05,2.04e+05",202000,204000,ORH,3,258456.613930615,0.0645961087536548
"2.02e+05,2.04e+05",202000,204000,ORP,3,11538.6452984326,0.00288385572817067
"2.02e+05,2.04e+05",202000,204000,PPH,18,2532.35138842836,0.00063291104530721
"2.02e+05,2.04e+05",202000,204000,PPR,8,93311.6135866083,0.0233213886367703
"2.02e+05,2.04e+05",202000,204000,PTR,19,4210.6048762924,0.00105235724623658
"2.02e+05,2.04e+05",202000,204000,SNE,28,1857.5609931387,0.000464260558491831
"2.04e+05,2.06e+05",204000,206000,000,0,2213806.37017898,0.552885394468158
"2.04e+05,2.06e+05",204000,206000,AVH,4,10294.2560104745,0.00257093116714054
"2.04e+05,2.06e+05",204000,206000,BTH,1,624905.540101814,0.156066560607374
"2.04e+05,2.06e+05",204000,206000,CZH,5,542263.448969699,0.135427174177405
"2.04e+05,2.06e+05",204000,206000,LUZ,16,397532.454460643,0.0992814416197557
"2.04e+05,2.06e+05",204000,206000,MIE,2,15290.7414627559,0.0038187746404682
"2.04e+05,2.06e+05",204000,206000,ORH,3,9728.48376006261,0.00242963280516012
"2.04e+05,2.06e+05",204000,206000,ORP,3,51145.2973467633,0.012773243531895
"2.04e+05,2.06e+05",204000,206000,PPH,18,20265.8178866585,0.00506127133222549
"2.04e+05,2.06e+05",204000,206000,SNE,28,868.497163360473,0.000216902165983112
"2.04e+05,2.06e+05",204000,206000,TRN,6,92571.7942538112,0.0231192726121326
"2.04e+05,2.06e+05",204000,206000,TRU,28,25423.6126303263,0.00634940087230267
"2.06e+05,2.08e+05",206000,208000,000,0,673952.487152393,0.168320861871346
"2.06e+05,2.08e+05",206000,208000,AVH,4,126473.362645213,0.0315869528045766
"2.06e+05,2.08e+05",206000,208000,BOR,28,94.5895588225685,0.0000236239146951097
"2.06e+05,2.08e+05",206000,208000,BTA,28,2149.31078499416,0.000536794285437207
"2.06e+05,2.08e+05",206000,208000,BTH,1,1185724.03551258,0.296136738722235
"2.06e+05,2.08e+05",206000,208000,BTP,1,52139.159311045,0.0130218500558751
"2.06e+05,2.08e+05",206000,208000,CZH,5,66718.7180154827,0.0166631214119669
"2.06e+05,2.08e+05",206000,208000,LUZ,16,67372.5076390701,0.0168264065619183
"2.06e+05,2.08e+05",206000,208000,MIE,2,168886.883565136,0.0421798069483518
"2.06e+05,2.08e+05",206000,208000,ORH,3,228746.797224235,0.0571299294728876
"2.06e+05,2.08e+05",206000,208000,ORP,3,213827.804923983,0.0534038839576604
"2.06e+05,2.08e+05",206000,208000,PHI,8,100607.186918814,0.0251268282786191
"2.06e+05,2.08e+05",206000,208000,PPH,18,557537.353133824,0.139245969996301
"2.06e+05,2.08e+05",206000,208000,PRL,18,1352.87281468662,0.000337882450931406
"2.06e+05,2.08e+05",206000,208000,PTC,25,424.649414954241,0.00010605696526215
"2.06e+05,2.08e+05",206000,208000,PTR,19,3750.12802405481,0.000936601308207745
"2.06e+05,2.08e+05",206000,208000,SNE,28,1862.06542653777,0.000465054233689329
"2.06e+05,2.08e+05",206000,208000,TRN,6,539104.638379533,0.134642365894801
"2.06e+05,2.08e+05",206000,208000,VRG,20,13250.2371096042,0.00330927086523826
"2.08e+05,2.1e+05",208000,210000,000,0,834351.760277295,0.208771467981068
"2.08e+05,2.1e+05",208000,210000,AVP,4,2074.56130148424,0.000519096655568433
"2.08e+05,2.1e+05",208000,210000,BTA,28,5567.11812775602,0.00139300410125505
"2.08e+05,2.1e+05",208000,210000,BTH,1,271508.938742183,0.0679369570603516
"2.08e+05,2.1e+05",208000,210000,CHV,9,18829.475726072,0.00471151075098044
"2.08e+05,2.1e+05",208000,210000,J6S,11,4439.28013513517,0.00111079651858509
"2.08e+05,2.1e+05",208000,210000,LUZ,16,45493.3146633696,0.0113833355879057
"2.08e+05,2.1e+05",208000,210000,MIE,2,26313.4043249181,0.00658413910059562
"2.08e+05,2.1e+05",208000,210000,MLC,16,9981.03349745902,0.00249745384912977
"2.08e+05,2.1e+05",208000,210000,ORH,3,160202.45123556,0.0400858516886182
"2.08e+05,2.1e+05",208000,210000,ORP,3,96375.4737968599,0.0241150676487509
"2.08e+05,2.1e+05",208000,210000,PPH,18,1982169.62462741,0.495978413449281
"2.08e+05,2.1e+05",208000,210000,PTR,19,1516.51365099475,0.000379461992177351
"2.08e+05,2.1e+05",208000,210000,SNE,28,2300.18135227636,0.000575551296707056
"2.08e+05,2.1e+05",208000,210000,SOG,4,12137.4936263207,0.00303704322639132
"2.08e+05,2.1e+05",208000,210000,TRE,16,172566.880588287,0.043179678764454
"2.08e+05,2.1e+05",208000,210000,TRN,6,350656.153448836,0.0877411703281813
"2.1e+05,2.12e+05",210000,212000,000,0,1075457.47970305,0.268814464154307
"2.1e+05,2.12e+05",210000,212000,BOR,28,6226.35378358839,0.00155629951677178
"2.1e+05,2.12e+05",210000,212000,BTA,28,2201.21318847314,0.000550201151525007
"2.1e+05,2.12e+05",210000,212000,BTH,1,261718.66725935,0.0654175219627718
"2.1e+05,2.12e+05",210000,212000,CZH,5,11428.1395139471,0.00285650456452317
"2.1e+05,2.12e+05",210000,212000,J6P,11,9756.51242989447,0.00243867536407026
"2.1e+05,2.12e+05",210000,212000,LUZ,16,7378.97891418089,0.00184440231274337
"2.1e+05,2.12e+05",210000,212000,MIE,2,62870.7395483432,0.0157147674191074
"2.1e+05,2.12e+05",210000,212000,ORH,3,244505.666427097,0.0611150705106815
"2.1e+05,2.12e+05",210000,212000,PPH,18,2162762.56491991,0.540590279908109
"2.1e+05,2.12e+05",210000,212000,PTR,19,9275.43078953587,0.00231842727820155
"2.1e+05,2.12e+05",210000,212000,SNE,28,88132.6287917011,0.0220290674715407
"2.1e+05,2.12e+05",210000,212000,SOG,4,20605.3740321304,0.0051503873316085
"2.1e+05,2.12e+05",210000,212000,TRE,16,37387.3666066376,0.00934510671986674
"2.1e+05,2.12e+05",210000,212000,TRN,6,1035.48954105051,0.000258824334172413
"2.12e+05,2.14e+05",212000,214000,000,0,896732.655883032,0.223914073827564
"2.12e+05,2.14e+05",212000,214000,AVH,4,158726.776154679,0.0396340635541056
"2.12e+05,2.14e+05",212000,214000,BOR,28,12257.8990176052,0.00306079642309456
"2.12e+05,2.14e+05",212000,214000,BTA,28,16016.1038796279,0.00399921988231989
"2.12e+05,2.14e+05",212000,214000,BTH,1,750421.000498744,0.18738006495589
"2.12e+05,2.14e+05",212000,214000,CZH,5,141763.453253089,0.0353983231563086
"2.12e+05,2.14e+05",212000,214000,J6P,11,5977.25874086469,0.00149252103869295
"2.12e+05,2.14e+05",212000,214000,J6S,11,40966.9709234558,0.0102294494258307
"2.12e+05,2.14e+05",212000,214000,LEC,15,6144.36816205114,0.00153424824805389
"2.12e+05,2.14e+05",212000,214000,LUZ,16,175797.466381608,0.0438966135646169
"2.12e+05,2.14e+05",212000,214000,MIE,2,116906.882705511,0.0291916394405141
"2.12e+05,2.14e+05",212000,214000,MIS,2,26352.1675119326,0.00658013416046807
"2.12e+05,2.14e+05",212000,214000,MPP,8,20837.6069446951,0.00520314881943234
"2.12e+05,2.14e+05",212000,214000,ORH,3,161495.470507118,0.0403254063167124
"2.12e+05,2.14e+05",212000,214000,ORP,3,131409.379514441,0.0328129117560195
"2.12e+05,2.14e+05",212000,214000,PFP,16,79277.2904652267,0.0197955332100624
"2.12e+05,2.14e+05",212000,214000,PPH,18,853548.358829518,0.213130958241001
"2.12e+05,2.14e+05",212000,214000,PPR,8,16637.3526094739,0.00415434564142701
"2.12e+05,2.14e+05",212000,214000,PTR,19,171027.943810438,0.0427056641527528
"2.12e+05,2.14e+05",212000,214000,SGH,4,4425.75663854158,0.00110511108545432
"2.12e+05,2.14e+05",212000,214000,SNE,28,5103.34734885115,0.00127430543266333
"2.12e+05,2.14e+05",212000,214000,SOJ,7,103631.491831302,0.0258767753806453
"2.12e+05,2.14e+05",212000,214000,TRE,16,70389.3255895433,0.0175762090778428
"2.12e+05,2.14e+05",212000,214000,TRN,6,3054.59951298818,0.000762733258767473
"2.12e+05,2.14e+05",212000,214000,TTH,4,35906.0983840749,0.00896574994976008
"2.14e+05,2.16e+05",214000,216000,000,0,355816.36770665,0.0889446454842751
"2.14e+05,2.16e+05",214000,216000,AVH,4,26914.5271933971,0.00672791725412482
"2.14e+05,2.16e+05",214000,216000,BOR,28,2674.82214740525,0.000668634523948014
"2.14e+05,2.16e+05",214000,216000,BTA,28,9120.91237558327,0.00227998594603221
"2.14e+05,2.16e+05",214000,216000,BTH,1,712236.480755274,0.178040211275423
"2.14e+05,2.16e+05",214000,216000,CZH,5,93657.4153447058,0.0234118673587165
"2.14e+05,2.16e+05",214000,216000,FNU,24,6280.09073437378,0.00156985595569475
"2.14e+05,2.16e+05",214000,216000,LUZ,16,81249.0345657822,0.0203101015896803
"2.14e+05,2.16e+05",214000,216000,MIE,2,111885.606534654,0.0279684312224288
"2.14e+05,2.16e+05",214000,216000,MIS,2,193587.711300732,0.0483917883337832
"2.14e+05,2.16e+05",214000,216000,MLF,16,160667.799282194,0.0401626843082023
"2.14e+05,2.16e+05",214000,216000,MLG,16,54564.4971163403,0.0136396756656283
"2.14e+05,2.16e+05",214000,216000,MLS,8,103050.566341678,0.0257599057325293
"2.14e+05,2.16e+05",214000,216000,ORH,3,717835.365186988,0.179439783740557
"2.14e+05,2.16e+05",214000,216000,ORP,3,133115.029720753,0.0332752234065366
"2.14e+05,2.16e+05",214000,216000,PFP,16,42085.9790959901,0.0105203774482842
"2.14e+05,2.16e+05",214000,216000,PPH,18,944941.740779287,0.236210348272117
"2.14e+05,2.16e+05",214000,216000,PPR,8,45991.7048421172,0.0114967051930902
"2.14e+05,2.16e+05",214000,216000,PRL,18,7797.55825645258,0.0019491825495081
"2.14e+05,2.16e+05",214000,216000,PTR,19,2310.43347701849,0.000577547030376733
"2.14e+05,2.16e+05",214000,216000,RGA,19,1831.55354161188,0.000457839760138423
"2.14e+05,2.16e+05",214000,216000,SGH,4,16359.1158853261,0.0040893446589734
"2.14e+05,2.16e+05",214000,216000,SNE,28,1320.66498224996,0.000330131183696876
"2.14e+05,2.16e+05",214000,216000,SOJ,7,71716.4354192754,0.0179272048806431
"2.14e+05,2.16e+05",214000,216000,TRN,6,103413.410846124,0.025850607225611
"2.16e+05,2.18e+05",216000,218000,000,0,517539.742755264,0.129348143478133
"2.16e+05,2.18e+05",216000,218000,AVH,4,2649.30119457748,0.000662136958233651
"2.16e+05,2.18e+05",216000,218000,BTA,28,14035.042991034,0.0035077629881354
"2.16e+05,2.18e+05",216000,218000,BTH,1,945595.799235875,0.236331726836524
"2.16e+05,2.18e+05",216000,218000,CZH,5,170403.537873322,0.0425887703786315
"2.16e+05,2.18e+05",216000,218000,FVL,8,44510.2437267611,0.0111243966717708
"2.16e+05,2.18e+05",216000,218000,J6S,11,12278.6783310771,0.00306879668416315
"2.16e+05,2.18e+05",216000,218000,LIH,7,86374.1299853674,0.0215873921076423
"2.16e+05,2.18e+05",216000,218000,MIE,2,40302.3068019479,0.010072711585327
"2.16e+05,2.18e+05",216000,218000,MIS,2,214335.200135451,0.0535685628159474
"2.16e+05,2.18e+05",216000,218000,ORH,3,289709.280064269,0.0724067244096077
"2.16e+05,2.18e+05",216000,218000,ORP,3,275399.648826944,0.0688303338805428
"2.16e+05,2.18e+05",216000,218000,PPH,18,919863.696239632,0.229900530398096
"2.16e+05,2.18e+05",216000,218000,PPR,8,114907.523998895,0.0287187121549321
"2.16e+05,2.18e+05",216000,218000,RGA,19,39451.0334421285,0.00985995376290578
"2.16e+05,2.18e+05",216000,218000,SNE,28,1329.1065765305,0.000332182157149028
"2.16e+05,2.18e+05",216000,218000,TRE,16,106474.284688479,0.0266110018513683
"2.16e+05,2.18e+05",216000,218000,TRN,6,129587.004400156,0.0323875386821824
"2.16e+05,2.18e+05",216000,218000,TTH,4,76392.2118674495,0.019092622198708
"2.18e+05,2.2e+05",218000,220000,000,0,611575.448963783,0.152813537588149
"2.18e+05,2.2e+05",218000,220000,AVH,4,52005.2122656829,0.0129944726734971
"2.18e+05,2.2e+05",218000,220000,AVP,4,23531.7384221964,0.00587984393419909
"2.18e+05,2.2e+05",218000,220000,BFP,28,360.214714889415,0.0000900063679253703
"2.18e+05,2.2e+05",218000,220000,BTA,28,20755.6659443915,0.00518619042562017
"2.18e+05,2.2e+05",218000,220000,BTH,1,883212.007091177,0.220687000226401
"2.18e+05,2.2e+05",218000,220000,CPL,16,27894.6069439608,0.00696998804311063
"2.18e+05,2.2e+05",218000,220000,CZH,5,132415.673841272,0.0330865269135446
"2.18e+05,2.2e+05",218000,220000,FAG,16,80392.301952817,0.0200875167194491
"2.18e+05,2.2e+05",218000,220000,J6P,11,9514.07717093825,0.00237726970865342
"2.18e+05,2.2e+05",218000,220000,J6S,11,9320.84002116322,0.00232898580108224
"2.18e+05,2.2e+05",218000,220000,LIH,7,3569.35907368548,0.000891870966855206
"2.18e+05,2.2e+05",218000,220000,LUZ,16,947.962581097148,0.000236866139352213
"2.18e+05,2.2e+05",218000,220000,MCR,4,130549.796649378,0.0326203026808983
"2.18e+05,2.2e+05",218000,220000,MIE,2,57981.4555339403,0.0144877485675133
"2.18e+05,2.2e+05",218000,220000,MLF,16,35839.5138573544,0.00895517128305476
"2.18e+05,2.2e+05",218000,220000,ORH,3,776046.26859226,0.193909640808175
"2.18e+05,2.2e+05",218000,220000,ORP,3,47903.2266824544,0.0119695150347122
"2.18e+05,2.2e+05",218000,220000,PPH,18,676631.309383568,0.16906895822093
"2.18e+05,2.2e+05",218000,220000,PPR,8,183181.508366099,0.0457713179323756
"2.18e+05,2.2e+05",218000,220000,PTR,19,58389.0829188968,0.0145896018757495
"2.18e+05,2.2e+05",218000,220000,SNE,28,202.238264151358,0.0000505330039539988
"2.18e+05,2.2e+05",218000,220000,TRN,6,155545.623190076,0.0388659763505913
"2.18e+05,2.2e+05",218000,220000,TTH,4,24337.4208973311,0.00608115873420736
"2.2e+05,2.22e+05",220000,222000,000,0,708604.94040026,0.177059005705783
"2.2e+05,2.22e+05",220000,222000,AVH,4,33158.1373973861,0.00828521860900472
"2.2e+05,2.22e+05",220000,222000,BTA,28,4676.05909913522,0.00116840615625216
"2.2e+05,2.22e+05",220000,222000,BTH,1,500093.124152088,0.124958190769389
"2.2e+05,2.22e+05",220000,222000,CPL,16,120632.291294217,0.0301423717713562
"2.2e+05,2.22e+05",220000,222000,CZH,5,401364.017997947,0.100288764445606
"2.2e+05,2.22e+05",220000,222000,FAG,16,93891.3942667767,0.0234606280106017
"2.2e+05,2.22e+05",220000,222000,J5M,11,222.263232386555,0.0000555368791376016
"2.2e+05,2.22e+05",220000,222000,J6S,11,13965.806198366,0.00348963381198778
"2.2e+05,2.22e+05",220000,222000,MCR,4,109233.208254173,0.0272940846737703
"2.2e+05,2.22e+05",220000,222000,MIE,2,89543.4439813132,0.0223742063523396
"2.2e+05,2.22e+05",220000,222000,ORH,3,404701.531875658,0.10112270851659
"2.2e+05,2.22e+05",220000,222000,PPH,18,1076364.23368625,0.268950962839892
"2.2e+05,2.22e+05",220000,222000,PTR,19,260823.510926203,0.065171929909491
"2.2e+05,2.22e+05",220000,222000,SGH,4,88.4165082704276,0.0000220926191023961
"2.2e+05,2.22e+05",220000,222000,SNE,28,322.261477413587,0.0000805234249931929
"2.2e+05,2.22e+05",220000,222000,TRN,6,121495.571264096,0.0303580794025028
"2.2e+05,2.22e+05",220000,222000,TTH,4,62903.3734891713,0.0157176561022013
"2.22e+05,2.24e+05",222000,224000,000,0,2798815.79127749,0.699415927853962
"2.22e+05,2.24e+05",222000,224000,BFP,28,642.052325674333,0.000160447009228621
"2.22e+05,2.24e+05",222000,224000,BFS,28,255.424936601834,0.0000638299489331055
"2.22e+05,2.24e+05",222000,224000,BTA,28,1989.45782530529,0.000497159725605632
"2.22e+05,2.24e+05",222000,224000,J5M,11,2521.28589160182,0.000630062012925436
"2.22e+05,2.24e+05",222000,224000,J6S,11,24077.3009261475,0.00601684748955703
"2.22e+05,2.24e+05",222000,224000,ORH,3,366933.333367093,0.0916955730410371
"2.22e+05,2.24e+05",222000,224000,PPH,18,524989.509020663,0.131193351741697
"2.22e+05,2.24e+05",222000,224000,PPR,8,162756.700566356,0.0406724262081959
"2.22e+05,2.24e+05",222000,224000,RGA,19,36143.2844423174,0.00903210168482532
"2.22e+05,2.24e+05",222000,224000,SNE,28,1423.84843415126,0.00035581558343315
"2.22e+05,2.24e+05",222000,224000,TRE,16,70625.7573328614,0.0176491713921642
"2.22e+05,2.24e+05",222000,224000,TTH,4,10473.4564350285,0.00261728630843545
"2.24e+05,2.26e+05",224000,226000,000,0,1460911.34731014,0.365038783186819
"2.24e+05,2.26e+05",224000,226000,AVH,4,34417.0874143243,0.008599818006542
"2.24e+05,2.26e+05",224000,226000,BFS,28,366.406170157454,0.0000915541266434043
"2.24e+05,2.26e+05",224000,226000,BTA,28,6282.77623187262,0.00156988101635366
"2.24e+05,2.26e+05",224000,226000,BTH,1,342544.069348419,0.0855916893882967
"2.24e+05,2.26e+05",224000,226000,CPL,16,28768.5652488461,0.00718841842922582
"2.24e+05,2.26e+05",224000,226000,FAG,16,42195.19399112,0.0105433381013915
"2.24e+05,2.26e+05",224000,226000,J5M,11,39261.5451295381,0.00981030552367825
"2.24e+05,2.26e+05",224000,226000,J6S,11,28897.7892563939,0.00722070770849019
"2.24e+05,2.26e+05",224000,226000,MLC,16,29422.7210513204,0.00735187272683909
"2.24e+05,2.26e+05",224000,226000,ORH,3,342023.348782406,0.0854615766322094
"2.24e+05,2.26e+05",224000,226000,PPH,18,1367879.28586796,0.341792806920877
"2.24e+05,2.26e+05",224000,226000,PPR,8,38168.2066992698,0.00953711240286955
"2.24e+05,2.26e+05",224000,226000,RGA,19,21786.3204743415,0.00544376079405135
"2.24e+05,2.26e+05",224000,226000,SAI,16,129173.159875417,0.0322765739263632
"2.24e+05,2.26e+05",224000,226000,SNE,28,848.277227582235,0.000211959533021526
"2.24e+05,2.26e+05",224000,226000,TRN,6,15246.8032845333,0.00380972776255209
"2.24e+05,2.26e+05",224000,226000,TTH,4,73878.6972379908,0.018460113813777
"2.26e+05,2.28e+05",226000,228000,000,0,522531.983608981,0.130564363686346
"2.26e+05,2.28e+05",226000,228000,AVP,4,36473.9283582559,0.00911369140381781
"2.26e+05,2.28e+05",226000,228000,BTH,1,828324.725531671,0.206972384671557
"2.26e+05,2.28e+05",226000,228000,CZH,5,142199.442228781,0.035531183302738
"2.26e+05,2.28e+05",226000,228000,J5M,11,33423.0762868968,0.00835137910161768
"2.26e+05,2.28e+05",226000,228000,J6S,11,40480.0250212503,0.0101146893868643
"2.26e+05,2.28e+05",226000,228000,LUZ,16,79792.9920955775,0.0199377675747878
"2.26e+05,2.28e+05",226000,228000,MLC,16,45543.2020908792,0.0113798186288325
"2.26e+05,2.28e+05",226000,228000,MLF,16,148659.822391503,0.0371454298016641
"2.26e+05,2.28e+05",226000,228000,ORH,3,552043.646470995,0.137938403178229
"2.26e+05,2.28e+05",226000,228000,PPH,18,1340707.39028005,0.335000751709942
"2.26e+05,2.28e+05",226000,228000,PTR,19,45486.0043197593,0.0113655266987214
"2.26e+05,2.28e+05",226000,228000,RGA,19,23568.7306308004,0.00588908701138585
"2.26e+05,2.28e+05",226000,228000,SGH,4,5848.18222286762,0.00146127742339672
"2.26e+05,2.28e+05",226000,228000,SNE,28,5181.88014005102,0.00129478941846163
"2.26e+05,2.28e+05",226000,228000,TRN,6,60439.0290979967,0.0151018188810153
"2.26e+05,2.28e+05",226000,228000,TTH,4,91398.5716407355,0.0228376381206236
"2.28e+05,2.3e+05",228000,230000,000,0,1161363.93819722,0.290189945210365
"2.28e+05,2.3e+05",228000,230000,AVH,4,86420.2138495445,0.0215938142189917
"2.28e+05,2.3e+05",228000,230000,BOR,28,877.330846276163,0.000219218611701898
"2.28e+05,2.3e+05",228000,230000,BTH,1,480204.175231484,0.119988591617995
"2.28e+05,2.3e+05",228000,230000,MCR,4,20694.8583863303,0.00517102315970622
"2.28e+05,2.3e+05",228000,230000,MLF,16,3911.02692747582,0.000977248089485396
"2.28e+05,2.3e+05",228000,230000,MLG,16,49400.3284694515,0.012343657436253
"2.28e+05,2.3e+05",228000,230000,ORH,3,412455.372290629,0.103060201845541
"2.28e+05,2.3e+05",228000,230000,PPH,18,1584664.14337874,0.395959944871145
"2.28e+05,2.3e+05",228000,230000,PPR,8,33996.6415024716,0.0084947389965051
"2.28e+05,2.3e+05",228000,230000,PTR,19,88280.3969437339,0.0220586180693868
"2.28e+05,2.3e+05",228000,230000,RGA,19,12.7994882918429,0.00000319820745587835
"2.28e+05,2.3e+05",228000,230000,SNE,28,2724.08117755572,0.000680666018346129
"2.28e+05,2.3e+05",228000,230000,TRE,16,23860.9306581137,0.00596212946916083
"2.28e+05,2.3e+05",228000,230000,TRN,6,17543.4621420875,0.00438358394846935
"2.28e+05,2.3e+05",228000,230000,TTH,4,35672.2381026121,0.0089134202294907
"2.3e+05,2.32e+05",230000,232000,000,0,2518458.38639737,0.629285068033254
"2.3e+05,2.32e+05",230000,232000,BFS,28,331.288685662672,0.000082778823832028
"2.3e+05,2.32e+05",230000,232000,BTH,1,131765.970300252,0.0329242516107148
"2.3e+05,2.32e+05",230000,232000,CZH,5,59967.3007340403,0.0149839787411269
"2.3e+05,2.32e+05",230000,232000,PPH,18,1134456.49100934,0.283465684397033
"2.3e+05,2.32e+05",230000,232000,PTR,19,156828.322714234,0.039186560421966
"2.3e+05,2.32e+05",230000,232000,SNE,28,286.86202654196,0.00007167797207356
"2.32e+05,2.34e+05",232000,234000,000,0,3232615.91060305,0.807854667498702
"2.32e+05,2.34e+05",232000,234000,AVH,4,282.665641654283,0.000070640238205512
"2.32e+05,2.34e+05",232000,234000,BOR,28,887.956912956201,0.000221907011691835
"2.32e+05,2.34e+05",232000,234000,BTH,1,25994.7557528196,0.00649628206571762
"2.32e+05,2.34e+05",232000,234000,CZH,5,11212.2156506818,0.00280201576583699
"2.32e+05,2.34e+05",232000,234000,J6P,11,16776.1088328466,0.00419247389664461
"2.32e+05,2.34e+05",232000,234000,MLG,16,79537.5838040939,0.019877031510904
"2.32e+05,2.34e+05",232000,234000,ORH,3,59674.2888380201,0.0149130469256605
"2.32e+05,2.34e+05",232000,234000,PPH,18,566776.98465596,0.141641767889381
"2.32e+05,2.34e+05",232000,234000,PTR,19,2396.90546173416,0.000599004434292301
"2.32e+05,2.34e+05",232000,234000,SNE,28,5326.62383505702,0.00133116276296428
"2.34e+05,2.36e+05",234000,236000,000,0,3457934.02598744,0.864830467412456
"2.34e+05,2.36e+05",234000,236000,BFS,28,4585.38015092211,0.00114680512392175
"2.34e+05,2.36e+05",234000,236000,PPH,18,379652.372967402,0.0949511866623562
"2.34e+05,2.36e+05",234000,236000,SGH,4,135843.087750538,0.0339744021115328
"2.34e+05,2.36e+05",234000,236000,TTH,4,20380.3750845436,0.00509713868973365
"2.36e+05,2.38e+05",236000,238000,000,0,3708286.34099978,0.925922596258413
"2.36e+05,2.38e+05",236000,238000,PPH,18,296677.30929313,0.0740774037415875
"2.38e+05,2.4e+05",238000,240000,000,0,3151144.08278175,0.787309043529362
"2.38e+05,2.4e+05",238000,240000,AVH,4,32221.9835864776,0.00805061857269745
"2.38e+05,2.4e+05",238000,240000,BFP,28,2883.7139743669,0.000720491996344015
"2.38e+05,2.4e+05",238000,240000,BTH,1,20624.1108774985,0.00515290592306803
"2.38e+05,2.4e+05",238000,240000,MLC,16,20508.8148922761,0.00512409937869443
"2.38e+05,2.4e+05",238000,240000,MLG,16,35135.3256269358,0.00877851310087219
"2.38e+05,2.4e+05",238000,240000,PPH,18,553251.919446366,0.138229236140031
"2.38e+05,2.4e+05",238000,240000,PTR,19,43.6964743100107,0.0000109175044018457
