INSEE_COM,NOM_COM,val_NORRR1MM_TOT_m,val_NORRR_TOT
32063,Bouzon-Gellenave,10.0211937936563,858.63810721028
32081,Castelnavet,9.25390075948713,752.922827758016
50099,Carentan les Marais,12.2156789992605,973.304477576685
14342,Isigny-sur-Mer,11.8457645104415,884.30395282442
76258,Terres-de-Caux,12.4100121457852,1005.80191948794
27294,Val d'Orger,10.9337117972732,749.193390318788
64517,Séméacq-Blachon,10.8515511762708,1062.51503442896
65314,Monfaucon,10.3303890034551,913.618639854511
32450,Tourdun,9.99666966101183,859.752575439584
27679,Verneuil d'Avre et d'Iton,10.4308577459228,671.501751727707
64084,Aydie,10.6230608273788,988.909853854301
79185,Mougon-Thorigné,10.3323283794637,835.198597799023
32323,Ponsampère,9.76810391613933,813.977143174557
48139,Saint Bonnet-Laval,10.5239801205021,843.123102193382
35069,Châteaugiron,10.5502483106651,697.181068974771
32116,Duffort,9.91451933744685,873.623510927533
65081,Benqué-Molère,11.2920479242153,1154.06278846214
65414,Ségalas,10.3088289872928,916.325353500863
32114,Cuélas,9.91550546575854,866.3368422643
32419,Sauviac,9.87201725761023,819.263734973214
23192,Fursac,11.5143629404537,952.438683976478
65452,Trie-sur-Baïse,9.91747030827005,894.332378275691
32028,Barcugnan,9.87122037991934,845.423109781532
17208,Longèves,9.85344214647399,794.534791890236
27676,Les Trois Lacs,10.5125493982292,708.446159518879
71582,La Vineuse sur Fregande,11.4512605542322,878.702955358566
24362,Val de Louyre et Caudeau,9.88702775584573,891.923202859187
65399,Saligos,11.8422745075094,1305.4152302795
89130,Deux Rivières,10.9621673641503,761.141811152846
17376,Saint-Ouen-d'Aunis,9.90338702813452,790.62105407879
32373,Sainte-Dode,9.80357115301606,818.41297890276
33064,Bossugan,9.75939503624809,811.640377084369
24253,Mareuil en Périgord,10.5385127371992,908.344927936834
24554,La Tour-Blanche-Cercles,10.408589676232,896.137283138045
19252,Sarroux - Saint Julien,11.5822927476377,1135.09343210062
32361,Saint-Arroman,9.86432897318571,820.689774171274
32375,Saint-Élix-Theux,9.85559713041044,816.245839043552
65061,Barbachen,10.3286297062707,916.078944140146
65196,Gensac,10.2969804486863,911.258772483221
32455,Troncens,10.2650631293228,910.602786775212
32275,Monpardiac,10.1192045452472,885.782297813705
65170,Estampures,9.93133470571608,875.189680732844
39491,Coteaux du Lizon,12.998843139147,1740.56989326434
59211,Esquerchin,10.7199647897342,673.581591523632
32042,Belloc-Saint-Clamens,9.79968877999012,813.359298477024
32216,Lourties-Monbrun,9.84095774893747,822.352063046106
29076,Milizac-Guipronvel,13.6146093583155,1046.64920442042
02316,Fleury,10.1035800935004,706.323940500036
32020,Aux-Aussat,10.0489730096128,874.936215546372
32015,Aujan-Mournède,9.9172921891189,849.503503934542
12090,Druelle Balsac,10.6043594295018,993.658184717211
65341,Oroix,10.5200838655965,975.546093665515
26121,Espeluche,7.6383639800038,943.984673914837
50260,Juvigny les Vallées,12.3595362903792,1083.29132235341
72262,Loir en Vallée,9.96877114375837,702.029255111251
08491,Vrigne-aux-Bois,11.9081426976311,996.716505152968
11414,Villar-en-Val,8.10920169283849,728.346349297857
65244,Lagarde,10.2594140596495,947.241403859193
64452,Ponson-Dessus,10.734728158892,1001.24661821869
70489,Servance-Miellin,13.2801525903785,1792.8940517076
61196,Belforêt-en-Perche,11.0427555116459,766.834984935146
38407,La Sure en Chartreuse,11.0416092903703,1404.58489371565
72025,Bazouges Cré sur Loir,9.7717472603026,671.962342518132
65160,Escaunets,10.8699110016859,1024.52679160582
65250,Lalanne-Trie,9.92344481135884,901.786388661084
32409,Samaran,9.91381618470303,838.056369828574
65358,Peyret-Saint-André,9.9430334858254,892.221318559474
65156,Dours,10.0576995536492,919.530048264026
65383,Sadournin,9.9196782163801,888.757567041743
02255,Cys-la-Commune,10.345681404325,683.536446855264
32226,Manas-Bastanous,9.85628273536138,856.041078041315
38292,Villages du Lac de Paladru,10.6904079185725,1167.53968154319
65397,Saint-Sever-de-Rustan,10.0117118131154,891.704641533484
31412,Péguilhan,9.82227492747131,836.121633644852
41171,Oucques La Nouvelle,9.32494593525652,651.4047842022
65254,Laméac,9.95919489426275,887.753873537605
65476,Villenave-près-Béarn,10.9431457307014,1057.17027352908
32383,Saint-Justin,10.310451898121,910.428453597486
32058,Blousson-Sérian,10.3353743080242,920.204443986571
32303,Pallanne,9.91344904908666,850.546196448329
69228,Chabanière,9.78343616245328,782.350015710239
32342,Ricourt,10.2858746977938,909.453317641731
32446,Tillac,10.0137579043324,867.720431438877
02610,Pommiers,10.3511390556384,686.793727480529
32167,Laas,9.85174836947907,838.964943972853
32008,Armentieux,10.3360876901489,905.969225830801
27645,Tocqueville,11.5381308175075,815.585651252066
65174,Estirac,10.3855089598139,917.210421981537
60072,Bitry,10.5272861433686,695.739687790599
61474,Gouffern en Auge,10.8057288819901,761.979550903843
65264,Lascazères,10.5928933958756,986.009147005016
64193,Corbère-Abères,10.8391201702149,1069.44185917648
65049,Auriébat,10.3369721779834,907.803628752059
73227,Courchevel,11.5505380937463,1281.69185125262
65273,Liac,10.2870018831112,912.932247280811
64323,Lasserre,10.7914100394016,1045.81135655983
41142,Valencisse,9.1744766514047,646.645034048191
41167,Veuzain-sur-Loire,9.07081859100469,652.651101964558
32273,Monlezun,10.1644912467135,892.532669956828
27631,Thierville,11.399873087992,812.673081293145
41055,Valloire-sur-Cisse,9.09578454794112,648.710886981466
65304,Maubourguet,10.3415038841421,913.664541745327
25147,Chemaudin et Vaux,12.3175345459387,1070.11237242559
78403,Mézy-sur-Seine,9.95571175681976,657.684430204539
28330,Villemaury,9.56572631576152,625.793443478807
32205,Laveraët,9.92874477742011,854.930112681362
28103,Cloyes-les-Trois-Rivières,9.55143348366583,653.070146203926
28012,Commune nouvelle d'Arrou,9.93566135904834,684.784988726137
32367,Saint-Christaud,9.85549278506926,841.162170333077
85159,Nalliers,10.2170525273912,767.321587670174
16046,Côteaux du Blanzacais,10.3886960119011,855.108249661182
09062,Bordes-Uchentein,12.9872688566917,1606.91383973274
29021,Plounéour-Brignogan-plages,12.8879665513302,875.535587775952
32233,Marciac,10.1613126171671,886.156144998561
65240,Labatut-Rivière,10.3876227610787,915.490562773339
32030,Bars,9.80795063574148,830.492956797917
32427,Sembouès,10.3444322005772,919.567909038019
64451,Ponson-Debat-Pouts,10.7169460297756,994.216406281817
05101,Vallouise-Pelvoux,10.1237508401469,1345.66271301585
65406,Sarniguet,10.0932226371749,926.700119898845
65121,Camalès,10.1628149767424,921.126488797516
33106,Castets et Castillon,10.1397306805683,817.290879660448
65102,Bouilh-Devant,9.94263212718423,890.378128020746
78033,Aulnay-sur-Mauldre,9.94528186290807,651.927453260885
65297,Mansan,10.0486167001428,897.443696467872
14349,Laize-Clinchamps,11.2561540437246,739.344929789855
65425,Siarrouy,10.1934907537542,939.968938617986
64173,Casteide-Doat,10.4310439857163,965.598066723734
39530,Thoirette-Coisia,12.2893519411499,1464.60978052409
39273,Montlainsia,12.5069751172235,1484.56362124055
39485,Val Suran,12.5168057992459,1468.34242157111
39018,Aromas,12.4026400437857,1461.75926340287
85158,Mouzeuil-Saint-Martin,10.1921881194267,769.338347690876
32464,Villecomtal-sur-Arros,10.2724308861358,919.022254824976
27412,Terres de Bord,10.6467632581155,719.944129764415
32177,Lagarde-Hachan,9.88589682417845,823.804056239835
32034,Bazugues,9.77543463378566,818.291346213659
17369,Saint-Martin-de-Ré,9.86832991604969,734.331491297102
54153,Dampvitoux,11.0372872427792,837.588407344955
14347,Dialan sur Chaîne,12.3598491478251,944.153709574314
14143,Caumont-sur-Aure,12.301405323961,936.36365907465
27090,Bosroumois,11.5543118147396,824.369584293751
32256,Mirande,9.77246736366966,814.78816722229
50139,Condé-sur-Vire,12.0872983291091,1046.2569025901
32389,Saint-Martin,9.76244593968147,815.524023122781
14579,Seulline,12.3548027445006,933.176727701936
33435,Saint-Macaire,10.0529895717262,818.040280985384
32257,Mirannes,9.14233674318042,746.341640284837
14011,Aurseulles,12.3355852930064,906.610989550551
32402,Saint-Paul-de-Baïse,9.13692230776019,734.159030810093
50444,Saint-Amand-Villages,12.2075580369138,1025.90540496131
32293,Mouchès,9.69756499896898,804.39582840287
32215,Loubersan,9.79700727671356,823.244522673705
27531,Saint-Denis-des-Monts,11.4012606504974,809.859993870262
14672,Val de Drôme,12.2825518269306,975.537908816554
14027,Les Monts d'Aunay,12.3770400902997,945.236733403052
32156,Idrac-Respaillès,9.78700253427386,818.908871270273
14357,Terres de Druance,12.3731335052165,946.961419208202
01098,Chazey-Bons,11.2769958058685,1365.31563310344
24117,Les Coteaux Périgourdins,10.4374340223185,947.069353182658
54511,Sponville,10.9851090520779,826.940874169435
32172,Labéjan,9.78697869538626,820.833673252536
32200,Lasséran,9.3016300018289,771.606149049931
51650,Voilemont,11.1918903914294,776.915012313253
32071,Caillavet,9.16607721384568,742.821956394967
27354,Iville,10.4219623912236,672.281657208132
48027,Mont Lozère et Goulet,10.6064749109448,1095.39923436452
32393,Saint-Maur,9.75869631500047,817.900025389902
32104,Clermont-Pouyguillès,9.80870873957599,822.46150506512
32029,Barran,9.14635702433701,755.054541083185
65269,Lescurry,10.0812564274802,910.502251290987
32381,Saint-Jean-le-Comtal,9.6007354852481,801.179233798041
24216,La Jemaye-Ponteyraud,9.66682408119546,830.413081758321
27425,Nassandres sur Risle,11.2524274719498,799.917053889828
24490,Saint Privat en Périgord,9.86387850591179,835.218330961486
27572,Saint-Meslin-du-Bosc,10.9482098198265,749.89187310158
35191,Les Portes du Coglais,11.9582400702405,886.929285307042
39008,Amange,11.8719675240441,1034.17597565572
50487,Saint-James,12.5393098922261,985.564264410715
35257,Maen Roch,11.7331559191414,846.469422473288
22158,Guerlédan,12.2260201689885,934.265794291343
54353,Mars-la-Tour,11.0617653579915,813.343148892143
56061,La Gacilly,10.1702992744563,752.884318603239
56033,Carentoir,9.88684560473888,725.368395513136
35168,Val d'Anast,10.6029405490054,763.518323872081
02476,Mennevret,11.2457950391068,742.703038052658
59545,Saint-Souplet,11.2741395180934,743.848230827842
59395,Mazinghien,11.2737822977888,745.740000359395
02784,Petit-Verly,11.2262092914655,739.23533500022
02647,Ribeauville,11.2653042887242,744.704244088505
59136,Le Cateau-Cambrésis,11.2897099922953,744.115116110203
57231,Foville,11.2186364271895,766.809966283006
02753,Tupigny,11.2341617880109,745.161670001113
02760,La Vallée-Mulâtre,11.2595809947938,742.776692567848
02683,Saint-Martin-Rivière,11.2683383372589,742.789730211963
02358,Grougis,11.2152682777619,739.172786712602
59118,Busigny,11.2684497255563,744.383377105749
02769,Vaux-Andigny,11.2514886951264,743.428460186029
02830,Wassigny,11.2587883713425,748.190479452786
02783,Grand-Verly,11.2141502091303,738.5285486991
02757,Vadencourt,11.1995933790417,735.739047567978
02488,Molain,11.261615235216,742.917625099466
02061,Becquigny,11.2537062686756,743.898239374752
02006,Aisonville-et-Bernoville,11.1945692950874,735.713420354496
32254,Miramont-d'Astarac,9.72361639113682,812.342751410751
80295,Étinehem-Méricourt,10.7741038069658,684.109689425415
53228,Blandouet-Saint Jean,9.94515608303811,768.896668221751
48087,Prinsuéjols-Malbouzon,10.914399975703,1065.02680346478
55256,Jonville-en-Woëvre,10.9200854668342,851.378740772047
25222,Étalans,13.3294704365826,1403.91312740107
37232,Côteaux-sur-Loire,9.37773809769054,675.289723098035
17222,Marsilly,9.93879353499305,751.034360526939
27654,Tourville-la-Campagne,11.0227961648625,763.097372822561
55265,Labeuville,10.95872129925,828.577760808617
54477,Saint-Julien-lès-Gorze,11.1063937338491,819.437892407224
57708,Verny,11.1955148461048,752.277628382833
54182,Essey-et-Maizerais,11.0910631098414,806.763314952405
46063,Castelnau Montratier-Sainte Alauzie,9.3073610080725,807.846128250692
46156,Bellefont-La Rauze,10.4025465495521,917.804280589806
39510,Septmoncel Les Molunes,13.0443748969275,2008.92961103161
22055,Binic-Étables-sur-Mer,10.7360972604179,743.968125872559
38253,Les Deux-Alpes,9.90909419602551,1312.64893770472
27327,Hectomare,10.5593548660189,695.950494954197
73235,Saint-François-Longchamp,12.156591310067,1794.53718218363
32045,Berdoues,9.77118134779941,813.713022688
54357,Maxéville,11.1588297198885,809.646881580195
52140,Colombey-les-Deux-Églises,12.0489927265203,960.803636079507
50184,Flamanville,11.6133563542231,863.828980849071
50230,Hardinvast,12.3613878019366,972.430436441549
50238,Héauville,11.849730377846,893.310326358636
50598,Tocqueville,12.2321182659203,971.096290993042
32065,Le Brouilh-Monbert,9.05799449751681,738.205104056912
50162,Digosville,11.6137159521456,868.638336479579
50294,Martinvast,11.9793949913339,919.420919139394
50142,Vicq-sur-Mer,12.0499111241102,940.111394694524
50469,Sainte-Geneviève,12.1691670386912,972.068621846668
65311,Mingot,10.1940116833113,913.12075049536
32394,Saint-Médard,9.790034809389,818.588847806125
50135,Clitourps,12.4408795773354,987.339976524669
50539,Saint-Pierre-Église,12.1707454423802,949.220498041969
50619,Le Vast,12.5774284682259,1012.74059967726
50618,Varouville,12.2320734603694,962.195036566364
50209,Gonneville-Le Theil,11.9240164856028,912.412918755577
50175,Éroudeville,12.7814905433686,1006.82223892123
50305,Le Mesnil-au-Val,12.0294750257707,924.376530574112
65299,Marsac,10.111599662377,926.363165954521
50604,Tréauville,11.7086857266182,874.789889985318
50087,Brix,12.7108436757294,1018.68869789912
55431,Richecourt,11.0394058764681,814.254189432626
50129,Cherbourg-en-Cotentin,11.5984490609021,866.40838316877
50172,Émondeville,12.6500125781765,997.821739527595
50149,Couville,12.5168062237551,992.494039525661
50471,Saint-Georges-de-la-Rivière,11.9813697014073,966.580145215346
50335,Montaigu-la-Brisette,12.458343741397,996.770061218682
50097,Canville-la-Rocque,12.3016557946974,982.533370599804
57559,Puzieux,11.170250750833,762.836835885298
50285,Magneville,12.7702099791644,1009.39935952616
57140,Chesny,11.1626773989948,755.994456750309
50580,Sotteville,12.1336067228924,934.494909910332
50160,Denneville,11.7411783912845,947.394975451732
31587,Villeneuve-lès-Bouloc,9.03971172622581,675.187285845321
50240,Helleville,11.8886748788143,899.763262373352
50503,Saint-Lô-d'Ourville,11.8553005573468,955.22533180503
50395,La Pernelle,12.2432250854781,988.937286401228
50633,Le Vicel,12.366410443519,995.843247716153
50041,La Hague,11.7217878906026,876.878282535757
50575,Sideville,11.9834824613985,919.348958225331
50382,Nouainville,11.6337963191867,872.061395520865
50030,Barfleur,11.9806424168525,954.310580415914
50013,Anneville-en-Saire,12.0887784238706,972.736799438753
50196,Gatteville-le-Phare,12.0562640206017,956.763226702044
50296,Maupertus-sur-Mer,11.6597086354049,876.279798712964
50096,Canteloup,12.5677267418604,1006.12047669021
50033,Baubigny,11.8354255734082,930.326551633091
50480,Saint-Germain-le-Gaillard,12.038868010743,920.493494008263
50412,Portbail,11.949016437848,963.049112395666
50643,Virandeville,12.2716205009898,956.628878784163
50594,Teurthéville-Hague,11.9939260665502,917.728107285389
50222,Grosville,12.4112948542505,974.091700062523
67282,Marlenheim,11.4347406495808,798.349249848365
50572,Sénoville,12.0786714821467,950.116693871543
50519,Saint-Martin-le-Gréard,12.6634480498273,1013.74493053998
31320,Marquefave,8.83067161447961,695.190795446643
50599,Tollevast,12.3136927780856,966.026544094068
50402,Les Pieux,11.7187472951993,877.100644496236
50576,Siouville-Hague,11.7159023840014,874.758812705482
50562,Saint-Vaast-la-Hougue,12.0502499083229,971.148356458202
50194,Fresville,12.659428808067,996.993722226369
50593,Teurthéville-Bocage,12.3824737142163,989.707939081027
50567,Saussemesnil,12.5154202747954,988.462973254998
50587,Taillepied,12.6667733547718,1002.6437348992
17353,Saint-Laurent-de-la-Prée,9.97784423491438,754.890813461217
50183,Fierville-les-Mines,12.6927607423698,1012.83960883078
50498,Saint-Joseph,12.8443098602654,1028.82191532319
50577,Sortosville-en-Beaumont,12.5767933333371,1003.29134038185
50083,Bricquebosq,12.5255740156217,990.960554336245
50454,Saint-Christophe-du-Foc,12.3324944468044,963.797146273646
50490,Saint-Jean-de-la-Rivière,12.0304355490396,970.160601333756
50031,Barneville-Carteret,11.9606465821986,964.988348757037
50648,Yvetot-Bocage,12.8004225721851,1016.09777248953
50045,Benoîtville,11.9818412961692,912.59562038683
50442,Le Rozel,11.6360980669447,868.743009197128
67480,Still,11.8942063707289,953.810417907722
50138,Colomby,12.779675705348,1003.70219823192
50401,Pierreville,11.9839774657206,916.278204662309
67267,Lingolsheim,10.5140724289591,675.594483377764
50615,Valognes,12.8102590297817,1019.38798776462
50055,Biniville,12.7977464131834,1002.7220854421
50235,La Haye-d'Ectot,12.2655059090662,984.481844657602
50522,Saint-Maurice-en-Cotentin,12.5513542227566,1004.24820406221
50101,Carneville,11.8990083150997,909.354634481944
50425,Rauville-la-Bigot,12.8002094471856,1030.57730380799
50369,Négreville,12.8155865608961,1024.55584738908
50299,Le Mesnil,12.2696988023812,985.038929069736
50082,Bricquebec-en-Cotentin,12.7290753826262,1017.41778451898
50536,Saint-Pierre-d'Arthéglise,12.7722461041907,1019.17070221207
50551,Saint-Sauveur-le-Vicomte,12.7399601960968,1005.41617119839
50049,Besneville,12.6001589831435,1002.40601714648
50332,Les Moitiers-d'Allonne,11.9403124160724,957.22742942308
50585,Surtainville,11.8790144227899,910.154667102673
50486,Saint-Jacques-de-Néhou,12.8065711370352,1017.70903573157
67247,Kolbsheim,11.4134289028824,792.791537516294
50086,Brillevast,12.3493076496964,970.980135113071
50079,Breuville,12.7603427037794,1025.82786787404
88501,Le Vermont,13.0002615343427,1455.87092759653
50579,Sottevast,12.8587612898422,1038.405143457
50596,Théville,12.2118112463089,951.438568694857
80529,Mérélessart,11.4367235242184,788.767770019618
50433,Réville,11.9264592183864,958.660237811941
50613,Valcanville,12.279834705185,983.528050597474
50077,Bretteville,11.5548383469762,861.404191692765
78123,Carrières-sous-Poissy,9.79688593844183,637.563848092925
50258,Joganville,12.7187455909806,1002.90985270327
50178,Fermanville,11.8016540874721,897.39010214219
50342,Montfarville,11.9719884312918,957.196163706345
55400,Parfondrupt,10.9915142855992,816.206582393358
55458,Saint-Jean-lès-Buzy,10.9993507190211,808.672638683012
55047,Béthelainville,11.1581893003864,941.500594362154
55257,Jouy-en-Argonne,11.2437622873973,954.602786487762
65025,Argelès-Gazost,12.0743073071869,1159.83644279021
55565,Villers-sous-Pareid,10.9897351279043,815.138922236707
55439,Ronvaux,10.9961756475373,849.457569826628
55189,Fleury-devant-Douaumont,11.2140303293291,878.441428469055
55489,Sivry-la-Perche,11.3027006901236,945.008992800569
55242,Hennemont,10.9813542367936,832.769481695149
