numer_sta,date,pmer,tend,cod_tend,dd,ff,t,td,u,vv,ww,w1,w2,n,nbas,hbas,cl,cm,ch,pres,niv_bar,geop,tend24,tn12,tn24,tx12,tx24,tminsol,sw,tw,raf10,rafper,per,etat_sol,ht_neige,ssfrai,perssfrai,rr1,rr3,rr6,rr12,rr24,phenspe1,phenspe2,phenspe3,phenspe4,nnuage1,ctype1,hnuage1,nnuage2,ctype2,hnuage2,nnuage3,ctype3,hnuage3,nnuage4,ctype4,hnuage4,X,date.ok,jour.ok,temp
07149,20180323090000,101020,-200,6,200,6.1,279.25,273.150000,65,25000,2,2,2,100,7,800,35,mq,mq,99920,mq,mq,-1410,mq,mq,mq,mq,mq,mq,mq,10.800000,10.8,-10,0,0.000000,0,-30,0.000000,0,0.000000,0.000000,0.000000,mq,mq,mq,mq,7,6,800,mq,mq,mq,mq,mq,mq,mq,mq,mq,"",2018-03-23T08:00:00Z,2018-03-23,6.10000000000002
07149,20180323120000,100790,-230,6,200,6,279.45,275.750000,77,13000,3,2,2,100,8,450,35,mq,mq,99690,mq,mq,-1420,mq,mq,mq,mq,mq,mq,mq,9.500000,10.6,-10,0,0.000000,0,-60,0.000000,0,0.000000,0.000000,0.000000,mq,mq,mq,mq,8,6,480,mq,mq,mq,mq,mq,mq,mq,mq,mq,"",2018-03-23T11:00:00Z,2018-03-23,6.30000000000001
07149,20180323150000,100530,-250,8,190,4.4,279.45,277.250000,86,12000,60,6,6,100,8,450,35,mq,mq,99440,mq,mq,-1460,mq,mq,mq,mq,mq,mq,mq,7.200000,8.9,-10,0,0.000000,0,-30,-0.100000,0,-0.100000,-0.100000,-0.100000,mq,mq,mq,mq,8,6,320,mq,mq,mq,mq,mq,mq,mq,mq,mq,"",2018-03-23T14:00:00Z,2018-03-23,6.30000000000001
07149,20180323180000,100290,-240,6,170,3.6,279.35,277.050000,85,14000,21,6,2,100,8,450,38,mq,mq,99200,mq,mq,-1600,277.750000,mq,279.950000,mq,mq,mq,mq,6.700000,7.3,-10,1,0.000000,0,-60,-0.100000,0,-0.100000,-0.100000,-0.100000,mq,mq,mq,mq,1,8,380,8,6,400,mq,mq,mq,mq,mq,mq,"",2018-03-23T17:00:00Z,2018-03-23,6.20000000000005
07149,20180323210000,100060,-230,8,140,3,279.35,276.550000,82,13360,0,2,2,100,8,450,mq,mq,mq,98970,mq,mq,-1760,mq,mq,mq,mq,mq,mq,mq,5.500000,6.9,-10,1,0.000000,,mq,0.000000,0,-0.100000,-0.100000,-0.100000,mq,mq,mq,mq,8,mq,510,mq,mq,mq,mq,mq,mq,mq,mq,mq,"",2018-03-23T20:00:00Z,2018-03-23,6.20000000000005
07149,20180324000000,99910,-150,6,140,3.3,279.25,276.450000,82,6590,58,6,5,100,8,450,35,mq,mq,98820,mq,mq,-1690,mq,mq,mq,mq,mq,mq,mq,5.600000,7.6,-10,1,0.000000,0,-60,0.000000,0,-0.100000,-0.100000,-0.100000,mq,mq,mq,mq,8,6,520,mq,mq,mq,mq,mq,mq,mq,mq,mq,"",2018-03-23T23:00:00Z,2018-03-23,6.10000000000002
07149,20180324030000,99760,-150,6,90,2,279.25,276.050000,80,20000,1,2,2,100,8,450,35,mq,mq,98670,mq,mq,-1650,mq,mq,mq,mq,mq,mq,mq,3.300000,3.5,-10,1,0.000000,0,-30,0.000000,0,-0.100000,-0.100000,-0.100000,mq,mq,mq,mq,7,6,480,mq,mq,mq,mq,mq,mq,mq,mq,mq,"",2018-03-24T02:00:00Z,2018-03-24,6.10000000000002
07149,20180324060000,99790,30,3,100,1.6,278.45,275.250000,80,25000,3,2,2,100,8,800,35,mq,mq,98700,mq,mq,-1420,278.450000,mq,279.450000,mq,mq,mq,mq,2.700000,4.3,-10,1,0.000000,0,-60,-0.100000,0,-0.100000,-0.100000,-0.100000,mq,mq,mq,mq,8,6,720,mq,mq,mq,mq,mq,mq,mq,mq,mq,"",2018-03-24T05:00:00Z,2018-03-24,5.30000000000001
07149,20180324090000,99910,130,1,80,3.3,280.35,275.850000,73,20000,1,2,2,90,4,800,35,23,mq,98830,mq,mq,-1090,mq,mq,mq,mq,mq,mq,mq,5.500000,5.5,-10,1,0.000000,0,-30,0.000000,0,-0.100000,-0.100000,-0.100000,mq,mq,mq,mq,4,6,840,7,3,2500,mq,mq,mq,mq,mq,mq,"",2018-03-24T08:00:00Z,2018-03-24,7.20000000000005
07149,20180324120000,99910,10,3,80,2.1,284.65,276.450000,57,18750,1,2,2,75,1,2250,30,23,11,98840,mq,mq,-850,mq,mq,mq,mq,mq,mq,mq,5.100000,5.5,-10,0,0.000000,0,-60,0.000000,0,-0.100000,-0.100000,-0.100000,mq,mq,mq,mq,1,3,2400,6,0,7500,mq,mq,mq,mq,mq,mq,"",2018-03-24T11:00:00Z,2018-03-24,11.5
07149,20180324150000,99920,20,3,60,3.6,286.35,276.950000,53,19200,2,0,0,50,0,7500,30,20,11,98860,mq,mq,-580,mq,mq,mq,mq,mq,mq,mq,6.000000,7,-10,0,0.000000,0,-30,0.000000,0,0.000000,-0.100000,-0.100000,mq,mq,mq,mq,4,0,7500,mq,mq,mq,mq,mq,mq,mq,mq,mq,"",2018-03-24T14:00:00Z,2018-03-24,13.2
07149,20180324180000,100070,140,3,110,1.3,283.55,277.450000,66,20000,3,1,1,75,6,4000,30,27,11,99000,mq,mq,-200,278.450000,mq,286.650000,mq,mq,mq,mq,1.700000,4.5,-10,0,0.000000,0,-60,0.000000,0,0.000000,-0.100000,-0.100000,mq,mq,mq,mq,1,3,4000,6,0,8000,mq,mq,mq,mq,mq,mq,"",2018-03-24T17:00:00Z,2018-03-24,10.4
07149,20180324210000,100250,160,2,340,1.6,280.85,277.450000,79,20000,3,2,2,90,1,1750,35,23,10,99160,mq,mq,190,mq,mq,mq,mq,mq,mq,mq,3.400000,3.4,-10,0,0.000000,0,-30,0.000000,0,0.000000,0.000000,-0.100000,mq,mq,mq,mq,1,6,1800,7,3,2900,mq,mq,mq,mq,mq,mq,"",2018-03-24T20:00:00Z,2018-03-24,7.70000000000005
07149,20180325000000,100280,30,1,190,0.5,280.75,277.350000,79,20000,1,1,1,25,2,1750,35,20,10,99190,mq,mq,370,mq,mq,mq,mq,mq,mq,mq,0.900000,3.4,-10,0,0.000000,0,-60,0.000000,0,0.000000,0.000000,-0.100000,mq,mq,mq,mq,1,6,1500,1,6,1900,mq,mq,mq,mq,mq,mq,"",2018-03-24T23:00:00Z,2018-03-24,7.60000000000002
07149,20180325030000,100370,80,3,330,0.6,278.55,277.150000,91,10000,2,2,2,90,7,1750,35,mq,mq,99270,mq,mq,600,mq,mq,mq,mq,mq,mq,mq,0.800000,1,-10,0,0.000000,0,-30,0.000000,0,0.000000,0.000000,-0.100000,mq,mq,mq,mq,7,6,1800,mq,mq,mq,mq,mq,mq,mq,mq,mq,"",2018-03-25T01:00:00Z,2018-03-25,5.40000000000003
07149,20180325060000,100530,170,2,50,1.1,280.05,276.150000,76,10000,1,2,2,100,3,1750,35,27,mq,99440,mq,mq,740,277.650000,mq,283.550000,mq,mq,mq,mq,1.700000,4.1,-10,0,0.000000,0,-60,0.000000,0,0.000000,0.000000,-0.100000,mq,mq,mq,mq,3,6,1500,8,3,2100,mq,mq,mq,mq,mq,mq,"",2018-03-25T04:00:00Z,2018-03-25,6.90000000000003
07149,20180325090000,100750,220,1,70,1,282.35,275.850000,64,12000,1,2,2,90,7,2250,30,27,mq,99660,mq,mq,830,mq,mq,mq,mq,mq,mq,mq,2.000000,2.7,-10,0,0.000000,0,-30,0.000000,0,0.000000,0.000000,0.000000,mq,mq,mq,mq,7,3,2340,mq,mq,mq,mq,mq,mq,mq,mq,mq,"",2018-03-25T07:00:00Z,2018-03-25,9.20000000000005
07149,20180325120000,100840,110,1,60,2.4,287.65,275.250000,43,14000,2,2,2,90,7,2520,30,27,mq,99770,mq,mq,930,mq,mq,mq,mq,mq,mq,mq,5.000000,5.8,-10,0,0.000000,0,-60,0.000000,0,0.000000,0.000000,0.000000,mq,mq,mq,mq,7,3,2520,mq,mq,mq,mq,mq,mq,mq,mq,mq,"",2018-03-25T10:00:00Z,2018-03-25,14.5
07149,20180325150000,100880,40,2,30,4.1,288.05,275.550000,43,16000,1,2,2,90,7,2250,30,23,mq,99810,mq,mq,950,mq,mq,mq,mq,mq,mq,mq,7.900000,7.9,-10,0,0.000000,0,-30,0.000000,0,0.000000,0.000000,0.000000,mq,mq,mq,mq,5,3,2460,5,3,3700,mq,mq,mq,mq,mq,mq,"",2018-03-25T13:00:00Z,2018-03-25,14.9
07149,20180325180000,101060,170,3,10,4.6,285.45,277.650000,59,7350,0,2,2,100,8,1750,mq,mq,mq,99980,mq,mq,980,280.050000,mq,288.550000,mq,mq,mq,mq,6.800000,8.7,-10,0,0.000000,,mq,0.000000,0,0.000000,0.000000,0.000000,mq,mq,mq,mq,1,mq,1740,5,mq,2220,8,mq,2700,mq,mq,mq,"",2018-03-25T16:00:00Z,2018-03-25,12.3
07149,20180325210000,101270,200,1,10,3.1,283.65,278.650000,71,8000,60,6,6,100,7,1750,35,mq,mq,100180,mq,mq,1020,mq,mq,mq,mq,mq,mq,mq,5.500000,7.2,-10,0,0.000000,0,-30,-0.100000,0,-0.100000,-0.100000,-0.100000,mq,mq,mq,mq,7,6,1650,mq,mq,mq,mq,mq,mq,mq,mq,mq,"",2018-03-25T19:00:00Z,2018-03-25,10.5
07149,20180326000000,101360,90,2,360,4.8,282.05,278.250000,77,5100,0,6,6,100,8,1750,mq,mq,mq,100270,mq,mq,1080,mq,mq,mq,mq,mq,mq,mq,7.000000,7,-10,1,mq,,mq,-0.100000,0,-0.100000,-0.100000,-0.100000,mq,mq,mq,mq,8,mq,1620,mq,mq,mq,mq,mq,mq,mq,mq,mq,"",2018-03-25T22:00:00Z,2018-03-25,8.90000000000003
07149,20180326030000,101500,130,2,350,3.2,279.65,275.950000,77,5860,1,2,2,100,8,2600,30,27,mq,100400,mq,mq,1130,mq,mq,mq,mq,mq,mq,mq,5.300000,6.6,-10,1,0.000000,0,-30,0.000000,0,-0.100000,-0.100000,-0.100000,mq,mq,mq,mq,2,3,2600,7,3,3400,mq,mq,mq,mq,mq,mq,"",2018-03-26T01:00:00Z,2018-03-26,6.5
07149,20180326060000,101630,120,3,330,2.8,279.55,275.050000,73,15000,1,2,2,90,7,1750,35,23,mq,100520,mq,mq,1080,279.450000,mq,285.450000,mq,mq,mq,mq,4.200000,4.9,-10,1,0.000000,0,-60,0.000000,0,-0.100000,-0.100000,-0.100000,mq,mq,mq,mq,1,6,1560,7,3,2600,mq,mq,mq,mq,mq,mq,"",2018-03-26T04:00:00Z,2018-03-26,6.40000000000003
07149,20180326090000,101790,170,2,340,4.1,282.25,276.050000,65,20000,1,1,1,40,1,800,31,23,10,100690,mq,mq,1030,mq,mq,mq,mq,mq,mq,mq,6.000000,7,-10,1,0.000000,0,-30,0.000000,0,0.000000,-0.100000,-0.100000,mq,mq,mq,mq,1,8,600,3,3,2700,mq,mq,mq,mq,mq,mq,"",2018-03-26T07:00:00Z,2018-03-26,9.10000000000002
07149,20180326120000,101810,40,0,10,3.8,286.15,271.750000,37,17110,0,0,0,0,0,mq,mq,mq,mq,100730,mq,mq,960,mq,mq,mq,mq,mq,mq,mq,6.700000,9.9,-10,0,0.000000,,mq,0.000000,0,0.000000,-0.100000,-0.100000,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,"",2018-03-26T10:00:00Z,2018-03-26,13
07149,20180326150000,101820,0,5,330,3.1,285.85,271.850000,38,20000,1,2,2,75,6,1750,38,20,10,100730,mq,mq,920,mq,mq,mq,mq,mq,mq,mq,7.400000,7.5,-10,1,0.000000,0,-30,0.000000,0,0.000000,0.000000,-0.100000,mq,mq,mq,mq,2,8,1900,6,6,2400,mq,mq,mq,mq,mq,mq,"",2018-03-26T13:00:00Z,2018-03-26,12.7
07149,20180326180000,101850,30,1,320,0.8,283.45,273.150000,49,29570,2,2,2,90,7,2600,30,23,mq,100760,mq,mq,780,279.550000,mq,286.950000,mq,mq,mq,mq,1.700000,4.9,-10,0,0.000000,0,-60,0.000000,0,0.000000,0.000000,-0.100000,mq,mq,mq,mq,7,3,2600,mq,mq,mq,mq,mq,mq,mq,mq,mq,"",2018-03-26T16:00:00Z,2018-03-26,10.3
07149,20180326210000,101860,0,4,220,1.1,282.15,274.050000,57,13490,1,2,2,90,7,1750,35,mq,mq,100760,mq,mq,580,mq,mq,mq,mq,mq,mq,mq,2.000000,3.1,-10,0,0.000000,0,-30,0.000000,0,0.000000,0.000000,-0.100000,mq,mq,mq,mq,3,6,1900,7,6,2500,mq,mq,mq,mq,mq,mq,"",2018-03-26T19:00:00Z,2018-03-26,9
07149,20180327000000,101800,-70,6,280,3.4,279.65,274.750000,71,12000,1,1,1,50,2,2250,35,20,11,100690,mq,mq,420,mq,mq,mq,mq,mq,mq,mq,4.600000,4.8,-10,0,0.000000,0,-60,0.000000,0,0.000000,0.000000,-0.100000,mq,mq,mq,mq,2,6,2400,3,0,7000,mq,mq,mq,mq,mq,mq,"",2018-03-26T22:00:00Z,2018-03-26,6.5
07149,20180327030000,101630,-170,8,190,0.7,279.85,275.950000,76,25000,3,2,2,100,2,1750,35,22,mq,100520,mq,mq,120,mq,mq,mq,mq,mq,mq,mq,1.300000,2.3,-10,0,0.000000,0,-30,0.000000,0,0.000000,0.000000,0.000000,mq,mq,mq,mq,2,6,1600,8,4,3090,mq,mq,mq,mq,mq,mq,"",2018-03-27T01:00:00Z,2018-03-27,6.70000000000005
07149,20180327060000,101530,-100,6,210,4.7,279.35,277.650000,89,6780,61,6,6,100,8,800,mq,mq,mq,100420,mq,mq,-100,277.950000,mq,283.450000,mq,mq,mq,mq,8.200000,8.2,-10,2,0.000000,,mq,0.600000,0.8,0.800000,0.800000,0.800000,mq,mq,mq,mq,1,mq,900,5,mq,1260,8,mq,1440,mq,8,mq,"",2018-03-27T04:00:00Z,2018-03-27,6.20000000000005
07149,20180327090000,101270,-250,8,190,5.6,279.25,278.350000,94,6000,61,6,6,100,7,250,37,mq,mq,100170,mq,mq,-520,mq,mq,mq,mq,mq,mq,mq,8.800000,9.2,-10,2,0.000000,0,-30,1.000000,2.6,3.400000,3.400000,3.400000,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,"",2018-03-27T07:00:00Z,2018-03-27,6.10000000000002
07149,20180327120000,101050,-210,8,200,4.2,281.25,280.650000,96,5000,61,6,6,100,7,150,37,mq,mq,99960,mq,mq,-770,mq,mq,mq,mq,mq,mq,mq,7.900000,8.6,-10,2,0.000000,0,-60,-0.100000,2,4.600000,5.400000,5.400000,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,"",2018-03-27T10:00:00Z,2018-03-27,8.10000000000002
07149,20180327150000,100870,-160,6,270,5.2,286.45,283.450000,82,37190,0,2,2,100,8,800,mq,mq,mq,99800,mq,mq,-930,mq,mq,mq,mq,mq,mq,mq,8.400000,8.4,-10,1,0.000000,,mq,-0.100000,0.2,2.200000,5.600000,5.600000,mq,mq,mq,mq,6,mq,mq,7,mq,mq,mq,mq,mq,mq,mq,mq,"",2018-03-27T13:00:00Z,2018-03-27,13.3
07149,20180327180000,100940,60,3,270,5.9,284.95,281.250000,78,54680,25,2,2,75,6,800,38,20,10,99860,mq,mq,-900,278.650000,mq,286.850000,mq,mq,mq,mq,8.800000,12.7,-10,1,0.000000,0,-60,0.000000,0,0.200000,4.800000,5.600000,mq,mq,mq,mq,6,6,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,"",2018-03-27T16:00:00Z,2018-03-27,11.8
07149,20180327210000,101140,190,2,290,8,283.25,277.850000,69,20000,1,2,2,90,7,800,35,mq,mq,100050,mq,mq,-710,mq,mq,mq,mq,mq,mq,mq,12.600000,12.6,-10,1,0.000000,0,-30,0.000000,0,-0.100000,2.200000,5.600000,mq,mq,mq,mq,7,6,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,"",2018-03-27T19:00:00Z,2018-03-27,10.1
07149,20180328000000,101170,30,1,260,3.4,281.95,277.150000,72,59130,0,2,2,100,8,1250,mq,mq,mq,100080,mq,mq,-610,mq,mq,mq,mq,mq,mq,mq,5.000000,10,-10,0,0.000000,,mq,0.000000,0,0.000000,0.200000,5.600000,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,"",2018-03-27T22:00:00Z,2018-03-27,8.80000000000001
07149,20180328030000,101070,-110,8,230,3.5,280.25,277.250000,81,51010,3,2,2,75,4,3600,30,23,11,99970,mq,mq,-550,mq,mq,mq,mq,mq,mq,mq,6.400000,6.6,-10,1,0.000000,0,-30,0.000000,0,0.000000,-0.100000,5.600000,mq,mq,mq,mq,5,0,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,"",2018-03-28T01:00:00Z,2018-03-28,7.10000000000002
07149,20180328060000,100810,-260,8,180,2.9,279.85,278.650000,92,5500,61,6,6,90,7,450,35,mq,mq,99710,mq,mq,-710,279.850000,mq,284.950000,mq,mq,mq,mq,4.900000,5.9,-10,1,0.000000,0,-60,0.400000,0.4,0.400000,0.400000,5.200000,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,"",2018-03-28T04:00:00Z,2018-03-28,6.70000000000005
07149,20180328090000,100430,-360,6,220,4.1,282.95,282.650000,98,3500,63,mq,mq,100,mq,150,mq,mq,mq,99350,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,7.2,-10,,0.000000,,mq,0.800000,3,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,"",2018-03-28T07:00:00Z,2018-03-28,9.80000000000001
07149,20180328120000,100230,-180,6,240,7.1,286.15,282.950000,81,48560,21,6,2,100,8,800,37,mq,mq,99170,mq,mq,-790,mq,mq,mq,mq,mq,mq,mq,12.100000,14.4,-10,1,0.000000,0,-60,-0.100000,1.2,4.600000,5.000000,5.200000,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,"",2018-03-28T10:00:00Z,2018-03-28,13
07149,20180328150000,100360,110,3,300,11.8,283.95,278.650000,70,32210,3,2,2,90,7,450,38,mq,mq,99280,mq,mq,-520,mq,mq,mq,mq,mq,mq,mq,20.200000,20.2,-10,1,0.000000,0,-30,0.000000,1.6,2.800000,6.600000,6.600000,mq,mq,mq,mq,5,6,mq,7,6,mq,mq,mq,mq,mq,mq,mq,"",2018-03-28T13:00:00Z,2018-03-28,10.8
07149,20180328180000,100660,290,3,300,7.6,281.05,275.050000,66,60000,1,2,2,60,5,1250,38,20,10,99570,mq,mq,-290,279.850000,mq,287.650000,mq,mq,mq,mq,12.300000,15.9,-10,1,0.000000,0,-60,0.000000,0,1.600000,6.200000,6.600000,mq,mq,mq,mq,4,6,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,"",2018-03-28T16:00:00Z,2018-03-28,7.90000000000003
07149,20180328210000,100870,190,1,260,3.3,276.75,274.150000,83,20000,2,0,0,10,1,800,35,20,10,99760,mq,mq,-290,mq,mq,mq,mq,mq,mq,mq,4.600000,4.6,-10,0,0.000000,0,-30,0.000000,0,0.000000,2.800000,6.600000,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,"",2018-03-28T19:00:00Z,2018-03-28,3.60000000000002
07149,20180329000000,100900,30,1,250,2.3,276.85,275.050000,88,20000,3,1,1,60,5,800,35,20,10,99790,mq,mq,-290,mq,mq,mq,mq,mq,mq,mq,3.300000,3.3,-10,0,0.000000,0,-60,0.000000,0,0.000000,1.600000,6.600000,mq,mq,mq,mq,5,6,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,"",2018-03-28T22:00:00Z,2018-03-28,3.70000000000005
07149,20180329030000,100870,-30,7,260,3.3,276.95,275.450000,90,30220,0,2,2,90,7,3300,mq,mq,mq,99760,mq,mq,-210,mq,mq,mq,mq,mq,mq,mq,4.200000,4.2,-10,,mq,,mq,0.000000,0,0.000000,0.000000,6.600000,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,"",2018-03-29T01:00:00Z,2018-03-29,3.80000000000001
07149,20180329060000,100850,-20,7,220,2.6,276.05,275.050000,93,10940,1,0,0,0,0,mq,30,20,10,99740,mq,mq,30,275.450000,mq,281.050000,mq,mq,mq,mq,4.300000,5,-10,0,0.000000,0,-60,0.000000,0,0.000000,0.000000,6.200000,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,"",2018-03-29T04:00:00Z,2018-03-29,2.90000000000003
07149,20180329090000,100810,-20,8,220,5.3,281.15,276.650000,73,25000,3,0,0,50,4,800,32,20,10,99720,mq,mq,370,mq,mq,mq,mq,mq,mq,mq,9.300000,9.3,-10,0,0.000000,0,-30,0.000000,0,0.000000,0.000000,2.800000,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,"",2018-03-29T07:00:00Z,2018-03-29,8
07149,20180329120000,100640,-160,8,200,6.5,283.95,274.450000,52,38320,0,2,2,90,7,1250,mq,mq,mq,99560,mq,mq,390,mq,mq,mq,mq,mq,mq,mq,10.800000,11.5,-10,0,0.000000,,mq,0.000000,0,0.000000,0.000000,1.600000,mq,mq,mq,mq,7,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,"",2018-03-29T10:00:00Z,2018-03-29,10.8
07149,20180329150000,100400,-230,8,190,7.1,284.65,274.050000,48,46840,0,2,2,0,2,1250,mq,mq,mq,99330,mq,mq,50,mq,mq,mq,mq,mq,mq,mq,11.400000,13.6,-10,0,0.000000,,mq,0.000000,0,0.000000,0.000000,0.000000,mq,mq,mq,mq,5,mq,mq,5,mq,mq,mq,mq,mq,mq,mq,mq,"",2018-03-29T13:00:00Z,2018-03-29,11.5
07149,20180329180000,100440,20,3,200,3.1,280.45,278.250000,86,12000,61,6,6,90,7,1250,38,mq,mq,99350,mq,mq,-220,276.050000,mq,285.250000,mq,mq,mq,mq,6.200000,11,-10,2,0.000000,0,-60,0.600000,0.6,0.600000,0.600000,0.600000,mq,mq,mq,mq,7,6,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,"",2018-03-29T16:00:00Z,2018-03-29,7.30000000000001
07149,20180329210000,100410,-30,8,190,3.5,280.15,278.250000,88,57170,0,6,2,100,8,1750,mq,mq,mq,99320,mq,mq,-440,mq,mq,mq,mq,mq,mq,mq,5.400000,7.8,-10,2,0.000000,,mq,0.200000,1.4,2.000000,2.000000,2.000000,mq,mq,mq,mq,3,mq,mq,8,mq,mq,mq,mq,mq,mq,mq,mq,"",2018-03-29T19:00:00Z,2018-03-29,7
07149,20180330000000,100320,-90,6,180,2.6,279.15,277.450000,89,51170,3,1,1,50,4,4100,30,23,10,99230,mq,mq,-560,mq,mq,mq,mq,mq,mq,mq,4.600000,4.8,-10,1,0.000000,0,-60,0.000000,0,1.400000,2.000000,2.000000,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,"",2018-03-29T22:00:00Z,2018-03-29,6
07149,20180330030000,100140,-180,7,170,1.8,278.75,277.550000,92,30000,3,2,2,90,3,1250,35,23,mq,99050,mq,mq,-710,mq,mq,mq,mq,mq,mq,mq,2.700000,4,-10,1,0.000000,0,-30,0.000000,0,0.000000,2.000000,2.000000,mq,mq,mq,mq,5,3,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,"",2018-03-30T01:00:00Z,2018-03-30,5.60000000000002
07149,20180330060000,99840,-300,8,80,3.2,278.45,277.050000,91,28820,1,6,2,90,1,1250,35,23,11,98750,mq,mq,-990,278.150000,mq,280.550000,mq,mq,mq,mq,4.200000,4.2,-10,1,0.000000,0,-60,0.400000,0.4,0.400000,1.800000,2.400000,mq,mq,mq,mq,3,3,mq,7,0,mq,mq,mq,mq,mq,mq,mq,"",2018-03-30T04:00:00Z,2018-03-30,5.30000000000001
07149,20180330090000,99560,-270,8,150,3.5,281.55,276.150000,69,30000,60,6,2,90,7,1750,35,mq,mq,98480,mq,mq,-1240,mq,mq,mq,mq,mq,mq,mq,6.300000,8.7,-10,1,0.000000,0,-30,-0.100000,0,0.400000,0.400000,2.400000,mq,mq,mq,mq,7,6,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,"",2018-03-30T07:00:00Z,2018-03-30,8.40000000000003
07149,20180330120000,99520,-30,6,180,7,282.75,277.950000,72,42690,3,2,2,100,7,800,35,mq,mq,98450,mq,mq,-1110,mq,mq,mq,mq,mq,mq,mq,11.800000,13.6,-10,1,0.000000,0,-60,0.000000,0,-0.100000,0.400000,2.400000,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,"",2018-03-30T10:00:00Z,2018-03-30,9.60000000000002
07149,20180330150000,99600,80,3,230,7.7,282.35,277.750000,73,30000,80,8,6,90,7,800,38,mq,mq,98530,mq,mq,-800,mq,mq,mq,mq,mq,mq,mq,11.500000,14,-10,1,0.000000,0,-30,-0.100000,0,-0.100000,0.400000,2.400000,mq,mq,mq,mq,5,6,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,"",2018-03-30T13:00:00Z,2018-03-30,9.20000000000005
07149,20180330180000,99680,70,1,200,2.2,281.95,276.550000,69,20000,2,0,0,10,1,1250,35,20,10,98600,mq,mq,-750,278.450000,mq,283.250000,mq,mq,mq,mq,3.800000,7.3,-10,1,0.000000,0,-60,0.000000,0.6,0.600000,0.600000,2.400000,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,"",2018-03-30T16:00:00Z,2018-03-30,8.80000000000001
07149,20180330210000,99820,130,1,190,2.6,279.55,275.650000,76,36160,3,1,1,60,3,1750,35,23,10,98730,mq,mq,-590,mq,mq,mq,mq,mq,mq,mq,3.400000,4,-10,0,0.000000,0,-30,0.000000,0,0.600000,0.600000,1.000000,mq,mq,mq,mq,5,3,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,"",2018-03-30T19:00:00Z,2018-03-30,6.40000000000003
07149,20180331000000,99840,20,2,250,2.4,278.85,276.150000,83,55250,1,2,2,90,7,2250,35,mq,mq,98750,mq,mq,-480,mq,mq,mq,mq,mq,mq,mq,4.500000,4.5,-10,0,0.000000,0,-60,0.000000,0,0.000000,0.600000,1.000000,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,"",2018-03-30T22:00:00Z,2018-03-30,5.70000000000005
07149,20180331030000,99790,-50,8,160,1.9,278.15,276.050000,86,59430,3,2,2,90,7,2250,35,mq,mq,98700,mq,mq,-350,mq,mq,mq,mq,mq,mq,mq,3.100000,4.9,-10,0,0.000000,0,-30,0.000000,0,0.000000,0.600000,1.000000,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,"",2018-03-31T01:00:00Z,2018-03-31,5
07149,20180331060000,99820,20,3,140,2.3,276.35,275.150000,92,25000,3,1,1,75,2,2600,30,23,11,98720,mq,mq,-30,276.250000,mq,281.950000,mq,mq,mq,mq,3.100000,3.1,-10,0,0.000000,0,-60,0.000000,0,0.000000,0.000000,0.600000,mq,mq,mq,mq,5,0,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,"",2018-03-31T04:00:00Z,2018-03-31,3.20000000000005
