numer_sta,date,pmer,tend,cod_tend,dd,ff,t,td,u,vv,ww,w1,w2,n,nbas,hbas,cl,cm,ch,pres,niv_bar,geop,tend24,tn12,tn24,tx12,tx24,tminsol,sw,tw,raf10,rafper,per,etat_sol,ht_neige,ssfrai,perssfrai,rr1,rr3,rr6,rr12,rr24,phenspe1,phenspe2,phenspe3,phenspe4,nnuage1,ctype1,hnuage1,nnuage2,ctype2,hnuage2,nnuage3,ctype3,hnuage3,nnuage4,ctype4,hnuage4,X,date.ok,jour.ok,temp
07149,20180101000000,100770,190,3,240,7,281.55,276.750000,72,19640,3,2,2,75,6,800,35,20,10,99680,mq,mq,-400,mq,mq,mq,mq,mq,mq,mq,11.500000,14.8,-10,2,0.000000,0,-60,0.000000,0,0.000000,1.800000,1.800000,mq,mq,mq,mq,4,6,990,4,6,1100,mq,mq,mq,mq,mq,mq,"",2017-12-31T23:00:00Z,2017-12-31,8.40000000000003
07149,20180101030000,100990,220,1,240,6.8,280.95,275.650000,69,30000,1,1,1,25,2,800,35,20,11,99900,mq,mq,-150,mq,mq,mq,mq,mq,mq,mq,10.000000,13.2,-10,1,0.000000,0,-30,0.000000,0,0.000000,1.800000,1.800000,mq,mq,mq,mq,2,6,840,1,0,7800,mq,mq,mq,mq,mq,mq,"",2018-01-01T02:00:00Z,2018-01-01,7.80000000000001
07149,20180101060000,101010,10,0,230,5.4,279.15,276.150000,81,30000,1,0,0,10,1,3380,30,23,10,99910,mq,mq,50,279.150000,mq,283.250000,mq,mq,mq,mq,9.100000,9.9,-10,1,0.000000,0,-60,0.000000,0,0.000000,0.000000,1.800000,mq,mq,mq,mq,1,3,3380,mq,mq,mq,mq,mq,mq,mq,mq,mq,"",2018-01-01T05:00:00Z,2018-01-01,6
07149,20180101090000,100670,-330,8,200,6.4,280.35,277.350000,81,30000,3,2,2,90,7,450,38,mq,mq,99580,mq,mq,-140,mq,mq,mq,mq,mq,mq,mq,10.200000,13.2,-10,1,0.000000,0,-30,-0.100000,0,-0.100000,-0.100000,1.800000,mq,mq,mq,mq,5,8,570,7,6,1100,mq,mq,mq,mq,mq,mq,"",2018-01-01T08:00:00Z,2018-01-01,7.20000000000005
07149,20180101120000,99810,-850,6,200,6.5,281.25,280.050000,92,6000,63,6,6,90,7,450,38,mq,mq,98730,mq,mq,-790,mq,mq,mq,mq,mq,mq,mq,12.300000,14.5,-10,2,0.000000,0,-60,3.700000,7.5,7.500000,7.500000,9.300000,mq,mq,mq,mq,6,6,300,2,8,420,7,6,600,mq,mq,mq,"",2018-01-01T11:00:00Z,2018-01-01,8.10000000000002
07149,20180101150000,99580,-230,5,250,9.9,281.45,279.550000,88,4080,61,6,2,90,7,450,32,mq,mq,98500,mq,mq,-730,mq,mq,mq,mq,mq,mq,mq,14.800000,15.9,-10,2,0.000000,0,-30,0.600000,2.2,9.700000,9.700000,11.500000,mq,mq,mq,mq,2,6,480,1,8,630,5,6,660,mq,mq,mq,"",2018-01-01T14:00:00Z,2018-01-01,8.30000000000001
07149,20180101180000,100520,930,1,290,8.3,280.85,277.050000,77,30000,1,2,2,90,7,800,38,mq,mq,99430,mq,mq,150,278.850000,mq,282.950000,mq,mq,mq,mq,16.800000,16.8,-10,2,0.000000,0,-60,0.000000,0.4,2.600000,10.100000,10.100000,mq,mq,mq,mq,5,8,720,5,6,1000,mq,mq,mq,mq,mq,mq,"",2018-01-01T17:00:00Z,2018-01-01,7.70000000000005
07149,20180101210000,101040,510,1,280,6.6,279.85,276.450000,79,30000,3,0,0,40,3,450,32,20,10,99940,mq,mq,450,mq,mq,mq,mq,mq,mq,mq,10.200000,10.7,-10,2,0.000000,0,-30,0.000000,0,0.400000,10.100000,10.100000,mq,mq,mq,mq,1,8,440,1,8,840,1,8,1000,mq,mq,mq,"",2018-01-01T20:00:00Z,2018-01-01,6.70000000000005
07149,20180102000000,101370,330,1,270,4.3,279.95,276.750000,80,17110,80,8,6,90,7,800,32,mq,mq,100270,mq,mq,590,mq,mq,mq,mq,mq,mq,mq,6.900000,10,-10,2,0.000000,0,-60,0.200000,0.2,0.200000,2.800000,10.300000,mq,mq,mq,mq,5,8,830,3,8,1200,mq,mq,mq,mq,mq,mq,"",2018-01-01T23:00:00Z,2018-01-01,6.80000000000001
07149,20180102030000,101550,170,1,270,5.3,279.15,276.150000,81,25000,1,0,0,10,1,800,38,20,10,100440,mq,mq,540,mq,mq,mq,mq,mq,mq,mq,7.700000,8.3,-10,2,0.000000,0,-30,0.000000,0.4,0.600000,1.000000,10.700000,mq,mq,mq,mq,1,8,900,1,6,1200,mq,mq,mq,mq,mq,mq,"",2018-01-02T02:00:00Z,2018-01-02,6
07149,20180102060000,101650,100,1,250,2,279.05,276.850000,86,12700,3,2,2,90,7,4900,30,23,mq,100540,mq,mq,630,278.950000,mq,280.850000,mq,mq,mq,mq,3.000000,4.7,-10,2,0.000000,0,-60,0.000000,0,0.400000,0.600000,10.700000,mq,mq,mq,mq,7,3,4900,mq,mq,mq,mq,mq,mq,mq,mq,mq,"",2018-01-02T05:00:00Z,2018-01-02,5.90000000000003
07149,20180102090000,101780,130,0,220,3.3,278.65,276.150000,84,14830,2,2,2,90,7,3800,30,23,mq,100670,mq,mq,1090,mq,mq,mq,mq,mq,mq,mq,5.500000,5.5,-10,2,0.000000,0,-30,0.000000,0,0.000000,0.600000,10.700000,mq,mq,mq,mq,7,3,3800,mq,mq,mq,mq,mq,mq,mq,mq,mq,"",2018-01-02T08:00:00Z,2018-01-02,5.5
07149,20180102120000,101560,-210,8,200,4.2,280.95,277.850000,81,15600,3,2,2,90,7,450,38,mq,mq,100460,mq,mq,1730,mq,mq,mq,mq,mq,mq,mq,6.400000,6.4,-10,1,0.000000,0,-60,0.000000,0,0.000000,0.400000,3.200000,mq,mq,mq,mq,2,8,390,7,6,840,mq,mq,mq,mq,mq,mq,"",2018-01-02T11:00:00Z,2018-01-02,7.80000000000001
07149,20180102150000,101250,-300,6,210,4.9,281.55,280.350000,92,9950,50,5,2,100,7,150,37,mq,mq,100160,mq,mq,1660,mq,mq,mq,mq,mq,mq,mq,9.300000,11,-10,1,0.000000,0,-30,-0.100000,0,-0.100000,-0.100000,1.000000,mq,mq,mq,mq,7,7,180,mq,mq,mq,mq,mq,mq,mq,mq,mq,"",2018-01-02T14:00:00Z,2018-01-02,8.40000000000003
07149,20180102180000,101140,-110,6,210,5.7,282.55,281.750000,95,2750,51,5,2,100,7,150,37,mq,mq,100050,mq,mq,620,278.450000,mq,282.550000,mq,mq,mq,mq,8.600000,10.3,-10,2,0.000000,0,-60,0.200000,0.6,0.600000,0.600000,1.200000,mq,mq,mq,mq,7,7,150,mq,mq,mq,mq,mq,mq,mq,mq,mq,"",2018-01-02T17:00:00Z,2018-01-02,9.40000000000003
07149,20180102210000,100950,-180,6,220,4.4,284.25,283.150000,93,15000,1,2,2,100,7,250,35,mq,mq,99870,mq,mq,-70,mq,mq,mq,mq,mq,mq,mq,7.600000,7.6,-10,1,0.000000,0,-30,0.000000,0,0.600000,0.600000,1.200000,mq,mq,mq,mq,5,7,270,7,6,720,mq,mq,mq,mq,mq,mq,"",2018-01-02T20:00:00Z,2018-01-02,11.1
07149,20180103000000,100520,-420,6,220,8.7,285.35,282.750000,84,30000,3,2,2,100,8,450,35,mq,mq,99450,mq,mq,-820,mq,mq,mq,mq,mq,mq,mq,15.900000,16.9,-10,1,0.000000,0,-60,0.000000,0,-0.100000,0.600000,1.000000,mq,mq,mq,mq,8,6,420,mq,mq,mq,mq,mq,mq,mq,mq,mq,"",2018-01-02T23:00:00Z,2018-01-02,12.2
07149,20180103030000,99900,-610,6,220,10.4,286.25,284.650000,90,9250,58,6,6,100,8,450,35,mq,mq,98840,mq,mq,-1600,mq,mq,mq,mq,mq,mq,mq,16.700000,16.7,-10,1,0.000000,0,-30,-0.100000,0,-0.100000,0.600000,0.600000,mq,mq,mq,mq,6,6,320,7,6,520,mq,mq,mq,mq,mq,mq,"",2018-01-03T02:00:00Z,2018-01-03,13.1
07149,20180103060000,99990,80,3,260,11.3,283.95,279.150000,72,45910,21,6,2,90,5,1250,35,23,mq,98920,mq,mq,-1620,282.550000,mq,286.650000,mq,mq,mq,mq,18.500000,19.7,-10,2,0.000000,0,-60,0.200000,3.9,3.900000,3.900000,4.500000,mq,mq,mq,mq,3,6,1200,5,6,2000,5,3,3400,mq,mq,mq,"",2018-01-03T05:00:00Z,2018-01-03,10.8
07149,20180103090000,100540,530,1,270,7.7,280.75,276.750000,76,21570,25,8,6,75,4,1250,39,25,10,99450,mq,mq,-1220,mq,mq,mq,mq,mq,mq,mq,11.600000,28.2,-10,2,0.000000,0,-30,0.200000,1.4,5.300000,5.300000,5.900000,mq,mq,mq,mq,5,6,1600,5,3,3000,2,9,1200,mq,mq,mq,"",2018-01-03T08:00:00Z,2018-01-03,7.60000000000002
07149,20180103120000,100790,260,1,270,11.4,283.65,276.450000,61,12000,3,2,2,90,7,1250,39,mq,mq,99710,mq,mq,-750,mq,mq,mq,mq,mq,mq,mq,21.700000,21.7,-10,2,0.000000,0,-60,0.000000,2,3.400000,7.300000,7.900000,mq,mq,mq,mq,3,8,1070,5,6,1200,3,9,1100,mq,mq,mq,"",2018-01-03T11:00:00Z,2018-01-03,10.5
07149,20180103150000,101000,200,1,260,8.6,282.85,275.650000,61,19190,3,8,6,75,5,1250,38,23,10,99910,mq,mq,-250,mq,mq,mq,mq,mq,mq,mq,13.300000,16.4,-10,2,0.000000,0,-30,-0.100000,0.4,2.400000,7.700000,8.300000,mq,mq,mq,mq,1,8,1200,4,6,1500,5,3,3000,mq,mq,mq,"",2018-01-03T14:00:00Z,2018-01-03,9.70000000000005
07149,20180103180000,101050,50,2,250,6,281.35,276.550000,72,17170,3,2,2,90,3,1250,35,25,mq,99960,mq,mq,-90,278.850000,mq,284.250000,mq,mq,mq,mq,8.400000,13.4,-10,2,0.000000,0,-60,0.000000,0,0.400000,3.800000,7.700000,mq,mq,mq,mq,3,6,1200,2,6,2300,7,3,5000,mq,mq,mq,"",2018-01-03T17:00:00Z,2018-01-03,8.20000000000005
07149,20180103210000,100980,-70,8,240,7.8,281.45,279.050000,85,20000,60,6,6,100,8,800,38,mq,mq,99890,mq,mq,20,mq,mq,mq,mq,mq,mq,mq,14.000000,14,-10,2,0.000000,0,-30,-0.100000,0,-0.100000,2.400000,7.700000,mq,mq,mq,mq,2,8,600,7,6,1500,mq,mq,mq,mq,mq,mq,"",2018-01-03T20:00:00Z,2018-01-03,8.30000000000001
07149,20180104000000,100780,-200,8,210,1.6,281.15,280.050000,93,10000,61,6,6,100,8,450,35,mq,mq,99690,mq,mq,240,mq,mq,mq,mq,mq,mq,mq,2.400000,5.3,-10,2,0.000000,0,-60,0.400000,1.8,1.800000,2.200000,9.500000,mq,mq,mq,mq,2,7,300,7,6,450,mq,mq,mq,mq,mq,mq,"",2018-01-03T23:00:00Z,2018-01-03,8
07149,20180104030000,100510,-260,8,200,2.5,281.95,281.450000,97,5070,61,6,5,100,8,80,37,mq,mq,99430,mq,mq,590,mq,mq,mq,mq,mq,mq,mq,4.100000,4.1,-10,2,0.000000,0,-30,0.200000,0.6,2.400000,2.400000,10.100000,mq,mq,mq,mq,3,7,90,7,7,180,mq,mq,mq,mq,mq,mq,"",2018-01-04T02:00:00Z,2018-01-04,8.80000000000001
07149,20180104060000,100200,-300,6,220,3.9,283.75,283.450000,98,6480,61,6,6,100,8,150,37,mq,mq,99130,mq,mq,210,281.050000,mq,283.750000,mq,mq,mq,mq,6.400000,6.4,-10,2,0.000000,0,-60,1.400000,3.4,4.000000,5.800000,9.600000,mq,mq,mq,mq,2,7,120,7,7,210,mq,mq,mq,mq,mq,mq,"",2018-01-04T05:00:00Z,2018-01-04,10.6
07149,20180104090000,100140,-50,5,250,9.8,286.75,284.250000,85,20000,21,6,2,100,8,450,35,mq,mq,99080,mq,mq,-370,mq,mq,mq,mq,mq,mq,mq,14.800000,17,-10,2,0.000000,0,-30,0.600000,1.4,4.800000,7.200000,9.600000,mq,mq,mq,mq,6,6,450,8,6,670,mq,mq,mq,mq,mq,mq,"",2018-01-04T08:00:00Z,2018-01-04,13.6
07149,20180104120000,100160,20,0,240,8.6,286.85,284.550000,86,47040,21,6,2,100,8,450,35,mq,mq,99100,mq,mq,-610,mq,mq,mq,mq,mq,mq,mq,14.700000,16.7,-10,2,0.000000,0,-60,-0.100000,0,1.400000,5.400000,7.600000,mq,mq,mq,mq,6,6,420,8,6,640,mq,mq,mq,mq,mq,mq,"",2018-01-04T11:00:00Z,2018-01-04,13.7
07149,20180104150000,100000,-160,6,250,8.7,287.05,284.350000,84,44600,0,2,2,100,8,450,mq,mq,mq,98940,mq,mq,-970,mq,mq,mq,mq,mq,mq,mq,14.900000,17,-10,1,0.000000,,mq,0.000000,0,-0.100000,4.800000,7.200000,mq,mq,mq,mq,8,mq,450,mq,8,mq,mq,mq,mq,mq,mq,mq,"",2018-01-04T14:00:00Z,2018-01-04,13.9
07149,20180104180000,100220,210,1,250,6.7,283.95,280.050000,77,20000,1,2,2,60,2,1250,35,27,10,99150,mq,mq,-810,283.750000,mq,287.150000,mq,mq,mq,mq,10.800000,13.4,-10,2,0.000000,0,-60,0.000000,2.6,2.600000,4.000000,9.800000,mq,mq,mq,mq,2,6,1000,4,3,3000,mq,mq,mq,mq,mq,mq,"",2018-01-04T17:00:00Z,2018-01-04,10.8
07149,20180104210000,100380,150,1,230,3.7,282.55,279.650000,82,20000,3,1,1,90,7,800,35,mq,mq,99300,mq,mq,-590,mq,mq,mq,mq,mq,mq,mq,5.300000,6.8,-10,2,0.000000,0,-30,0.000000,0,2.600000,2.600000,9.800000,mq,mq,mq,mq,7,6,930,mq,mq,mq,mq,mq,mq,mq,mq,mq,"",2018-01-04T20:00:00Z,2018-01-04,9.40000000000003
07149,20180105000000,100280,-100,8,220,7.1,282.85,280.250000,84,20000,3,2,2,90,5,450,35,20,11,99200,mq,mq,-490,mq,mq,mq,mq,mq,mq,mq,11.200000,11.2,-10,2,0.000000,0,-60,0.000000,0,0.000000,2.600000,8.000000,mq,mq,mq,mq,3,6,460,3,6,1800,7,0,5900,mq,mq,mq,"",2018-01-04T23:00:00Z,2018-01-04,9.70000000000005
07149,20180105030000,100130,-150,8,220,6.9,282.55,281.150000,91,10000,60,6,2,90,7,250,35,mq,mq,99050,mq,mq,-380,mq,mq,mq,mq,mq,mq,mq,11.000000,12.4,-10,2,0.000000,0,-30,0.200000,0.2,0.200000,2.800000,7.600000,mq,mq,mq,mq,4,7,240,7,6,330,mq,mq,mq,mq,mq,mq,"",2018-01-05T02:00:00Z,2018-01-05,9.40000000000003
07149,20180105060000,100050,-80,8,200,2.5,281.95,280.050000,88,20000,60,6,2,90,6,800,35,23,mq,98970,mq,mq,-160,281.750000,mq,283.950000,mq,mq,mq,mq,3.800000,6.1,-10,2,0.000000,0,-60,0.200000,5.3,5.500000,5.500000,9.500000,mq,mq,mq,mq,6,6,600,3,6,2000,5,3,2800,mq,mq,mq,"",2018-01-05T05:00:00Z,2018-01-05,8.80000000000001
07149,20180105090000,100010,-40,8,190,3.6,281.75,280.250000,90,30000,3,2,2,100,1,450,37,22,mq,98930,mq,mq,-150,mq,mq,mq,mq,mq,mq,mq,5.300000,5.6,-10,2,0.000000,0,-30,0.000000,0,5.300000,5.500000,8.100000,mq,mq,mq,mq,3,8,300,8,4,2700,mq,mq,mq,mq,mq,mq,"",2018-01-05T08:00:00Z,2018-01-05,8.60000000000002
07149,20180105120000,100060,60,1,230,5.1,283.15,280.250000,82,19800,1,2,2,90,7,450,31,mq,mq,98990,mq,mq,-110,mq,mq,mq,mq,mq,mq,mq,7.500000,7.5,-10,2,0.000000,0,-60,0.000000,0,-0.100000,5.500000,8.100000,mq,mq,mq,mq,7,8,470,mq,mq,mq,mq,mq,mq,mq,mq,mq,"",2018-01-05T11:00:00Z,2018-01-05,10
07149,20180105150000,100060,0,5,250,5.5,283.45,279.950000,79,6470,58,8,6,100,7,800,mq,mq,mq,98990,mq,mq,50,mq,mq,mq,mq,mq,mq,mq,8.000000,10.8,-10,1,mq,,mq,-0.100000,0,-0.100000,5.300000,8.100000,mq,mq,mq,mq,4,mq,600,6,mq,750,7,mq,900,mq,mq,mq,"",2018-01-05T14:00:00Z,2018-01-05,10.3
07149,20180105180000,100220,140,3,210,1.5,280.85,277.450000,79,30000,1,2,2,90,3,3200,30,23,12,99130,mq,mq,-20,280.850000,mq,283.750000,mq,mq,mq,mq,2.500000,4.6,-10,1,0.000000,0,-60,0.000000,0,-0.100000,-0.100000,5.500000,mq,mq,mq,mq,3,3,3200,7,0,6800,mq,mq,mq,mq,mq,mq,"",2018-01-05T17:00:00Z,2018-01-05,7.70000000000005
07149,20180105210000,100300,80,1,210,1.8,280.15,277.250000,82,30000,3,1,1,75,6,3100,30,27,10,99210,mq,mq,-90,mq,mq,mq,mq,mq,mq,mq,2.500000,3.4,-10,1,0.000000,0,-30,0.000000,0,0.000000,-0.100000,5.500000,mq,mq,mq,mq,6,3,3100,mq,mq,mq,mq,mq,mq,mq,mq,mq,"",2018-01-05T20:00:00Z,2018-01-05,7
07149,20180106000000,100360,60,2,200,1.6,279.45,278.050000,91,25000,3,2,2,75,6,250,36,20,10,99270,mq,mq,70,mq,mq,mq,mq,mq,mq,mq,3.500000,3.5,-10,1,0.000000,0,-60,0.000000,0,0.000000,-0.100000,5.500000,mq,mq,mq,mq,6,7,280,mq,mq,mq,mq,mq,mq,mq,mq,mq,"",2018-01-05T23:00:00Z,2018-01-05,6.30000000000001
07149,20180106030000,100350,-10,7,210,2.8,280.55,279.050000,90,20000,3,2,2,90,6,250,36,mq,mq,99260,mq,mq,210,mq,mq,mq,mq,mq,mq,mq,4.700000,4.9,-10,1,0.000000,0,-30,0.000000,0,0.000000,0.000000,5.300000,mq,mq,mq,mq,6,7,250,mq,mq,mq,mq,mq,mq,mq,mq,mq,"",2018-01-06T02:00:00Z,2018-01-06,7.40000000000003
07149,20180106060000,100390,40,3,200,1.3,279.85,278.450000,91,20000,3,2,2,90,7,250,36,mq,mq,99300,mq,mq,330,278.750000,mq,280.850000,mq,mq,mq,mq,2.400000,3.6,-10,1,0.000000,0,-60,0.000000,0,0.000000,0.000000,-0.100000,mq,mq,mq,mq,7,7,240,mq,mq,mq,mq,mq,mq,mq,mq,mq,"",2018-01-06T05:00:00Z,2018-01-06,6.70000000000005
07149,20180106090000,100580,190,3,250,1.5,279.95,278.750000,92,12530,1,2,2,90,7,250,36,mq,mq,99490,mq,mq,560,mq,mq,mq,mq,mq,mq,mq,2.200000,2.6,-10,1,0.000000,0,-30,0.000000,0,0.000000,0.000000,-0.100000,mq,mq,mq,mq,7,7,260,mq,mq,mq,mq,mq,mq,mq,mq,mq,"",2018-01-06T08:00:00Z,2018-01-06,6.80000000000001
07149,20180106120000,100670,90,0,90,1,281.05,278.550000,84,17050,1,2,2,100,5,450,35,27,mq,99580,mq,mq,590,mq,mq,mq,mq,mq,mq,mq,1.400000,1.8,-10,1,0.000000,0,-60,0.000000,0,0.000000,0.000000,-0.100000,mq,mq,mq,mq,5,6,320,7,3,3200,mq,mq,mq,mq,mq,mq,"",2018-01-06T11:00:00Z,2018-01-06,7.90000000000003
07149,20180106150000,100780,110,3,70,0.5,281.35,278.250000,81,19090,1,2,2,100,7,450,38,mq,mq,99690,mq,mq,700,mq,mq,mq,mq,mq,mq,mq,1.100000,1.5,-10,1,0.000000,0,-30,0.000000,0,0.000000,0.000000,0.000000,mq,mq,mq,mq,1,8,330,7,6,2000,mq,mq,mq,mq,mq,mq,"",2018-01-06T14:00:00Z,2018-01-06,8.20000000000005
07149,20180106180000,100970,190,3,40,3.2,280.75,278.350000,85,16370,0,2,2,100,7,450,mq,mq,mq,99880,mq,mq,750,279.550000,mq,281.350000,mq,mq,mq,mq,5.100000,5.1,-10,0,0.000000,,mq,0.000000,0,0.000000,0.000000,0.000000,mq,mq,mq,mq,4,mq,360,7,mq,660,7,mq,1560,mq,mq,mq,"",2018-01-06T17:00:00Z,2018-01-06,7.60000000000002
07149,20180106210000,101190,210,3,40,4.3,280.15,278.250000,88,8900,1,2,2,100,7,450,35,mq,mq,100090,mq,mq,880,mq,mq,mq,mq,mq,mq,mq,5.900000,7,-10,1,0.000000,0,-30,0.000000,0,0.000000,0.000000,0.000000,mq,mq,mq,mq,7,6,300,mq,mq,mq,mq,mq,mq,mq,mq,mq,"",2018-01-06T20:00:00Z,2018-01-06,7
07149,20180107000000,101250,60,0,30,5.9,279.95,278.250000,89,7640,0,5,2,100,8,250,mq,mq,mq,100150,mq,mq,880,mq,mq,mq,mq,mq,mq,mq,9.000000,9.6,-10,2,0.000000,,mq,-0.100000,0.2,0.200000,0.200000,0.200000,mq,mq,mq,mq,8,mq,240,mq,mq,mq,mq,mq,mq,mq,mq,mq,"",2018-01-06T23:00:00Z,2018-01-06,6.80000000000001
07149,20180107030000,101310,60,3,30,6.3,279.75,277.950000,88,5070,61,6,6,100,8,250,35,mq,mq,100210,mq,mq,950,mq,mq,mq,mq,mq,mq,mq,10.800000,11.4,-10,2,0.000000,0,-30,0.400000,0.4,0.600000,0.600000,0.600000,mq,mq,mq,mq,7,6,280,mq,mq,mq,mq,mq,mq,mq,mq,mq,"",2018-01-07T02:00:00Z,2018-01-07,6.60000000000002
07149,20180107060000,101390,70,1,30,6.7,279.05,277.550000,90,2750,61,6,6,100,8,250,35,mq,mq,100280,mq,mq,980,279.050000,mq,280.750000,mq,mq,mq,mq,11.000000,11,-10,2,0.000000,0,-60,1.200000,3.4,3.800000,4.000000,4.000000,mq,mq,mq,mq,7,6,290,mq,mq,mq,mq,mq,mq,mq,mq,mq,"",2018-01-07T05:00:00Z,2018-01-07,5.90000000000003
07149,20180107090000,101630,240,3,50,7.4,279.35,277.050000,85,7000,2,2,2,100,8,450,35,mq,mq,100520,mq,mq,1030,mq,mq,mq,mq,mq,mq,mq,10.400000,12.6,-10,2,0.000000,0,-30,0.000000,0.2,3.600000,4.200000,4.200000,mq,mq,mq,mq,7,6,330,mq,mq,mq,mq,mq,mq,mq,mq,mq,"",2018-01-07T08:00:00Z,2018-01-07,6.20000000000005
07149,20180107120000,101640,10,0,40,8.7,279.75,276.850000,82,10000,2,2,2,100,8,450,35,mq,mq,100530,mq,mq,950,mq,mq,mq,mq,mq,mq,mq,14.000000,14,-10,2,0.000000,0,-60,0.000000,0,0.200000,4.000000,4.200000,mq,mq,mq,mq,8,6,390,mq,mq,mq,mq,mq,mq,mq,mq,mq,"",2018-01-07T11:00:00Z,2018-01-07,6.60000000000002
07149,20180107150000,101640,0,5,40,6.9,279.85,277.150000,83,15350,2,2,2,100,8,450,35,mq,mq,100530,mq,mq,840,mq,mq,mq,mq,mq,mq,mq,9.600000,10.6,-10,2,0.000000,0,-30,0.000000,0,-0.100000,3.600000,4.200000,mq,mq,mq,mq,8,6,390,mq,mq,mq,mq,mq,mq,mq,mq,mq,"",2018-01-07T14:00:00Z,2018-01-07,6.70000000000005
07149,20180107180000,101820,180,3,30,4.4,279.75,276.850000,82,20000,2,2,2,100,8,450,35,mq,mq,100710,mq,mq,830,278.950000,mq,280.050000,mq,mq,mq,mq,5.900000,7.3,-10,2,0.000000,0,-60,0.000000,0,-0.100000,0.200000,4.200000,mq,mq,mq,mq,8,6,470,mq,mq,mq,mq,mq,mq,mq,mq,mq,"",2018-01-07T17:00:00Z,2018-01-07,6.60000000000002
07149,20180107210000,101920,100,1,40,4.4,279.25,276.550000,83,20000,1,2,2,100,8,450,35,mq,mq,100810,mq,mq,720,mq,mq,mq,mq,mq,mq,mq,7.100000,7.9,-10,1,0.000000,0,-30,0.000000,0,0.000000,-0.100000,4.200000,mq,mq,mq,mq,8,6,480,mq,mq,mq,mq,mq,mq,mq,mq,mq,"",2018-01-07T20:00:00Z,2018-01-07,6.10000000000002
07149,20180108000000,101810,-110,8,40,5.7,279.15,276.150000,81,20000,1,2,2,100,8,450,35,mq,mq,100700,mq,mq,550,mq,mq,mq,mq,mq,mq,mq,7.800000,8,-10,0,0.000000,0,-60,0.000000,0,-0.100000,-0.100000,4.000000,mq,mq,mq,mq,8,6,570,mq,mq,mq,mq,mq,mq,mq,mq,mq,"",2018-01-07T23:00:00Z,2018-01-07,6
07149,20180108030000,101810,0,0,40,5.2,279.15,276.150000,81,20000,2,2,2,100,8,450,35,mq,mq,100700,mq,mq,490,mq,mq,mq,mq,mq,mq,mq,7.300000,7.6,-10,0,0.000000,0,-30,0.000000,0,-0.100000,-0.100000,3.600000,mq,mq,mq,mq,8,6,540,mq,mq,mq,mq,mq,mq,mq,mq,mq,"",2018-01-08T02:00:00Z,2018-01-08,6
07149,20180108060000,101790,-20,6,50,4.8,279.05,276.250000,82,20000,3,2,2,100,8,450,35,mq,mq,100680,mq,mq,400,279.050000,mq,279.750000,mq,mq,mq,mq,6.400000,6.6,-10,0,0.000000,0,-60,0.000000,0,0.000000,-0.100000,0.200000,mq,mq,mq,mq,8,6,480,mq,mq,mq,mq,mq,mq,mq,mq,mq,"",2018-01-08T05:00:00Z,2018-01-08,5.90000000000003
07149,20180108090000,101770,-20,8,50,5.8,279.45,276.450000,81,19000,1,2,2,90,7,450,35,mq,mq,100660,mq,mq,140,mq,mq,mq,mq,mq,mq,mq,8.000000,8,-10,0,0.000000,0,-30,0.000000,0,0.000000,-0.100000,-0.100000,mq,mq,mq,mq,7,6,450,mq,mq,mq,mq,mq,mq,mq,mq,mq,"",2018-01-08T08:00:00Z,2018-01-08,6.30000000000001
07149,20180108120000,101680,-80,8,70,5.9,281.45,277.050000,74,13470,1,2,2,75,5,450,31,20,11,100580,mq,mq,50,mq,mq,mq,mq,mq,mq,mq,7.800000,8.8,-10,0,0.000000,0,-60,0.000000,0,0.000000,0.000000,-0.100000,mq,mq,mq,mq,5,6,540,4,0,7500,mq,mq,mq,mq,mq,mq,"",2018-01-08T11:00:00Z,2018-01-08,8.30000000000001
07149,20180108150000,101550,-130,5,60,3.6,281.55,277.550000,76,20000,1,0,0,50,0,7500,30,20,11,100450,mq,mq,-80,mq,mq,mq,mq,mq,mq,mq,4.600000,6.9,-10,0,0.000000,0,-30,0.000000,0,0.000000,0.000000,-0.100000,mq,mq,mq,mq,4,0,7500,mq,mq,mq,mq,mq,mq,mq,mq,mq,"",2018-01-08T14:00:00Z,2018-01-08,8.40000000000003
07149,20180108180000,101520,-30,5,50,3.7,279.65,277.450000,86,10000,2,2,2,75,2,450,35,23,10,100420,mq,mq,-290,278.950000,mq,282.250000,mq,mq,mq,mq,4.500000,6.8,-10,0,0.000000,0,-60,0.000000,0,0.000000,0.000000,-0.100000,mq,mq,mq,mq,2,6,540,6,3,4500,mq,mq,mq,mq,mq,mq,"",2018-01-08T17:00:00Z,2018-01-08,6.5
07149,20180108210000,101400,-130,8,50,4,278.55,276.750000,88,12000,2,2,2,90,2,800,35,23,mq,100290,mq,mq,-520,mq,mq,mq,mq,mq,mq,mq,6.400000,6.8,-10,0,0.000000,0,-30,0.000000,0,0.000000,0.000000,-0.100000,mq,mq,mq,mq,2,6,620,3,3,4400,7,3,5400,mq,mq,mq,"",2018-01-08T20:00:00Z,2018-01-08,5.40000000000003
07149,20180109000000,101210,-190,7,10,1.8,277.25,275.950000,91,6220,1,2,2,90,3,4300,30,23,11,100100,mq,mq,-600,mq,mq,mq,mq,mq,mq,mq,2.300000,3.1,-10,0,0.000000,0,-60,0.000000,0,0.000000,0.000000,0.000000,mq,mq,mq,mq,3,3,4300,7,0,7400,mq,mq,mq,mq,mq,mq,"",2018-01-08T23:00:00Z,2018-01-08,4.10000000000002
